x Desnivel 3,y Desnivel 3,z Desnivel 3,i Desnivel 3,sep ,x Desnivel 2,y Desnivel 2,z Desnivel2,i Desnivel2
1,9,25,0,,1,-31,54,2
-8,34,-9,0,,0,25,3,64
-3,-55,71,0,,-8,-44,51,111
-4,40,-11,0,,0,16,14,163
-9,-3,11,0,,-5,22,-5,237
0,-25,55,27,,-3,-48,60,312
-8,14,-4,98,,-2,23,-5,361
0,-43,68,134,,-5,-49,63,374
-1,26,11,200,,0,25,-9,377
-8,-40,39,281,,-6,-48,60,375
0,6,24,332,,0,24,-6,370
-8,,,,,-6,-49,59,330
,-23,24,367,,-1,-26,55,250
0,-12,41,376,,-2,9,-2,182
-8,0,8,377,,-3,-35,60,110
-6,-59,67,373,,-2,16,-9,31
-1,32,-6,365,,-2,-,,
-5,-50,57,308,,44,68,0,
-2,22,6,235,,-1,23,-16,0
-7,-35,45,165,,-4,-33,32,0
0,8,17,103,,-3,5,31,0
-3,26,-12,20,,0,32,-18,0
-2,-48,68,0,,-3,-62,71,0
-4,21,-12,0,,-1,40,-11,0
-3,-45,64,0,,-2,0,-6,0
-2,-10,40,0,,1,-41,66,0
-4,-11,9,0,,-4,34,-18,0
-1,-23,50,0,,-4,-48,35,0
-2,23,1,0,,-2,8,32,0
-5,-46,43,0,,-4,56,-27,0
-1,17,21,0,,-2,-79,80,0
-6,27,-8,0,,-5,59,-18,0
0,-58,62,0,,-4,-71,68,0
0,-6,36,0,,1,-58,80,36
-6,-7,8,0,,-6,47,-35,105
-1,-59,65,0,,3,-76,92,147
-5,38,-4,0,,-6,60,-34,223
-7,16,-7,0,,1,-81,88,293
2,-47,67,25,,-8,57,-28,353
-5,29,-20,97,,-2,-75,73,369
2,-60,75,133,,-6,45,-9,377
-7,44,-18,210,,-7,30,-20,373
-6,-21,19,290,,1,-56,81,373
0,-16,43,348,,-9,40,-28,337
-5,1,1,367,,2,-63,81,262
2,-39,59,378,,-8,46,-21,180
-8,2,,,,,,,
7,-11,378,,,-1,-61,76,109
2,-53,70,375,,-9,41,-13,24
-7,33,-17,358,,-2,-59,61,0
1,-55,72,293,,-7,33,1,0
-1,-4,34,217,,-10,15,-3,0
-8,-8,16,148,,1,-40,67,0
0,-16,48,73,,-5,23,12,0
-8,2,4,9,,-8,-39,36,0
-3,-46,54,0,,0,8,26,0
-5,23,7,0,,-8,31,-10,0
-10,12,0,0,,-2,-54,65,0
1,-36,59,0,,2,-6,39,0
-7,19,-5,0,,-11,-7,9,0
-7,-34,38,0,,3,-24,52,0
-1,7,24,0,,-4,32,1,0
-7,26,-8,0,,-8,-47,53,0
-2,-49,64,0,,2,-37,62,0
-6,32,-6,0,,-8,24,-7,0
-10,-9,15,0,,-10,-37,40,0
0,-20,50,0,,1,9,24,63
-5,33,-3,0,,-3,30,-7,172
-7,-49,55,0,,-3,30,-7,190
-1,28,9,0,,-8,-10,17,243
-8,25,-9,0,,-5,-52,60,315
-2,-49,71,12,,-1,26,-2,363
-6,33,-15,93,,-7,-49,55,375
-2,-60,73,130,,1,19,1,377
-4,40,-12,201,,-8,-40,49,375
-8,-7,12,278,,0,15,10,373
-1,-26,51,339,,-7,-37,40,333
,,,,,0,10,18,266
-7,8,-2,367,,-1,26,-13,184
0,-41,65,376,,-5,-49,68,114
-6,27,-12,374,,-2,29,-13,29
-2,-52,69,368,,-5,,,
-5,31,-16,353,,,-53,68,0
-3,-55,71,283,,0,28,-13,0
-2,34,-10,204,,-3,-8,9,0
-5,-50,64,133,,-2,-20,53,0
-3,25,-5,52,,-1,2,-5,0
-3,-44,56,0,,-4,-55,55,0
1,-31,53,0,,0,24,6,0
-4,8,2,0,,0,22,-19,0
-5,-34,48,0,,0,-56,72,0
0,8,11,0,,0,11,33,0
-4,8,-6,0,,-5,-19,10,0
0,-40,60,0,,-2,-72,67,0
0,0,26,0,,-3,48,-13,0
-6,-22,19,0,,-4,-65,60,0
-2,-45,56,0,,-3,36,9,0
-3,27,-1,0,,-5,48,-28,0
-2,-52,49,0,,1,-77,87,1
3,-34,55,0,,-2,6,31,69
-6,20,-8,0,,-4,-15,10,121
-5,-41,40,0,,-1,-23,60,175
0,13,20,0,,-6,16,-13,261
-5,-28,28,0,,0,-52,76,324
2,-60,72,27,,-5,37,-29,366
-5,39,-18,98,,2,-67,86,376
-1,-64,70,137,,-4,20,20,379
-5,42,-10,218,,-5,-27,24,375
-3,-60,58,296,,-2,-7,43,366
-5,29,4,3,,-7,-4,2,317
48,,,,,0,-26,61,242
-6,-46,40,370,,-8,17,-8,168
0,11,22,379,,1,-41,71,100
-6,43,-18,377,,-6,30,7,27
0,-64,72,375,,-5,,,
-4,39,-15,351,,,-43,42,0
-3,-56,63,276,,-4,14,24,0
-4,32,-2,198,,-9,36,-14,0
-5,-42,51,125,,0,-56,72,0
-3,18,15,49,,-7,36,-13,0
-6,-32,34,0,,-8,-13,14,0
0,-48,65,0,,1,-19,49,0
-8,29,-9,0,,-11,5,3,0
0,-49,65,0,,-6,-51,56,0
-1,-7,40,0,,-3,27,7,0
-8,-9,13,0,,-9,18,-5,0
-5,-52,59,0,,1,-45,65,0
-3,29,-1,0,,-1,15,20,0
-7,-47,53,0,,-10,-14,21,0
1,-31,58,0,,-10,-14,21,0
-9,19,-5,0,,-4,-54,67,0
-8,-41,42,0,,-4,-54,67,36
-1,14,21,0,,-5,32,-7,99
-9,-26,30,0,,-6,-53,60,141
0,0,36,0,,-1,27,2,210
-5,41,-13,0,,-7,-45,50,288
-6,-60,68,0,,0,16,12,340
0,-19,50,61,,-5,17,-4,366
-8,7,1,109,,-1,-46,62,378
1,-37,65,153,,-3,25,-8,374
-3,32,4,221,,-3,-49,65,370
-8,-46,45,300,,-3,26,-11,346
-1,13,18,350,,-5,-50,65,274
-8,-30,30,370,,0,29,-8,207
1,-4,35,37,,-6,,,
9,,,,,,-48,60,133
-7,-8,11,374,,0,24,-1,61
-1,-25,51,368,,-5,5,3,1
-6,9,-2,349,,-1,-35,56,0
-5,-52,59,277,,1,16,6,0
-1,24,4,208,,-5,-37,44,0
-7,-36,47,136,,-3,-38,63,0
0,8,16,70,,-2,18,-11,0
-4,24,-9,1,,-3,-51,65,0
-1,-49,64,0,,1,28,-11,0
-4,21,-6,0,,-4,-16,12,0
-5,-11,22,0,,0,-19,52,0
0,-15,36,0,,-2,35,0,0
-5,-8,12,0,,-5,-56,45,0
-2,-39,50,0,,-2,26,14,0
-1,11,8,0,,-4,38,-21,0
-5,0,1,0,,0,-67,80,0
1,-31,54,0,,-6,55,-24,0
-1,10,21,0,,-7,-10,8,0
-4,-29,25,0,,1,-28,57,50
0,-4,33,0,,-5,19,-14,114
-5,28,-8,0,,1,-52,79,156
0,-51,62,0,,-6,39,2,228
2,-18,47,0,,-4,-50,42,301
-7,4,5,0,,-5,13,24,354
-2,-51,56,7,,-7,-25,17,372
-3,25,2,74,,0,-12,50,379
-6,16,-10,123,,-6,5,-4,375
2,-46,69,176,,1,-38,67,373
-6,31,-13,262,,-6,43,-8,344
2,-60,69,326,,-5,-54,53,269
,,,,,-5,26,13,194
-5,40,-15,369,,-7,-35,36,118
-3,-64,64,380,,-2,6,33,53
-4,39,-7,379,,-8,-1,,
-4,-54,56,377,,6,16,0,
-2,24,6,367,,-1,-61,70,0
-8,-37,38,307,,-8,39,-8,0
0,7,24,245,,-3,-55,62,0
-5,36,-15,162,,1,-30,60,0
-2,-52,71,87,,-10,16,-6,0
-7,32,-8,12,,0,-45,65,0
-3,-50,59,0,,-1,19,13,0
0,-24,51,0,,-8,-33,36,0
-8,8,2,0,,-1,6,31,0
-4,-42,51,0,,-10,34,-11,0
-5,18,12,0,,-2,-56,65,0
-7,-38,39,0,,-6,36,-9,0
0,-44,61,0,,-9,-2,9,0
-6,24,-7,0,,2,-24,56,0
-2,-46,64,0,,-3,33,-1,0
0,0,34,0,,-8,-50,54,0
-9,-13,15,0,,2,-38,61,69
-4,-53,60,0,,-7,20,-6,114
-5,34,-3,0,,0,-46,68,169
-7,-50,59,0,,-7,28,-11,250
0,-30,60,0,,-2,-56,64,320
-8,20,-8,0,,-1,31,-9,365
-9,-45,47,21,,-5,-55,64,374
-1,4,34,153,,-2,31,-8,376
-1,4,34,169,,-6,-50,57,374
-5,40,-16,192,,0,23,0,368
-8,-15,15,277,,-5,10,-3,324
0,-20,48,337,,-1,-37,64,247
-7,5,1,367,,-3,21,-10,165
-8,-60,64,376,,-2,-45,65,96
-1,32,-1,376,,-2,25,-10,1
-7,-46,47,372,,4,,,
0,13,18,363,,-3,-51,65,0
-7,-28,31,306,,0,-5,30,0
-1,-4,33,,,-4,-14,20,0
,232,,,,0,-15,41,0
-5,-8,16,162,,0,24,-7,0
-4,-56,66,90,,-5,-49,57,0
-3,29,-6,12,,-3,-29,54,0
-4,-48,55,0,,-2,9,-8,0
-2,16,5,0,,-5,-44,43,0
-5,15,0,0,,0,16,21,0
-2,-39,58,0,,-5,-31,23,0
0,3,17,0,,-1,-62,68,0
-4,-24,31,0,,-5,45,-17,0
-1,-43,57,0,,-3,-66,69,0
-2,16,-5,0,,-3,46,-6,0
0,-41,54,0,,-5,23,-13,0
0,-16,44,0,,1,-56,76,40
-6,0,3,0,,-6,44,-29,109
-1,-46,46,0,,1,-72,86,150
-3,18,9,0,,-2,7,34,220
-5,16,-6,0,,-5,-16,12,298
2,-43,64,0,,-3,-23,55,351
-2,11,20,0,,-7,10,-11,372
-5,-28,32,0,,2,-46,72,379
-1,-2,28,70,,-6,36,-22,375
-4,-18,19,123,,1,-62,82,374
0,-56,67,172,,-8,47,-30,333
-5,35,-8,254,,1,-68,82,261
0,-57,59,319,,-5,51,-22,181
-5,30,-3,364,,-2,-64,74,106
-5,-51,48,376,,-8,41,-8,31
-2,,,,,,,,
21,13,378,,,-8,12,-8,0
-7,-31,33,374,,1,-41,68,0
0,-3,29,370,,-5,28,9,0
-6,36,-15,320,,-5,-41,43,0
-2,-55,67,243,,-5,13,23,0
-5,34,-6,163,,-9,34,-17,0
-5,-46,57,91,,0,-60,70,0
-4,21,8,22,,1,-5,39,0
-4,-36,40,0,,-10,-8,13,0
1,-44,65,0,,1,-19,51,0
-8,26,-7,0,,-7,33,-3,0
0,-47,64,0,,-5,-51,54,0
-2,-4,35,0,,-3,27,8,0
-7,-13,16,0,,-8,20,-6,0
0,-16,46,0,,0,-43,67,0
-5,28,-1,0,,-1,17,17,0
-5,-46,54,0,,-10,-32,33,0
2,-27,54,0,,2,2,29,56
-10,13,-2,0,,-5,30,-10,111
1,-39,63,0,,-3,-53,68,168
-2,18,16,0,,-3,32,-8,245
-11,-19,22,0,,-5,-56,59,315
-6,-56,69,0,,0,27,0,356
0,-11,44,18,,-6,7,2,367
0,-11,44,38,,1,-39,58,380
-5,37,-9,103,,-6,21,-9,373
-7,-57,69,148,,-1,-49,66,370
-4,38,3,223,,-2,26,-14,337
-8,16,-9,297,,-3,-52,71,262
0,-49,57,348,,-1,33,-16,184
-12,25,-16,369,,-5,-55,68,111
-2,-60,6,,,-1,32,-8,31
4,379,,,,,,,
-4,43,-20,374,,,,,
-4,-64,73,368,,-5,-3,8,0
-3,40,-14,336,,0,-29,52,0
-6,-58,65,258,,-1,25,-1,0
-1,33,-2,185,,-5,-44,49,0
-8,-45,50,112,,1,14,10,0
0,16,14,39,,-1,18,-8,0
-7,-30,33,0,,-4,-49,63,0
0,-56,67,0,,0,0,23,0
-4,30,-8,0,,-5,-20,19,0
-6,-9,21,0,,0,-11,44,0
1,-22,40,0,,-1,34,-8,0
-5,0,8,0,,-3,-58,57,0
-4,-43,51,0,,0,-36,62,0
1,12,8,0,,-4,25,-17,0
-5,11,-3,0,,1,-56,78,0
0,-39,59,0,,-2,22,20,0
-1,5,24,0,,-6,-32,29,0
-5,-24,22,0,,-2,-3,35,69
0,-50,60,0,,-6,53,-28,123
-4,30,-8,0,,0,-75,79,170
-6,-8,13,0,,-5,51,-16,255
0,-19,46,0,,-3,-68,64,322
-6,2,5,0,,-6,36,-1,365
-2,-49,55,29,,-5,-52,42,375
-3,22,1,92,,-3,17,25,377
-5,11,-2,135,,-5,-24,21,373
1,-37,63,197,,-2,-11,46,365
-6,21,-9,279,,-6,2,-3,306
1,-51,64,,,-1,-68,75,231
,336,,,,-6,45,-7,154
-3,31,-13,373,,-5,-54,56,84
-2,-57,65,382,,-6,26,12,
-5,38,-9,378,,,6,,
-3,-56,61,377,,-5,-37,34,0
-3,29,-1,360,,2,-62,78,0
-7,18,-7,291,,-9,44,-17,0
0,-44,67,219,,-1,-61,72,0
-7,30,-14,136,,-1,-15,48,0
0,-51,71,67,,-8,0,3,0
-7,32,-12,0,,2,-32,60,0
-3,-52,64,0,,-5,32,1,0
-1,-16,47,0,,-6,-47,48,0
-7,3,5,0,,3,-43,65,0
-2,-47,56,0,,-10,27,-13,0
-5,23,6,0,,1,-52,70,0
-6,-42,45,0,,-2,6,29,0
0,-40,62,0,,-9,-20,25,0
-8,23,-8,0,,-1,-53,68,0
-8,-30,34,0,,-6,35,-10,0
-1,5,30,0,,-4,-54,65,34
-9,-19,21,0,,-5,30,-3,100
-3,-52,64,0,,-6,-51,57,147
-7,34,-7,0,,0,25,4,209
-4,-53,63,0,,-8,14,-5,284
1,-22,56,0,,1,-44,64,342
-10,13,-2,0,,-5,23,-10,368
0,-40,65,48,,-1,-53,66,379
-2,25,9,105,,-2,32,-13,373
-8,-42,43,152,,-4,-55,67,369
-1,14,24,225,,-2,31,-11,339
-9,-26,24,306,,-6,-53,64,262
0,-9,40,352,,1,31,-6,199
-8,-7,7,373,,-8,-49,56,118
-5,-64,69,379,,0,-37,64,46
-2,39,-7,374,,,,,
-9,-54,55,,,-5,19,-10,0
369,,,,,0,-51,65,0
0,23,8,354,,-2,29,-10,0
-7,-37,38,278,,-6,-23,30,0
0,6,29,220,,0,-8,35,0
-3,41,-18,144,,-1,28,-11,0
-3,-61,71,69,,-6,-55,61,0
-3,36,-12,0,,3,25,-2,0
-4,-56,62,0,,-4,7,0,0
-3,26,2,0,,0,-38,63,0
-6,19,-3,0,,-2,20,12,0
1,-47,61,0,,-6,-39,31,0
0,5,16,0,,0,8,28,0
-5,-24,32,0,,-3,41,-20,0
-1,-51,60,0,,-2,-65,76,0
-4,24,-7,0,,0,-11,48,0
-1,-47,57,0,,-5,1,0,0
2,-24,47,0,,-2,-68,66,48
-6,6,-1,0,,-3,42,-7,110
-2,-46,48,0,,-5,-57,57,157
-2,19,8,0,,-4,29,12,235
-7,21,-8,0,,-5,-41,34,309
1,-45,64,0,,-3,4,31,354
-5,24,-7,0,,-3,52,-29,373
-5,-25,31,30,,-3,-74,80,379
1,-4,27,93,,-5,54,-20,375
-7,-17,21,141,,-3,-69,67,372
0,-9,38,197,,-5,41,-3,327
-4,26,-5,280,,-6,-51,51,248
-2,-50,,,,-4,23,17,174
,58,340,,,-7,-29,31,98
-3,26,-2,373,,-3,0,40,37
-7,-48,49,380,,,,,
0,22,9,377,,-8,49,-22,0
-6,-36,39,374,,-2,-68,73,0
0,4,24,368,,-7,45,-9,0
-6,31,-12,305,,-7,14,-7,0
-2,-52,64,229,,0,-43,71,0
-4,33,-8,150,,-7,28,-16,0
-4,-49,61,77,,-8,-46,43,0
-4,25,2,5,,-3,13,22,0
-8,16,-7,0,,-8,-24,27,0
0,-43,64,0,,1,-59,73,0
-7,26,-8,0,,-8,39,-15,0
-6,-27,33,0,,-2,-57,67,0
-3,0,32,0,,0,-21,52,0
-8,31,-10,0,,-8,7,2,0
-4,-53,62,0,,-5,-50,61,0
-4,31,-6,0,,-4,29,3,0
-8,1,7,0,,-9,16,-5,4
1,-25,56,0,,1,-41,64,74
-5,27,4,0,,-8,22,-8,120
-7,-44,47,0,,1,-47,68,174
0,-39,64,0,,0,9,24,243
-7,26,-10,0,,-8,-27,26,314
-3,-47,70,0,,1,-7,35,356
-1,11,25,0,,-9,-12,14,369
-9,-24,25,18,,2,-22,47,381
1,-6,38,79,,-8,6,0,373
-5,38,-10,128,,-7,-53,56,369
-5,-58,69,192,,0,24,3,346
-4,37,-8,272,,-7,-43,47,266
-7,-57,57,338,,0,17,15,207
-1,28,6,367,,-4,31,-18,123
-9,-44,45,,,-2,-54,72,50
376,,,,,,,,
0,13,20,378,,,,,
-8,-25,23,368,,-4,34,-15,0
0,-10,42,363,,-3,-61,68,0
-6,42,-17,301,,-2,35,-9,0
-4,-61,70,226,,-5,0,6,0
-2,39,-6,154,,1,-33,54,0
-6,-53,54,78,,0,25,0,0
-2,22,12,1,,-7,-47,46,0
-5,-37,36,0,,0,-49,63,0
1,-60,72,0,,-4,27,-15,0
-5,38,-14,0,,-1,-54,69,0
-2,-58,63,0,,0,-3,35,0
1,-23,43,0,,-6,-14,8,0
-5,5,5,0,,-2,-62,66,0
-3,-51,54,0,,-3,40,-10,0
-1,16,8,0,,-5,-58,60,0
-4,-33,37,0,,1,-41,70,0
3,-48,63,0,,-5,31,-19,0
-5,27,-12,0,,1,-61,78,63
0,-53,64,0,,-7,45,-24,122
0,-11,37,0,,0,-69,82,169
-6,-4,11,0,,-1,-2,40,249
0,-49,59,0,,-5,-8,4,314
-5,25,1,0,,-1,-28,59,357
-7,4,6,8,,-6,15,-13,373
2,-32,50,78,,1,-47,74,377
-3,15,4,122,,-5,37,-24,374
-4,-36,47,176,,1,-66,82,368
-2,12,15,260,,-8,51,-29,317
-5,-33,38,330,,-1,-71,82,240
0,5,20,363,,-5,,,
-7,-26,28,376,,54,-22,160,
,,,,,-3,-68,74,82
2,-1,32,382,,1,-32,66,13
-4,27,-3,376,,-9,22,-16,0
-3,-49,56,374,,1,-52,77,0
-3,24,0,333,,-5,28,13,0
-5,-42,50,250,,-7,-39,38,0
-1,18,12,177,,-3,7,32,0
-7,-30,40,98,,-8,46,-22,0
-1,-43,64,25,,-3,-68,75,0
-6,26,-10,0,,-5,44,-15,0
-2,-50,64,0,,-9,5,2,0
-6,30,-4,0,,0,-33,62,0
-7,-3,11,0,,-7,34,0,0
-1,-25,52,0,,-7,-49,49,0
-7,8,0,0,,1,-45,68,0
-6,-44,48,0,,-7,30,-13,0
-2,18,13,0,,-1,-49,72,0
-8,23,-7,0,,-1,9,25,0
0,-45,65,0,,-9,-24,28,19
-2,6,26,0,,1,-5,34,87
-8,-21,22,0,,-5,31,-10,130
-1,-5,40,0,,-3,-53,67,198
-6,33,-7,0,,-4,31,-8,277
-6,-51,63,0,,-5,-55,59,338
-5,32,-2,0,,0,27,1,367
-9,6,3,0,,-7,-49,51,374
-6,-51,56,66,,0,21,9,378
-3,27,8,115,,-6,27,-14,369
-9,-43,46,168,,0,-55,71,364
-1,16,19,246,,-2,33,-18,301
-8,-31,29,320,,-3,-57,75,229
0,-2,35,360,,-1,39,-17,146
-9,-12,13,375,,-5,-60,66,75
,,,,,-1,,,
2,-23,52,380,,,34,-5,0
-2,42,-13,372,,-4,8,-5,0
-8,-59,60,366,,0,-42,64,0
-2,30,3,327,,-4,27,-13,0
-7,-43,44,246,,-5,-41,39,0
0,14,24,182,,1,5,24,0
-7,-25,23,102,,-2,35,-16,0
1,-9,44,38,,-4,-64,66,0
-4,46,-19,0,,-2,35,-13,0
-3,-68,68,0,,-6,3,3,0
-3,38,-3,0,,1,-34,60,0
-5,21,-9,0,,-1,29,1,0
2,-54,67,0,,-5,-49,45,0
-5,34,-16,0,,-2,19,16,0
-5,-30,31,0,,-4,37,-22,0
2,-10,33,0,,1,-61,79,0
-6,-3,10,0,,0,4,35,0
0,-58,63,0,,-7,-17,15,17
-4,31,-3,0,,0,-17,47,88
-7,15,-8,0,,-6,46,-17,136
2,-47,64,0,,-2,-65,70,196
-2,19,9,0,,-4,40,-5,278
-4,-32,39,0,,-5,-56,55,339
-2,3,25,0,,-3,25,8,367
-7,30,-10,7,,-7,-42,35,377
1,-52,60,75,,-2,9,31,377
-4,24,-5,122,,-8,-17,17,373
-5,-8,20,173,,-3,-70,76,361
0,-16,41,256,,-7,6,-5,295
-6,-5,12,326,,-3,-64,69,222
-5,-37,46,379,,,,,
2,-26,48,3,,-5,42,-2,148
80,,,,,-7,-51,53,70
2,-26,48,381,,-5,24,15,0
-7,13,4,375,,-8,40,-25,0
-5,-32,36,373,,1,-65,82,0
0,4,22,338,,-8,49,-18,0
-8,-17,26,252,,-8,-11,11,0
0,-8,36,188,,0,-22,54,0
-8,-3,15,110,,-7,8,-6,0
-4,-45,57,36,,-4,-63,62,0
-4,23,2,0,,-5,33,5,0
-6,-40,50,0,,-9,30,-16,0
-3,16,15,0,,1,-54,72,0
-7,21,-7,0,,-8,36,-18,0
0,-45,64,0,,-8,-26,28,0
-3,4,26,0,,-2,-2,37,0
-7,-21,26,0,,-9,-9,15,0
-3,-50,64,0,,-4,-54,68,0
-6,30,-7,0,,-5,33,-8,0
-3,-48,59,0,,-4,-50,62,46
0,-21,51,0,,1,-27,55,106
-8,7,0,0,,-9,8,0,144
-6,-44,52,0,,2,-34,60,213
-4,22,11,0,,-7,16,-8,290
-7,-37,42,0,,1,-47,66,343
0,-41,67,0,,0,12,19,369
-8,27,-8,0,,-9,-32,31,376
-2,-51,67,64,,2,0,30,376
-1,0,33,112,,-8,-15,15,369
-8,-15,18,163,,1,-18,48,358
0,-13,48,238,,-7,1,0,303
-8,1,3,304,,-6,-57,65,230
0,-34,59,353,,0,35,-5,162
-1,30,0,372,,-7,-52,54,85
-,,,,,-2,,,
8,-49,51,378,,24,11,10,
0,20,14,375,,-4,30,-21,0
-10,-32,30,372,,0,-63,76,0
1,-2,35,350,,-3,44,-19,0
-7,-11,9,276,,-5,-20,18,0
1,-21,57,210,,1,-18,46,0
-2,45,-13,128,,-4,4,-1,0
-7,-62,62,55,,-6,-64,60,0
-2,32,3,0,,1,30,0,0
-6,-48,43,0,,-5,28,-16,0
2,-62,79,0,,1,-57,74,0
-6,46,-21,0,,-4,39,-23,0
0,-70,71,0,,-6,-26,20,0
2,-19,45,0,,0,-9,42,0
-5,4,1,0,,-3,48,-22,0
-2,-65,61,0,,-2,-66,75,0
-1,30,2,0,,-5,44,-9,0
-8,31,-14,0,,-7,16,-12,42
3,-59,72,0,,2,-48,70,104
-5,40,-22,0,,-7,33,-20,157
-5,-24,21,0,,1,-60,80,223
1,-11,40,0,,-7,43,-25,307
-7,1,8,0,,-2,-70,78,355
-1,-59,65,0,,-4,48,-23,374
-5,30,-1,0,,-2,-69,74,379
-5,13,-3,41,,-5,48,-12,374
2,-43,57,101,,-5,-64,60,369
-5,15,-1,309,,-4,35,2,328
-3,-21,38,328,,-7,-46,46,243
-1,-39,51,340,,-3,19,24,173
-1,-39,51,356,,-7,49,-25,93
-5,19,4,374,,-1,-69,,
,,,,,,82,25,
,,,,,-7,51,-23,0
-7,-16,24,380,,-3,-70,76,0
1,-8,34,373,,-7,48,-9,0
-15,-11,13,375,,-8,18,-12,0
2,-21,32,341,,0,-49,74,0
-15,4,3,266,,-4,31,5,0
-1,-31,52,192,,-8,-45,41,0
-8,18,0,120,,-1,11,26,0
-6,-30,41,45,,-8,46,-23,0
-1,5,23,0,,-1,-64,76,0
-7,-19,26,0,,-7,41,-15,0
0,-7,37,0,,-9,0,4,0
-6,29,-4,0,,0,-28,58,0
-3,-48,60,0,,-4,34,-3,0
-2,-23,49,0,,-7,-47,55,0
-7,6,1,0,,-3,22,7,0
-6,-47,52,0,,-9,20,-7,14
-3,21,9,0,,1,-44,66,81
-8,21,-7,0,,-9,23,-8,126
-1,-44,64,0,,-8,-29,34,189
-8,28,-11,0,,1,2,28,259
-2,-49,66,0,,-8,-22,23,327
-2,-2,36,0,,0,-9,39,361
-8,-9,17,0,,-9,-10,9,372
-4,-50,64,0,,-5,-55,61,378
-6,32,-4,0,,-1,32,-5,369
-5,-50,58,61,,-7,-51,55,364
-4,27,4,109,,0,23,6,320
-8,15,-3,157,,-7,-41,44,241
0,-40,67,226,,1,15,20,180
-7,26,-15,309,,-8,-31,30,97
0,-57,71,355,,-2,-5,,
-5,36,-16,375,,9,77,26,
-3,-60,72,380,,-2,39,-21,0
-4,41,-15,373,,-2,-67,72,0
,,,,,-2,43,-9,0
-5,-61,64,368,,-6,8,-3,0
-4,34,-4,326,,2,-45,64,0
-5,-51,54,243,,0,30,3,0
-2,24,14,176,,-6,-48,39,0
-6,37,-26,94,,1,-63,70,0
0,-65,81,30,,-4,44,-20,0
-4,44,-22,0,,-2,-67,73,0
0,-71,76,0,,2,-19,47,0
1,-20,56,0,,-6,4,-6,0
-7,11,-8,0,,-3,-64,64,0
-4,-64,57,0,,-1,39,-4,0
0,28,7,0,,-7,-52,52,0
-6,-44,38,0,,2,-55,79,0
1,-67,73,0,,-5,40,-25,20
-7,46,-21,0,,1,-67,80,89
1,-68,70,0,,-6,48,-23,138
2,-26,53,0,,-2,-68,78,198
-7,12,-8,0,,-5,47,-19,285
-3,-60,59,0,,-4,-67,68,344
-4,29,3,0,,-3,41,-8,368
-7,32,-16,0,,-7,22,-15,378
4,-57,71,0,,1,-50,75,375
-8,37,-15,17,,-5,37,-23,373
2,-59,65,86,,0,-65,79,353
0,-14,34,128,,-8,50,-26,269
-6,-4,15,187,,-3,-69,79,199
3,-23,45,268,,-4,52,-17,116
-,,,,,-5,-66,7,
8,3,9,328,,1,43,,
-4,-39,48,366,,-7,44,-6,0
-1,10,9,376,,-9,26,-17,0
-5,-30,38,381,,0,-55,80,0
0,7,21,374,,-6,43,-23,0
-7,-26,31,375,,-6,-38,35,0
0,-1,26,337,,-4,4,35,0
-7,20,-1,254,,-8,-17,13,0
-1,-41,55,181,,-4,-72,77,0
-3,25,2,108,,-4,49,-14,0
-6,-43,55,32,,-5,-61,66,0
-3,21,3,0,,-6,34,0,0
-8,7,3,0,,-9,27,-16,0
1,-34,58,0,,1,-53,73,0
-2,18,16,0,,-3,17,18,0
-7,-32,39,0,,-8,-27,35,0
-4,5,23,0,,-3,1,30,0
-6,26,-11,0,,-8,34,-13,15
-3,-51,64,0,,-1,-54,67,85
1,-7,37,0,,-5,29,-8,129
-8,-5,14,0,,-3,-48,63,194
-6,-49,60,0,,-4,24,-3,273
-5,28,-2,0,,-7,0,4,328
-6,-45,52,0,,1,-32,56,363
0,-33,61,0,,-5,10,-4,374
-6,20,-4,0,,1,-41,64,381
-3,-41,65,0,,-6,25,-14,373
-3,14,20,0,,0,-55,71,366
-7,-28,31,64,,1,3,27,327
-1,0,34,109,,-7,-21,22,241
-9,-15,21,163,,0,-8,41,184
-2,-13,44,238,,-6,-8,5,106
-6,-2,5,310,,-3,-6,,
-5,-57,62,357,,2,70,36,
-3,32,-2,,,-3,37,-9,0
,374,,,,-4,-61,58,0
-8,-49,52,378,,-2,34,7,0
-1,22,9,373,,-5,32,-20,0
-7,-37,36,368,,2,-65,75,0
-1,3,32,339,,0,10,24,0
-5,41,-23,256,,-6,-24,18,0
-3,-64,80,187,,-3,-75,73,0
-3,45,-20,104,,-3,48,-16,0
-3,-65,70,30,,-5,-65,62,0
-4,39,-5,0,,-1,33,1,0
-5,-58,53,0,,-5,31,-22,0
-3,25,16,0,,1,-62,80,0
-5,43,-26,0,,0,16,21,0
2,-74,79,0,,-7,-25,24,0
0,-5,39,0,,1,-6,43,0
-6,-6,4,0,,-7,49,-23,16
-3,-75,69,0,,-2,-70,72,87
-4,43,-8,0,,-6,44,-11,136
-3,-56,51,0,,-3,-59,61,197
4,-63,76,0,,-3,32,5,274
-7,46,-28,0,,-7,30,-20,339
2,-73,79,0,,1,-60,75,366
1,-6,37,0,,-6,40,-24,377
-6,-2,8,0,,1,-64,78,376
0,-68,72,0,,-6,48,-18,372
-7,39,-8,3,,-3,-68,71,355
-7,17,-9,68,,-7,46,-13,277
3,-50,62,114,,-5,-60,63,205
-7,29,-8,173,,-3,38,3,135
