x Desnivel 3,y Desnivel 3,z Desnivel 3,i Desnivel 3,sep ,x Desnivel 2,y Desnivel 2,z Desnivel2,i Desnivel2
-6,-55,54,51,,-6,-52,63,373
-4,28,8,106,,-2,27,-4,369
-9,23,-9,151,,-4,10,-3,342
2,-48,71,222,,-1,-39,64,264
-9,33,-13,303,,0,21,-10,189
-3,-60,6,,,-5,-43,70,117
8,356,,,,-4,24,-16,31
-5,38,-13,377,,-1,-52,73,0
-4,-59,67,386,,-1,-4,50,0
-4,39,-4,378,,-4,32,-13,0
-8,-54,56,376,,,,,
-2,28,7,340,,-4,32,-13,0
-8,-39,45,260,,-8,-9,1,0
0,-47,68,190,,0,-60,65,0
-5,33,-11,109,,-8,28,-3,0
-4,-53,65,33,,-2,17,-13,0
-3,31,-7,0,,2,-54,75,0
-6,-46,55,0,,-9,40,-24,0
-4,-32,46,0,,0,-75,74,0
-4,-32,46,0,,0,-11,49,0
3,17,5,0,,-6,4,-6,0
3,17,5,0,,0,-74,71,0
-7,-40,49,0,,-6,48,-6,0
0,-36,58,0,,-6,34,-25,0
-8,8,-8,0,,5,-69,87,4
-6,-32,40,0,,-4,24,18,77
0,6,20,0,,-4,-35,23,121
1,21,-6,0,,0,-5,45,178
-12,-47,62,0,,-6,0,-2,248
-3,29,-13,0,,3,-42,67,316
-5,-17,21,0,,-8,49,-10,367
-2,-8,40,0,,-3,-64,51,376
-4,-9,9,0,,-3,24,14,379
-3,-56,66,58,,-6,-29,29,375
-3,31,-10,115,,-1,-8,40,367
-4,-56,59,174,,-8,-1,5,325
-2,32,3,250,,2,-32,57,248
-3,-54,44,325,,-7,19,-7,172
-4,17,22,363,,3,-41,68,103
-4,-34,18,376,,-6,21,12,25
1,-9,4,,,-4,,,
7,386,,,,-34,36,0,
-4,57,-18,380,,-3,6,24,0
-4,-75,65,375,,-8,26,-7,0
-4,44,-3,327,,1,-44,62,0
-4,-52,45,243,,-1,-3,34,0
-1,16,26,170,,-8,-15,20,0
-6,-18,19,89,,0,-12,38,0
0,-20,53,22,,-5,22,1,0
-7,59,-29,0,,-4,-43,54,0
-1,-76,73,0,,-4,23,7,0
-7,44,-5,0,,-11,3,7,0
-6,39,-29,0,,-8,-42,48,0
2,-68,87,0,,-2,20,10,0
-7,49,-33,0,,-7,-34,45,0
-3,-33,24,0,,0,-37,62,0
0,-5,42,0,,-7,24,-4,0
-7,-4,7,0,,-4,-46,63,0
0,-68,75,0,,0,3,28,57
-8,44,-12,0,,-8,-19,25,113
-8,14,-12,0,,0,-8,41,156
2,-41,71,0,,-3,33,-4,232
-9,30,-15,0,,-7,-53,60,305
-7,-43,45,0,,-1,29,-1,360
-3,17,22,0,,-8,-49,55,370
-8,-30,28,42,,0,22,7,378
0,0,37,97,,-8,-37,43,369
-9,38,-11,145,,0,8,17,368
-2,-57,68,211,,-2,28,-13,345
-6,35,-7,290,,-5,-52,72,269
-5,-56,57,,,0,32,-14,194
,349,,,,-,,,
-2,29,6,372,,6,-51,69,124
-10,-46,47,384,,-2,28,-10,40
0,20,16,379,,-5,-49,65,0
-9,31,-11,375,,-2,24,-3,0
-1,-54,67,353,,-4,6,-5,0
-7,37,-10,273,,-3,-35,66,0
-4,-55,67,201,,-4,20,8,0
-2,35,-5,121,,-3,-43,38,0
-8,-50,58,50,,-3,8,26,0
0,24,5,0,,-3,33,-20,0
-8,15,-1,0,,-1,-65,71,0
-1,-43,62,0,,-5,45,-13,0
-5,23,-7,0,,-3,4,-8,0
-8,-31,36,0,,1,-46,72,0
1,-2,24,0,,-5,38,3,0
-3,24,-6,0,,-3,-52,41,0
-5,-50,62,0,,3,-69,86,0
0,24,-8,0,,-6,57,-32,0
-6,-8,15,0,,3,-82,87,0
0,-19,47,0,,-1,-14,51,68
0,25,-4,0,,-5,4,-9,114
-7,-48,56,0,,3,-44,73,162
0,25,1,0,,-6,36,-25,247
-3,14,-6,0,,4,-72,84,313
-6,-41,50,0,,-7,55,-32,367
0,18,10,0,,3,-85,82,375
-5,-39,40,26,,1,-9,44,379
-3,-48,69,94,,-7,7,1,375
-2,27,-19,148,,2,-43,65,372
-2,-,,,,-8,30,-19,342
54,74,219,,,3,-57,76,270
-2,35,-18,303,,-4,21,13,190
-2,-65,68,350,,-5,-27,33,116
0,40,-10,375,,-3,-2,35,38
-5,-64,54,381,,-6,-,,
-2,33,12,379,,11,12,0,
-5,-42,30,378,,0,-18,48,0
0,0,36,354,,-8,31,-2,0
-6,-5,6,281,,-1,-45,55,0
-1,-79,78,207,,-7,22,5,0
-4,56,-14,122,,-8,7,2,0
-5,-65,61,51,,-4,-43,45,0
-4,31,6,0,,-2,16,13,0
-4,-41,35,0,,-7,-33,39,0
2,-80,93,0,,1,-37,57,0
-7,62,-33,0,,-9,20,-4,0
0,-80,84,0,,-1,-45,59,0
-2,-29,59,0,,0,2,28,0
-4,15,-14,0,,-10,-14,25,0
1,-49,76,0,,-4,-46,64,0
-7,40,0,0,,-4,30,-3,0
-4,-48,47,0,,-6,-48,59,0
2,-62,82,0,,1,-20,48,67
-9,46,-28,0,,-9,7,4,112
0,-65,82,0,,-1,-32,59,159
-3,-1,41,0,,-6,17,-4,235
-8,-5,8,0,,-3,-45,62,308
-2,-62,74,0,,-3,27,-9,363
-8,40,-8,0,,-8,-30,32,373
-4,-55,57,67,,1,0,31,380
2,-36,64,116,,-8,-13,19,369
-10,21,-9,170,,0,-18,43,368
2,-47,70,248,,-7,1,7,346
-9,31,-14,326,,-7,-50,61,272
,,,,,-2,26,-1,198
0,-57,71,364,,-8,-40,55,126
-8,36,-12,379,,0,16,8,61
-3,-57,65,384,,-5,-33,,
-5,38,-5,377,,,43,0,
-6,-53,57,372,,-4,-44,67,0
-4,30,4,321,,-3,21,-13,0
-10,19,-5,242,,-3,-44,68,0
1,-43,67,172,,-1,24,-11,0
-7,31,-10,90,,-4,-17,12,0
-1,-52,67,18,,-2,-18,50,0
-6,31,-10,0,,-2,0,-6,0
-4,-55,66,0,,-4,-53,52,0
3,-13,41,0,,-3,27,13,0
-8,-3,11,0,,-6,29,-19,0
1,-29,49,0,,0,-64,74,0
0,22,1,0,,-5,46,-24,0
-8,-45,50,0,,-4,-16,9,0
1,-37,56,0,,0,-19,58,0
-5,18,-6,0,,-6,11,-10,0
-9,-33,41,0,,-1,-71,64,18
1,7,17,0,,-5,40,-2,90
-2,20,-10,0,,-2,-57,45,132
-4,-47,67,0,,-4,22,23,202
0,29,-12,0,,-5,-31,20,283
-6,-16,22,0,,-1,-13,47,344
0,-10,39,0,,-6,2,-4,369
-5,-9,10,15,,0,-79,69,378
-5,-53,64,88,,-5,48,-6,377
0,26,-6,133,,-5,-55,49,374
-5,-50,57,199,,-2,17,17,360
0,24,3,270,,-7,-25,25,290
-3,-48,44,3,,0,-9,40,219
37,,,,,-8,2,,
-1,15,20,367,,,7,156,
0,32,-21,378,,-1,-61,70,80
-2,-63,72,385,,-7,34,-5,5
-3,48,-16,378,,-3,-47,51,0
-3,-72,62,366,,2,-43,65,0
-3,44,-3,301,,-9,25,-8,0
-5,-55,47,220,,1,-46,65,0
-2,24,20,147,,-4,6,24,0
-6,-28,24,66,,-6,-24,27,0
0,-11,47,0,,0,-49,62,0
-5,60,-29,0,,-8,27,-5,0
-2,-79,78,0,,-1,-46,58,0
-6,52,-11,0,,2,-13,41,0
-2,-64,57,0,,-10,-3,10,0
2,-66,85,0,,0,-23,49,0
-6,49,-33,0,,-5,26,4,0
0,-76,87,0,,-6,-42,51,0
-2,2,35,0,,1,-32,58,0
-6,-9,9,0,,-8,19,-2,0
0,-73,79,0,,-2,-41,63,20
-7,50,-16,0,,-1,13,19,94
-9,14,-10,0,,-10,-29,34,134
1,-42,70,0,,0,4,32,194
-7,31,-18,0,,-8,-17,22,279
-6,-45,49,0,,-1,-13,41,341
-3,19,23,0,,-7,-4,9,368
-8,-29,26,65,,-8,-56,62,377
-1,-1,38,115,,0,31,0,377
-8,40,-14,169,,-8,-46,51,369
-1,-59,70,248,,0,17,9,365
-7,36,-7,320,,-7,-34,39,310
,,,,,-2,4,24,243
,,,,,0,31,-13,170
-6,-57,57,363,,-6,-50,67,97
-3,29,4,378,,-3,27,-10,1
-7,-44,47,384,,4,,,
-2,19,19,377,,-4,-48,64,0
-10,-31,30,375,,-3,21,-3,0
0,2,32,332,,-3,2,6,0
-6,38,-12,249,,-3,-40,56,0
-3,-55,70,178,,-3,16,4,0
-4,37,-8,98,,-3,-40,44,0
-7,-53,60,29,,-1,-42,64,0
-1,27,2,0,,-2,20,-14,0
-8,13,-2,0,,0,-51,67,0
1,-42,63,0,,-1,-2,40,0
-6,22,-8,0,,-4,-11,3,0
-9,-35,37,0,,0,-27,59,0
1,1,22,0,,-4,39,-6,0
-2,25,-7,0,,-3,-57,54,0
-4,-52,64,0,,1,-48,75,0
-2,28,-8,0,,-7,37,-24,0
-8,-8,15,0,,3,-68,82,21
1,-21,45,0,,-2,10,28,93
0,24,-4,0,,-4,-24,16,134
-7,-46,56,0,,0,-13,52,206
0,23,1,0,,-7,4,-6,277
-4,12,-4,0,,2,-45,69,336
-7,-40,48,0,,-6,31,-22,372
0,16,11,0,,4,-68,79,379
-5,-36,39,46,,-2,21,19,377
-3,-47,66,104,,-7,-26,24,375
-1,22,-11,166,,1,-14,44,362
-3,-48,66,244,,-8,6,0,309
-1,25,-12,324,,3,-38,65,236
,,,,,-9,29,-15,152
-3,-55,63,361,,4,-54,76,85
0,30,-6,376,,-3,17,18,
-5,-54,52,382,,8,,,
-1,28,11,378,,-6,-28,29,0
-5,-44,34,376,,-2,-2,36,0
0,8,30,339,,-8,37,-12,0
-4,48,-24,249,,0,-53,64,0
-2,-71,75,177,,1,-18,48,0
-3,53,-16,92,,-9,1,5,0
-4,-68,67,25,,-4,-50,54,0
-4,38,-2,0,,-5,24,5,0
-5,-50,45,0,,-5,-40,46,0
2,-70,88,0,,3,-35,59,0
-5,55,-32,0,,-1,9,23,0
0,-79,86,0,,-8,25,-7,0
-3,-15,49,0,,-8,25,-7,0
-5,2,-5,0,,-9,-24,30,0
2,-38,68,0,,-2,-45,64,0
-5,47,-9,0,,-6,30,-5,0
-4,-56,55,0,,-11,-14,23,17
0,-64,84,0,,0,-11,41,91
0,-64,84,0,,-9,-5,12,127
-2,5,36,0,,0,-21,54,189
-2,5,36,0,,-8,8,1,259
-6,49,-23,0,,-10,-48,52,330
-2,-64,76,0,,-4,21,-8,368
-8,43,-11,20,,-9,-41,41,376
-4,-59,60,93,,2,12,21,377
-6,32,4,130,,-9,-24,28,369
-8,22,-9,186,,0,-8,35,365
1,-48,71,268,,-6,-7,13,315
-9,31,-1,,,-2,-24,49,236
5,340,,,,-4,11,3,168
0,-58,70,367,,-9,-48,59,94
-7,37,-13,381,,-1,20,4,2
-2,-56,67,380,,7,,,
-7,37,-6,375,,-6,-38,47,0
-5,-55,58,361,,0,7,17,0
-3,31,4,300,,-2,23,-10,0
-9,20,-4,226,,-4,-46,66,0
0,-43,68,161,,-3,-6,28,0
-8,30,-13,76,,-2,-16,18,0
0,-52,70,9,,-3,-19,44,0
-6,32,-12,0,,-1,24,-6,0
-9,-22,25,0,,-4,-48,54,0
1,-9,39,0,,-4,24,7,0
-4,34,-10,0,,-4,18,-13,0
-5,-56,61,0,,0,-52,72,0
0,28,-1,0,,-3,13,24,0
-5,7,3,0,,-4,-27,22,0
0,-38,58,0,,-2,-4,41,0
1,19,5,0,,-5,46,-18,0
-9,-38,42,0,,1,-68,71,25
0,-48,65,0,,-6,42,-12,98
-3,26,-13,0,,-2,-64,59,141
-4,-51,70,0,,-4,35,6,207
0,0,30,0,,-5,33,-23,292
-5,-15,19,0,,3,-68,79,345
-4,-55,67,0,,-6,49,-25,374
-2,31,-9,8,,0,-75,74,379
-5,-53,62,77,,-6,54,-16,376
0,25,-3,118,,-1,-68,64,373
-3,8,0,172,,-5,36,-2,349
-1,-36,60,249,,-5,-46,46,272
-2,15,-9,3,,-2,13,20,197
22,,,,,-6,-20,27,117
-4,-49,66,360,,-1,-11,44,41
-1,25,-15,377,,,,,
-2,-55,66,381,,-9,41,-16,0
-2,39,-10,376,,-1,-58,64,0
-4,-63,59,369,,-7,32,0,0
-4,39,-1,310,,-7,15,-4,0
-4,25,-15,221,,1,-40,65,0
1,-56,78,158,,-9,21,-10,0
-6,48,-25,70,,-8,-20,26,0
0,-74,82,5,,-8,-20,26,0
-5,55,-29,0,,0,-45,63,0
-6,-8,5,0,,0,-45,63,0
1,-30,64,0,,-8,27,-5,0
-6,21,-15,0,,-10,-11,14,0
-3,-67,63,0,,0,-14,44,0
-3,14,27,0,,-9,1,10,0
-8,54,-29,0,,-5,-45,57,0
-8,54,-29,0,,-3,25,5,0
-5,-15,20,0,,-10,8,5,0
0,-74,82,0,,1,-33,56,64
0,-14,48,0,,-8,16,0,115
-11,0,-7,0,,-9,-36,42,160
-1,-65,73,0,,0,13,22,235
-7,42,-5,0,,-9,-28,30,309
-8,-52,53,0,,1,-1,32,355
-6,24,13,0,,-9,-16,19,372
-9,35,-20,56,,1,-15,44,378
1,-59,77,111,,-7,3,4,374
-10,41,-16,169,,-7,-54,57,367
-1,-60,72,244,,0,27,1,349
-8,38,-10,,,-8,-43,51,274
320,,,,,0,15,13,210
-4,-59,62,363,,-2,31,-15,133
-5,33,1,377,,-4,-54,70,58
-11,17,-7,380,,-,,,
3,-42,65,373,,2,33,-13,0
-10,27,-12,367,,-5,-55,67,0
1,-53,70,316,,-2,29,-7,0
-8,35,-14,234,,-4,3,6,0
-2,-56,70,166,,-1,-33,54,0
-4,38,-11,78,,-1,19,1,0
-5,-54,65,7,,-5,-41,46,0
-3,31,-3,0,,0,9,14,0
-9,5,1,0,,-2,23,-13,0
2,-35,59,0,,-1,-50,68,0
0,25,7,0,,-2,-2,35,0
-9,-42,44,0,,-3,-14,8,0
0,-48,64,0,,-2,-62,67,0
-5,26,-10,0,,-4,39,-12,0
-2,-55,66,0,,-2,-57,61,0
4,-4,29,0,,-4,34,2,0
-8,-12,17,0,,-4,26,-18,0
1,-19,44,0,,1,-57,76,55
-1,29,-9,0,,-6,38,-24,114
-7,-52,60,0,,-3,-34,30,163
2,-30,57,0,,-1,2,37,243
-5,15,-6,0,,-4,-15,10,314
-2,-40,64,0,,-2,-24,53,362
0,18,10,6,,-5,9,-8,374
-6,-37,38,77,,4,-47,67,379
1,4,23,114,,-8,38,-17,374
-2,30,-13,180,,2,-66,74,370
-4,-53,68,256,,-8,48,-23,328
0,28,-12,328,,1,-67,74,254
-5,-56,62,361,,-7,46,-13,172
3,27,-4,37,,-8,13,0,104
6,,,,,1,-41,64,32
-5,-48,50,379,,-8,26,-16,0
-1,23,12,375,,2,-53,73,0
-6,-40,31,368,,-4,1,,
0,6,31,326,,2,24,0,
-3,46,-22,240,,-5,-24,27,0
-3,-69,77,169,,0,-55,70,0
-4,53,-17,84,,-8,34,-11,0
-3,-70,66,15,,-2,-55,62,0
-3,40,-6,0,,0,-20,47,0
-5,33,-22,0,,-10,6,4,0
0,-64,85,0,,-3,-46,53,0
-5,51,-31,0,,-6,23,8,0
-4,-33,27,0,,-5,-40,44,0
-3,-5,40,0,,1,-37,60,0
-6,-7,3,0,,-8,22,-4,0
-4,-76,77,0,,-1,-40,64,0
-7,52,-15,0,,-1,9,23,0
-3,-64,60,0,,-10,-24,31,15
1,-54,77,0,,0,0,32,78
-7,41,-27,0,,-5,26,-3,125
0,-65,84,0,,-4,-47,63,180
-4,11,28,0,,-4,28,-4,261
-8,-17,20,0,,-7,-51,58,328
-1,-12,50,0,,-1,27,3,366
-9,48,-17,60,,-10,-49,53,376
-3,-64,68,115,,2,23,8,379
-7,39,-2,166,,-5,24,-9,370
-4,-52,53,240,,-3,-52,68,366
-5,22,13,310,,-4,34,-14,310
-8,-38,33,361,,-5,-57,71,235
-1,5,31,374,,0,38,-12,161
,,,,,-8,-55,65,87
,,,,,-2,30,,
-8,40,-18,382,,,-3,13,
0,-59,70,373,,-5,12,-1,0
-7,39,-10,366,,0,-44,62,0
-3,-56,62,324,,-3,26,-9,0
-6,33,-1,244,,-6,-31,40,0
-6,-48,56,180,,-1,-1,26,0
-2,24,9,104,,-5,-18,20,0
-9,-39,43,30,,-3,-54,66,0
0,10,21,0,,0,28,-10,0
-6,28,-11,0,,-4,-49,59,0
0,-54,70,0,,0,-31,60,0
-5,32,-11,0,,-4,15,-14,0
-9,-16,16,0,,0,-48,70,0
1,-17,44,0,,-2,17,17,0
-1,31,-7,0,,-4,-32,32,0
-7,-54,58,0,,0,-57,75,0
0,27,0,0,,-5,40,-19,0
-7,16,-6,0,,0,-64,71,46
0,-45,64,0,,0,-17,46,104
1,15,14,0,,-4,0,3,144
-8,-34,36,0,,1,-29,59,211
-1,-51,71,0,,-6,14,-9,292
-1,32,-17,0,,2,-49,68,343
-5,-56,69,0,,-2,22,11,374
-2,34,-12,18,,-6,-40,33,379
-6,-8,8,82,,-1,6,32,375
2,-28,52,123,,-7,-14,14,375
-5,10,0,186,,2,-24,50,356
0,-40,60,258,,-8,14,-6,285
0,17,,,,2,-45,68,216
7,319,,,,-7,35,-16,130
-5,-38,40,360,,2,-58,76,63
2,4,22,374,,-2,7,26,0
-7,-21,23,381,,-7,-18,20,0
1,-10,42,376,,0,-62,72,
-2,36,-9,369,,0,,,
-3,-61,59,330,,-8,40,-11,0
-2,37,-2,249,,0,-56,63,0
-6,-52,50,178,,1,-31,58,0
-1,26,14,102,,-8,14,-5,0
-5,-38,33,25,,0,-42,64,0
0,3,33,0,,-3,19,13,0
-6,52,-26,0,,-7,-32,35,0
-2,-74,80,0,,2,-48,66,0
-4,52,-18,0,,-9,29,-10,0
-5,11,-9,0,,-2,-49,64,0
-1,-47,72,0,,-1,-5,38,0
-4,32,-24,0,,-8,-8,16,0
-7,-55,48,0,,0,-14,46,0
-2,22,19,0,,-5,29,0,0
-6,-30,26,0,,-7,-46,56,42
-1,-73,84,0,,0,-26,49,103
-7,54,-26,0,,-8,8,4,140
-3,-70,75,0,,1,-32,61,205
-5,48,-11,0,,-8,17,-6,286
-7,22,-11,0,,-3,-46,62,344
1,-48,76,0,,-4,26,-10,373
-8,37,-23,62,,-4,-53,68,378
-6,-42,37,116,,-4,37,-13,373
-3,9,,,,-7,-59,64,368
,31,164,,,-1,34,-7,341
-6,-20,20,236,,-6,8,0,279
-3,-12,48,314,,-1,-38,66,206
-8,-2,1,360,,-5,26,-13,124
1,-32,61,374,,-1,-52,70,5
-9,20,-9,382,,1,,,
-6,-50,54,374,,-2,33,-16,0
-4,24,11,368,,-3,-60,72,0
-7,-38,38,332,,0,-9,37,0
-2,9,27,260,,-5,-4,10,0
-8,-19,26,189,,-4,-57,64,0
0,-5,38,121,,-1,27,-4,0
-9,-9,14,46,,-5,-48,51,0
-3,-56,67,0,,0,-46,64,0
-3,32,-5,0,,-5,27,-14,0
-6,-52,61,0,,0,-54,72,0
0,-30,58,0,,-1,0,30,0
-7,14,-7,0,,-3,-17,13,0
1,-46,65,0,,-1,-61,71,0
0,16,15,0,,-5,40,-14,0
-9,-34,35,0,,-2,-57,64,0
-2,-54,67,0,,-5,32,-1,0
-4,34,-15,0,,-5,17,-11,15
-2,-58,68,0,,3,-48,68,86
-3,33,-12,0,,-5,27,-15,134
-8,-2,6,0,,1,-52,71,190
1,-27,57,0,,-6,31,-15,279
-1,33,-5,0,,-4,-24,22,340
-7,-51,55,0,,-1,-11,39,372
0,24,9,0,,-2,-57,58,379
-6,24,-14,65,,3,-26,53,375
1,-57,71,111,,-7,17,-5,372
-3,35,-15,178,,3,-49,64,356
-1,-59,70,255,,-8,34,-16,280
-2,3,,,,2,-58,70,211
4,-12,328,,,-7,41,-13,126
-5,-59,61,362,,-1,-58,68,54
1,28,-5,376,,,,,
-6,14,-7,381,,-7,35,-7,0
2,-44,67,375,,-8,13,-4,0
-4,29,-18,367,,1,-40,64,0
0,-59,74,318,,-4,24,10,0
-5,44,-22,230,,-4,-36,40,0
-1,-67,76,161,,-4,8,26,0
-5,49,-16,77,,-9,32,-14,0
-3,-67,67,6,,0,-56,65,0
1,-38,63,0,,0,-8,37,0
-7,25,-17,0,,-8,-4,13,0
1,-55,79,0,,0,-21,51,0
-2,28,12,0,,-7,29,0,0
-6,-40,34,0,,-6,-45,51,0
-2,4,32,0,,1,-32,56,0
-4,50,-29,0,,-8,16,0,0
-3,-73,79,0,,-8,-35,47,0
1,-17,55,0,,-2,15,17,0
-7,10,-7,0,,-9,-29,35,34
1,-44,69,0,,-1,-42,60,102
-5,40,-2,0,,-7,23,-1,147
-6,-49,48,0,,-3,-43,63,220
-2,20,22,0,,-6,26,-5,300
-7,49,-25,0,,-6,-52,60,353
-1,-68,82,0,,0,27,-3,373
-8,51,-23,51,,-8,-50,59,378
-8,-5,4,106,,-2,29,1,374
0,-27,64,148,,-9,-46,47,368
-9,18,-10,220,,1,18,14,353
0,-48,72,,,-5,29,-14,276
297,,,,,-4,-55,75,205
-8,33,-21,357,,-1,40,-18,122
1,-61,79,373,,-5,-61,71,
-8,44,-21,382,,,49,,
0,-64,74,375,,-2,39,-12,0
1,-10,41,370,,-6,-59,62,0
-9,-3,6,349,,0,-38,63,0
1,-26,57,276,,-4,24,-12,0
-8,13,-3,202,,-1,-57,71,0
1,-37,64,138,,-2,36,-18,0
-8,22,-9,57,,-4,-27,27,0
-8,-42,48,0,,0,-12,38,0
0,14,18,0,,-6,-2,6,0
-8,27,-11,0,,-2,-60,66,0
0,-51,70,0,,-3,33,-6,0
-4,32,-15,0,,-3,17,-14,0
-4,-58,69,0,,1,-49,73,0
1,-12,42,0,,-4,34,-21,0
-8,-5,7,0,,-3,-37,37,0
-7,-58,62,0,,-2,7,29,0
0,33,-4,0,,-5,40,-19,25
-6,14,-6,0,,0,-62,71,90
1,-45,67,0,,-6,36,-14,141
-4,27,-17,0,,0,-55,63,200
-8,-39,39,0,,-5,28,-2,282
1,10,24,0,,-2,-49,51,343
-2,40,-16,4,,-4,19,8,368
-2,40,-16,25,,-6,17,-9,379
-5,-5,7,49,,3,-48,63,377
-4,-65,68,106,,-7,32,-8,373
-1,38,-6,164,,1,-57,64,363
-5,-55,54,242,,-8,36,-9,302
0,-47,,,,-1,-53,60,224
,64,313,,,-5,32,0,153
-3,29,-15,360,,-8,20,-3,78
-2,-61,69,374,,2,,,
-2,38,-18,381,,-45,66,9,
-3,-61,70,375,,-8,29,-15,0
-2,39,-12,367,,-5,-31,33,0
-5,-61,60,312,,-2,2,33,0
-2,36,-2,231,,-6,-14,17,0
-6,-51,51,160,,0,-56,67,0
-2,24,14,84,,-7,33,-8,0
-6,-38,32,9,,-6,0,2,0
0,4,31,0,,3,-31,57,0
-5,48,-25,0,,-5,28,5,0
-1,-69,80,0,,-5,-41,45,0
0,-16,51,0,,-4,14,18,0
-5,4,-3,0,,-9,25,-10,0
-4,-69,69,0,,1,-46,65,0
-2,40,-8,0,,-2,4,30,0
-7,-56,54,0,,-9,-15,25,0
1,-54,77,0,,0,-7,37,0
-6,43,-24,0,,-7,26,-1,3
0,-68,81,0,,-3,-45,57,72
-2,4,33,0,,-5,23,4,115
-8,-12,11,0,,-10,0,11,163
-2,-68,79,0,,0,-23,51,241
-6,50,-16,0,,-8,6,2,306
-5,-63,67,0,,0,-35,58,353
-6,38,0,25,,1,16,13,374
-8,30,-20,102,,-10,-36,39,377
1,-58,81,141,,2,9,22,374
-8,44,-23,213,,-9,-25,24,367
0,-67,79,,,0,-7,39,349
288,,,,,-3,37,-12,271
-7,48,-20,353,,-7,-58,69,200
-3,-68,72,372,,1,38,-9,127
-6,43,-9,382,,-8,-55,59,55
-5,-57,59,376,,-1,27,7,0
-4,30,7,374,,-4,28,-17,0
-10,28,-16,345,,-1,,,
0,-52,73,270,,-59,75,0,
-7,35,-16,194,,-1,42,-21,0
-1,-54,73,120,,-3,-68,75,0
-7,35,-13,38,,0,-17,45,0
-3,-55,69,0,,-5,3,-1,0
-5,31,-8,0,,-5,-64,61,0
-9,-3,8,0,,0,31,-1,0
2,-24,55,0,,-6,-45,45,0
-2,28,-3,0,,1,-59,75,0
-7,-50,54,0,,-4,40,-25,0
0,21,8,0,,0,-68,78,0
-6,20,-11,0,,0,-9,42,0
1,-51,69,0,,-4,-2,6,0
3,10,22,0,,-3,-65,71,0
-7,-9,8,0,,-6,39,-7,0
-4,-57,78,0,,-6,15,-11,57
0,-20,54,0,,2,-49,66,108
0,-20,54,0,,-5,30,-13,166
-3,39,-11,0,,1,-53,70,240
-6,0,-12,0,,-6,30,-13,319
0,-40,70,0,,0,-56,64,358
0,31,1,33,,-4,28,-7,376
-7,-53,49,99,,-1,-49,57,379
0,18,19,137,,-6,29,3,373
-4,42,-22,217,,-8,11,-1,374
-1,-69,7,,,2,-41,60,339
6,291,,,,-7,27,-9,257
-2,44,-20,355,,1,-50,67,189
-5,-69,68,369,,-8,36,-11,104
0,38,-8,381,,0,-56,,
-7,-53,53,378,,,67,37,
0,22,11,373,,1,-14,40,0
-3,34,-23,352,,-7,0,8,0
0,-63,79,278,,-2,-54,64,0
-3,49,-26,194,,-6,31,0,0
-3,-69,78,122,,-6,15,-5,0
-4,49,-17,38,,0,-44,64,0
-3,-67,66,0,,-7,26,-11,0
-4,41,-6,0,,-7,-35,37,0
-7,24,-15,0,,-2,6,25,0
1,-54,76,0,,-7,-17,22,0
-5,39,-25,0,,0,-54,66,0
-5,-41,35,0,,-8,32,-8,0
-1,5,29,0,,-9,-3,9,0
-9,-19,17,0,,-1,-23,51,0
-3,-70,78,0,,-8,10,2,0
-4,50,-18,0,,-5,-41,53,0
-5,-68,67,0,,-4,19,11,0
-5,41,-4,0,,-10,16,-1,55
-9,30,-19,0,,-1,-38,60,111
1,-56,80,0,,-8,19,-1,161
-2,25,15,0,,-1,-39,62,238
-8,-34,35,0,,-7,21,-5,315
-2,4,36,18,,-3,-47,61,360
-8,53,-27,99,,-4,25,-5,376
-3,-73,79,137,,-6,-49,62,378
-6,50,-14,210,,-2,30,-4,373
-5,-64,6,,,-7,-51,56,368
6,289,,,,-2,27,5,331
-6,37,-1,348,,-6,18,-10,247
-8,-52,46,369,,-2,-46,72,178
-1,18,18,382,,-4,34,-19,94
-8,-27,30,375,,-2,,,
-2,-5,38,372,,,-59,77,24
-8,-7,9,351,,-2,41,-19,0
-3,-61,71,281,,-3,-66,74,0
-5,38,-9,206,,0,-21,56,0
-6,-50,62,137,,-5,11,-7,0
-4,27,2,60,,0,-48,70,0
-7,-42,49,0,,-2,28,6,0
1,-41,64,0,,-6,-45,39,0
-8,22,-9,0,,1,-67,77,0
0,-45,66,0,,-5,48,-24,0
-1,8,23,0,,0,-71,75,0
-8,-27,27,0,,0,-23,50,0
0,-53,67,0,,-5,9,-9,0
-2,29,-10,0,,-3,-65,65,0
-4,-55,65,0,,-3,37,-3,0
2,-19,48,0,,-5,-49,48,0
-7,4,-1,0,,2,-60,80,0
-6,-53,55,0,,-6,42,-25,27
0,25,4,0,,1,-69,75,91
-7,21,-12,0,,0,-8,35,132
0,-48,73,0,,-5,-5,12,192
-5,32,-21,0,,2,-27,52,274
-1,-59,76,0,,-6,10,-1,339
2,3,33,28,,1,-43,57,368
-7,-19,13,97,,-7,21,-8,380
2,-17,51,136,,-4,-33,37,379
-2,45,-12,218,,-2,5,26,374
-4,-65,,,,-5,-21,20,366
,60,292,,,1,-11,39,309
0,32,2,345,,-7,-3,11,228
-6,-52,44,366,,1,-24,52,159
3,12,20,380,,-9,12,2,86
-8,-23,22,378,,-3,-46,51,14
3,-15,43,374,,-4,20,9,0
-2,46,-20,356,,-6,-35,4,
-4,-66,68,282,,1,0,,
-2,43,-10,198,,1,-48,67,0
-7,-55,55,125,,-7,32,-11,0
