x Desb 3,y Desb 3,z Desb 3,i Desb 3,sep,x Desb 4,y Desb 4,z Desb 4,i Desb 4
1,-11,28,17,,-28,51,23,0
1,-11,29,17,,-24,22,54,0
1,-10,27,17,,-12,42,41,0
1,-11,28,17,,-15,63,27,0
1,-12,28,17,,-3,12,81,0
2,-11,28,17,,-3,56,33,0
1,-11,28,17,,-3,36,54,0
,,,,,16,18,71,0
1,-11,28,17,,14,40,40,0
1,-11,28,17,,17,-6,92,
1,-11,28,17,,,0,,
1,-10,28,17,,34,19,50,0
1,-11,29,17,,28,8,58,13
1,-11,28,17,,48,-19,98,82
1,-11,28,17,,43,3,58,125
0,-10,28,17,,41,-30,92,187
1,-11,29,17,,53,-1,65,267
1,-11,28,16,,43,-35,69,337
1,-10,28,17,,51,-15,73,364
1,-11,28,16,,36,-27,48,376
1,-11,28,17,,40,-35,73,376
1,-11,27,17,,24,-7,22,373
1,-11,28,17,,21,-64,78,356
2,-11,28,17,,14,-2,0,289
1,-11,28,16,,20,-93,79,218
1,-11,27,17,,12,5,-8,151
1,-11,28,16,,11,-48,19,69
1,-10,29,17,,16,-70,48,0
1,-10,28,17,,16,-44,5,0
1,-11,28,17,,17,-94,56,0
1,-11,28,17,,16,-23,1,0
0,-11,28,17,,18,-90,39,0
1,-11,29,17,,12,-40,17,0
1,-11,28,17,,9,-7,-14,0
1,-10,28,17,,13,-96,46,0
1,-10,28,17,,3,3,-21,0
1,-10,29,17,,5,-23,-4,0
0,-11,26,17,,11,-65,37,0
1,-10,28,16,,0,-3,-13,0
1,-10,28,17,,9,-58,21,0
1,-11,29,17,,3,-19,-6,0
0,-10,28,17,,1,6,-31,0
1,-1,,,,18,-,,
1,28,17,,,56,50,0,
1,-11,27,17,,11,-12,17,0
1,-11,28,16,,3,-14,3,60
1,-11,28,16,,1,-14,21,117
1,-10,29,17,,-20,0,-13,166
1,-10,28,17,,-20,-11,21,244
1,-11,28,17,,-40,8,-30,321
1,-11,29,17,,-35,-26,10,362
1,-10,29,17,,-50,16,-45,376
1,-11,28,17,,-35,-29,2,376
1,-11,28,17,,-42,32,-43,367
1,-11,27,17,,-29,-31,5,349
1,-10,28,16,,-33,42,-33,262
2,-11,28,17,,-32,-17,15,187
0,-11,28,17,,-29,52,-17,100
2,-11,28,17,,-35,-3,28,29
1,-11,29,17,,-30,51,3,0
1,-11,28,17,,-37,16,26,0
2,-11,29,17,,-26,1,47,0
1,-10,28,17,,-34,65,5,0
1,-11,29,17,,-25,2,55,0
1,-11,28,16,,-27,29,39,0
2,-11,29,17,,-29,42,34,0
1,-11,28,17,,-14,21,60,0
1,-11,28,17,,-14,60,28,0
1,-10,28,17,,-10,16,74,0
1,-10,28,17,,1,50,42,0
1,-11,29,17,,-4,53,36,0
1,-11,28,17,,1,,,
1,-10,28,17,,3,4,87,0
1,-11,28,17,,15,31,53,0
1,-10,28,17,,13,7,74,0
1,-1,,,,25,-14,97,0
1,29,17,,,31,23,46,2
1,-11,29,17,,40,-27,106,75
1,-10,28,17,,48,13,52,120
1,-12,28,17,,45,-38,105,187
1,-10,28,17,,53,8,47,258
1,-11,28,17,,46,-11,48,333
1,-11,28,17,,49,-40,93,364
1,-11,29,16,,43,-2,31,376
1,-11,28,17,,39,-57,88,378
1,-11,29,17,,30,11,16,373
1,-11,28,17,,17,-80,76,363
1,-10,28,16,,18,9,12,304
1,-11,28,17,,16,-80,63,225
2,-11,28,16,,9,-10,15,160
1,-11,29,17,,9,-85,48,77
1,-11,28,17,,18,-99,69,0
1,-11,28,17,,16,-14,-15,0
1,-11,28,16,,21,-116,70,0
1,-11,29,16,,16,-12,-13,0
1,-11,28,17,,22,-108,53,0
1,-11,29,17,,16,-78,41,0
1,-11,28,17,,14,-25,-3,0
0,-10,28,17,,12,-82,43,0
1,-11,28,17,,2,1,-22,0
1,-11,28,17,,9,-53,16,0
1,-11,29,17,,4,-38,15,0
1,-10,28,17,,0,9,-27,0
1,-11,28,17,,14,-74,38,0
1,-11,28,17,,8,-52,25,0
1,-11,28,17,,2,-8,-18,0
,,,,,,,,
1,-11,29,17,,16,-44,41,0
1,-11,28,17,,6,8,-4,8
1,-11,28,17,,8,-31,24,77
1,-10,27,17,,8,-38,41,125
1,-11,29,16,,-16,23,-28,185
1,-11,28,17,,-15,-34,30,267
1,-10,29,17,,-33,29,-36,344
1,-11,29,17,,-41,-4,-4,368
0,-11,28,17,,-54,-1,-36,376
1,-10,28,17,,-36,-13,-4,374
1,-11,28,16,,-45,19,-38,364
0,-11,28,17,,-29,-18,7,329
1,-10,28,17,,-37,36,-34,235
0,-11,28,17,,-28,-16,20,162
1,-11,28,17,,-32,55,-20,73
1,-11,28,16,,-27,-8,37,4
1,-10,28,17,,-32,64,-8,0
1,-10,28,17,,-31,0,40,0
1,-10,28,17,,-25,18,40,0
0,-11,28,16,,-36,53,12,0
0,-11,28,17,,-25,10,55,0
1,-11,29,17,,-28,52,24,0
1,-11,29,17,,-26,20,52,0
1,-11,28,17,,-12,43,41,0
0,-11,28,17,,-14,64,25,0
1,-12,27,17,,-4,10,82,0
1,-11,28,17,,-1,58,35,0
2,-11,28,16,,-6,37,53,0
1,-11,29,17,,17,15,73,0
0,-10,27,16,,12,27,52,0
1,-11,27,17,,17,,,
1,-11,28,17,,,-8,91,0
,,,,,34,20,56,0
1,-11,27,17,,28,13,54,42
1,-11,28,17,,46,-25,102,102
1,-11,28,17,,44,9,56,152
1,-11,29,17,,48,-36,105,231
1,-11,28,17,,49,6,41,301
2,-11,28,17,,45,-52,97,355
0,-11,28,17,,49,9,35,368
1,-11,28,17,,36,-18,43,377
1,-11,27,17,,40,-41,78,373
1,-11,27,16,,25,-4,20,372
1,-11,28,16,,21,-69,77,338
1,-11,28,16,,17,0,3,269
1,-11,28,16,,18,-86,76,199
1,-11,28,16,,12,0,-7,128
1,-11,27,16,,10,-49,17,49
1,-11,28,17,,16,-73,48,0
1,-11,28,17,,15,-37,5,0
1,-11,27,17,,18,-96,59,0
0,-11,28,16,,15,-31,6,0
1,-10,28,16,,18,-86,34,0
1,-11,28,17,,13,-41,16,0
1,-11,29,17,,15,-9,-11,0
1,-11,28,16,,12,-95,49,0
1,-11,28,17,,3,1,-20,0
1,-11,27,17,,5,-22,-7,0
0,-11,28,17,,11,-66,35,0
0,-12,27,17,,3,-2,-20,0
1,-11,28,16,,8,-55,20,0
1,-11,29,17,,4,-23,-2,0
1,-11,28,17,,1,6,-30,
1,-11,29,17,,0,,,
1,-11,29,17,,18,-60,46,0
,,,,,5,20,-18,20
1,-11,27,17,,4,-5,-2,88
1,-11,28,17,,1,-22,28,130
1,-11,28,17,,-18,8,-21,188
1,-11,29,16,,-18,-20,26,271
1,-11,28,17,,-36,17,-33,345
1,-11,27,17,,-38,-30,14,368
1,-11,28,17,,-48,22,-50,376
1,-11,28,17,,-37,-31,2,373
1,-11,28,17,,-41,33,-43,363
1,-11,28,17,,-32,-29,6,324
0,-11,29,16,,-34,42,-34,230
2,-11,29,16,,-33,-17,13,157
1,-11,28,17,,-37,41,-9,74
2,-11,28,17,,-35,0,26,9
1,-10,28,17,,-32,48,5,0
1,-11,28,17,,-37,18,23,0
1,-11,28,17,,-24,1,47,0
0,-11,28,17,,-34,64,7,0
1,-11,29,17,,-37,34,28,0
1,-11,29,17,,-26,26,41,0
1,-11,28,16,,-28,42,31,0
1,-11,28,17,,-13,19,62,0
1,-11,28,17,,-13,59,31,0
1,-11,28,17,,-11,18,71,0
1,-11,29,17,,2,47,45,0
1,-11,29,17,,-4,54,37,0
0,-11,27,17,,13,5,87,0
1,-11,28,17,,15,29,59,0
1,-11,28,17,,13,10,,
1,-10,28,17,,,68,0,
0,-11,29,17,,24,-16,96,0
0,-10,29,17,,32,24,48,25
,,,,,40,-28,104,93
1,-10,28,17,,49,15,58,137
1,-10,28,17,,43,-37,101,214
1,-11,28,17,,53,2,53,285
1,-11,28,17,,44,-43,83,349
1,-10,28,17,,50,-5,56,367
1,-11,28,17,,43,2,33,377
0,-11,27,17,,37,-58,85,377
1,-11,28,17,,32,7,20,374
1,-10,28,16,,19,-74,72,357
1,-11,28,17,,21,7,17,296
0,-11,28,17,,13,-77,59,217
0,-11,28,16,,11,-19,18,147
1,-11,28,17,,9,-78,46,62
1,-11,29,17,,16,-94,69,0
0,-11,28,17,,17,-20,-10,0
0,-11,28,17,,19,-111,65,0
1,-11,28,17,,20,-18,-11,0
1,-11,29,17,,18,-102,54,0
1,-10,28,16,,16,-73,40,0
0,-11,28,17,,12,-31,-1,0
1,-11,28,16,,9,-77,39,0
1,-11,27,16,,7,-18,-1,0
1,-11,28,16,,7,-52,18,0
1,-11,30,17,,6,-36,14,0
1,-11,29,17,,3,5,-23,0
1,-10,27,17,,11,-75,36,0
0,-11,27,17,,7,-54,24,0
1,-11,28,17,,4,-4,,
1,-11,29,17,,-18,0,,
1,-11,28,17,,17,-49,44,0
0,-11,28,17,,9,4,0,19
1,-11,28,17,,4,-27,18,93
1,-11,28,17,,8,-42,40,134
1,-11,28,17,,-11,25,-27,199
1,-1,,,,-16,-35,32,281
1,29,17,,,-34,30,-35,352
1,-11,28,17,,-39,-38,12,370
0,-10,28,17,,-50,8,-41,376
1,-11,29,17,,-37,-18,0,373
1,-11,28,17,,-43,23,-40,363
1,-10,29,17,,-31,-22,8,317
2,-12,28,17,,-35,39,-35,225
1,-10,28,17,,-30,-14,21,152
1,-11,28,16,,-32,54,-18,63
2,-11,28,16,,-28,-7,33,0
0,-11,28,17,,-32,60,-6,0
1,-11,28,17,,-39,42,4,0
1,-11,28,17,,-26,16,43,0
2,-12,28,17,,-36,53,10,0
0,-12,26,16,,-33,15,43,0
0,-12,26,17,,-25,48,26,0
0,-10,29,16,,-27,25,50,0
0,-11,29,16,,-13,39,48,0
2,-10,29,16,,-15,64,26,0
0,-10,28,16,,-5,9,78,0
0,-13,24,16,,3,28,64,0
0,-9,30,16,,-3,4,,
1,-10,28,17,,2,49,0,
-1,-13,27,17,,4,7,82,0
1,-11,28,17,,14,40,44,0
1,-10,28,17,,12,32,45,0
1,-11,29,16,,30,-13,93,0
1,-11,28,17,,30,20,50,36
1,-11,28,17,,32,-17,88,97
1,-11,29,17,,50,0,75,136
,,,,,40,-20,80,209
1,-11,28,17,,55,-16,77,290
1,-11,27,17,,45,-20,62,352
1,-11,28,17,,50,-31,81,368
1,-10,28,17,,38,-10,38,377
1,-11,29,17,,39,-46,79,374
1,-11,28,17,,24,1,19,373
1,-11,28,17,,18,-69,77,340
1,-11,28,16,,16,-5,4,271
1,-11,28,17,,15,-53,30,197
1,-10,29,17,,14,-46,48,121
1,-11,28,17,,14,-42,16,38
0,-11,28,17,,17,-76,50,0
1,-11,28,16,,18,-41,3,0
1,-11,28,16,,17,-97,57,0
1,-11,28,16,,19,-33,8,0
1,-11,29,17,,14,-86,38,0
1,-11,28,17,,16,-93,48,0
1,-11,28,16,,12,-18,-13,0
1,-10,28,17,,11,-88,46,0
1,-11,28,17,,6,-4,-9,0
2,-11,29,16,,6,-24,-1,0
1,-10,28,17,,9,-59,30,0
1,-11,28,16,,4,-8,-10,0
1,-11,28,16,,8,-55,18,0
1,-12,29,17,,4,-25,3,0
1,-11,28,17,,1,8,-,
1,-10,28,17,,26,0,,
1,-11,28,17,,15,-58,42,0
1,-11,28,16,,12,-24,22,31
1,-11,29,17,,5,-3,-5,98
1,-12,28,17,,3,-28,32,136
1,-11,28,17,,-17,16,-22,205
,,,,,-17,-28,26,285
0,-11,28,17,,-37,23,-40,353
1,-10,28,17,,-36,-36,16,368
1,-10,28,17,,-45,28,-49,375
2,-12,28,17,,-37,-35,4,368
1,-11,29,16,,-40,34,-46,357
1,-11,27,17,,-31,-28,6,305
1,-10,29,17,,-33,39,-29,214
1,-11,28,17,,-34,-14,10,139
1,-11,29,17,,-32,44,-14,53
1,-11,28,17,,-36,4,21,0
1,-10,29,17,,-29,42,10,0
1,-11,28,16,,-40,25,20,0
1,-11,28,17,,-26,4,44,0
1,-11,28,17,,-32,61,7,0
1,-11,28,17,,-29,6,55,0
1,-11,28,17,,-26,25,45,0
1,-11,28,16,,-28,46,29,0
1,-11,29,16,,-13,19,63,0
1,-11,28,16,,-12,56,33,0
1,-11,28,17,,-13,20,68,0
1,-11,28,17,,11,3,88,0
1,-11,28,16,,11,3,88,0
1,-11,29,17,,16,26,67,0
1,-10,28,17,,16,26,67,0
1,-11,27,17,,,,,
1,-11,28,17,,,,,
1,-10,27,17,,13,13,63,0
1,-10,28,17,,34,0,82,0
1,-11,28,17,,33,28,48,37
1,-10,,,,37,-32,104,99
,29,17,,,49,16,60,148
1,-10,27,17,,42,-37,96,221
1,-10,29,17,,53,0,60,288
1,-11,28,17,,47,5,43,344
1,-10,28,17,,45,-51,95,364
1,-10,29,17,,47,7,32,377
1,-11,29,17,,35,-57,84,374
1,-11,28,17,,33,6,25,368
1,-11,28,17,,22,-17,31,356
1,-11,27,17,,29,-47,65,285
2,-11,28,17,,17,-24,11,206
0,-10,28,17,,17,-77,69,135
1,-11,27,17,,12,-12,-1,46
1,-11,29,17,,20,-94,61,0
1,-10,28,17,,17,-28,-2,0
1,-10,28,17,,17,-95,57,0
1,-11,28,17,,18,-64,32,0
0,-10,28,17,,15,-59,16,0
1,-11,29,17,,15,-71,32,0
1,-10,29,16,,14,-28,-3,0
1,-10,29,17,,8,-71,31,0
1,-11,28,17,,10,-27,7,0
1,-11,28,16,,5,-14,-9,0
1,-10,28,16,,11,-70,34,0
1,-11,28,16,,2,0,-18,0
1,-11,29,17,,4,-23,-6,0
1,-11,27,17,,7,-54,26,0
1,-11,27,16,,4,-4,,
1,-11,28,17,,,-15,0,
1,-10,29,17,,10,-47,28,0
0,-10,29,17,,11,3,0,17
1,-11,28,17,,6,20,-20,94
1,-11,28,17,,6,-44,43,134
1,-11,28,17,,-13,27,-28,200
1,-11,28,17,,-17,-36,27,282
,,,,,-33,28,-33,349
1,-10,29,17,,-40,-37,11,367
1,-11,29,17,,-45,24,-37,376
1,-10,28,17,,-47,-29,-8,372
1,-11,28,17,,-41,22,-30,360
0,-11,29,17,,-40,-14,-10,296
1,-10,28,17,,-33,40,-36,206
1,-11,28,17,,-29,-14,19,132
0,-11,28,17,,-32,52,-18,43
1,-11,27,17,,-28,-2,33,0
2,-11,28,17,,-33,56,-2,0
1,-11,28,17,,-38,44,2,0
0,-11,27,17,,-25,15,41,0
1,-11,28,17,,-36,54,10,0
1,-11,28,16,,-35,19,42,0
1,-11,28,16,,-26,57,16,0
0,-11,27,16,,-27,27,47,0
2,-11,28,16,,-10,39,49,0
1,-11,29,17,,-13,60,30,0
1,-11,28,17,,-7,13,77,0
2,-11,28,17,,0,56,36,0
2,-10,27,17,,-4,40,46,0
2,-11,28,17,,15,13,81,0
1,-11,29,17,,16,41,,
1,-11,28,17,,,47,0,
1,-10,28,17,,14,-8,84,0
2,-11,28,17,,28,-14,94,7
1,-11,28,17,,32,20,48,76
1,-10,28,17,,43,-33,108,122
0,-11,27,17,,46,19,54,186
1,-12,28,17,,46,-46,104,270
1,-11,28,17,,52,10,44,333
1,-11,28,17,,43,-51,91,364
,,,,,50,4,44,375
1,-11,28,17,,32,-47,72,375
1,-11,28,17,,37,-11,43,369
1,-11,28,17,,19,-46,47,357
2,-11,28,17,,16,-68,75,290
1,-11,28,17,,19,-4,11,216
0,-11,28,17,,14,-75,66,145
1,-11,28,17,,14,-16,6,62
1,-11,28,17,,12,-88,56,0
1,-10,28,17,,14,-34,7,0
1,-10,28,17,,13,-37,7,0
1,-11,28,17,,19,-90,50,0
1,-11,28,17,,17,-42,1,0
1,-11,27,17,,15,-72,29,0
1,-11,28,17,,17,-53,18,0
1,-11,29,16,,11,-53,18,0
1,-11,28,17,,9,-73,38,0
1,-11,29,17,,8,-17,-5,0
1,-11,28,17,,7,-60,21,0
0,-11,27,16,,11,-61,30,0
1,-11,29,16,,3,-10,-14,0
1,-11,27,16,,9,-67,33,0
1,-11,28,17,,7,-29,,
1,-11,28,16,,8,0,,
1,-11,28,17,,5,-22,0,0
1,-11,28,17,,15,-57,38,1
1,-11,28,17,,7,16,-12,75
1,-11,29,17,,4,-40,33,124
1,-11,28,17,,1,-31,32,168
1,-11,28,17,,-16,19,-25,253
1,-11,28,17,,-17,-32,30,327
1,-11,28,17,,-33,30,-38,365
1,-10,28,17,,-42,1,-11,374
,,,,,-54,-4,-31,373
1,-12,28,17,,-41,-5,-9,366
1,-11,28,17,,-44,13,-34,339
1,-10,29,17,,-33,-11,6,262
1,-11,28,17,,-36,30,-31,175
1,-11,29,17,,-30,-4,18,105
2,-11,29,17,,-35,45,-13,15
1,-11,27,17,,-26,0,35,0
1,-12,29,17,,-31,35,14,0
2,-11,28,17,,-37,31,15,0
1,-11,29,17,,-27,28,33,0
1,-11,28,17,,-38,41,23,0
1,-11,29,16,,-31,11,51,0
1,-11,28,17,,-24,53,17,0
1,-11,29,16,,-24,18,61,0
1,-11,28,17,,-12,49,38,0
1,-11,28,17,,-17,53,34,0
1,-11,28,16,,-1,17,74,0
2,-10,28,17,,-1,53,38,0
1,-11,29,16,,-1,26,63,0
1,-11,28,17,,15,26,68,0
1,-11,27,17,,,,,
1,-11,28,17,,15,41,38,0
1,-11,29,16,,21,-16,92,0
1,-10,28,17,,35,25,50,43
1,-10,29,17,,31,4,62,98
1,-11,28,17,,49,-21,100,147
1,-11,29,17,,44,8,58,213
1,-11,28,17,,50,-41,100,294
1,-11,29,17,,49,10,43,350
1,-11,29,16,,45,-54,95,365
1,-11,28,17,,46,9,34,377
1,-11,28,17,,33,-18,48,373
,,,,,39,-41,69,368
1,-11,28,17,,24,-8,28,342
1,-11,28,17,,23,-54,70,267
0,-10,28,17,,17,-16,8,194
1,-11,28,17,,17,-81,69,122
1,-11,28,17,,13,-14,2,40
1,-10,28,17,,14,-88,58,0
1,-11,27,17,,19,-35,4,0
1,-11,27,17,,14,-59,26,0
1,-11,28,17,,20,-70,33,0
1,-11,28,17,,13,-52,13,0
1,-11,27,16,,15,-81,40,0
1,-11,29,17,,16,-42,8,0
1,-11,28,16,,5,-60,23,0
2,-10,29,16,,9,-65,30,0
1,-10,28,16,,7,-18,-5,0
0,-11,28,17,,4,-43,9,0
1,-10,28,17,,10,-43,20,0
1,-10,28,17,,3,-21,-9,0
2,-11,28,17,,8,-61,24,0
1,-11,28,17,,6,-8,-9,0
2,-11,28,16,,3,-4,-20,0
1,-11,28,17,,16,-53,40,17
1,-11,27,16,,,,,
1,-11,28,17,,8,19,-21,94
1,-11,27,17,,3,-21,12,134
1,-11,28,17,,0,-7,15,181
1,-11,26,17,,-21,-2,-9,266
1,-11,26,17,,-23,-14,14,336
1,-11,28,17,,-38,9,-30,367
1,-11,28,16,,-39,-25,11,375
1,-11,28,16,,-47,21,-47,374
1,-10,28,17,,-40,-29,4,367
,,,,,-38,31,-47,330
1,-11,28,17,,-32,-25,9,253
1,-11,28,17,,-30,41,-34,165
1,-11,28,17,,-33,-12,16,90
2,-11,28,17,,-32,46,-15,3
1,-11,27,17,,-29,2,25,0
0,-11,28,17,,-32,49,7,0
1,-11,27,17,,-37,51,1,0
1,-11,28,17,,-25,9,42,0
1,-11,28,17,,-34,54,8,0
1,-11,29,17,,-34,26,33,0
1,-11,29,17,,-24,36,35,0
1,-11,28,16,,-29,37,42,0
0,-11,28,16,,-20,14,67,0
1,-11,28,16,,-13,54,30,0
1,-10,28,17,,-8,18,73,0
1,-11,29,17,,2,27,70,0
1,-11,29,16,,-4,45,46,0
1,-11,27,17,,2,14,77,0
1,-11,29,17,,15,,,
1,-10,29,17,,,37,48,0
1,-11,27,16,,14,-5,79,0
1,-11,29,16,,28,-13,96,13
1,-11,28,16,,32,21,49,85
1,-12,28,16,,41,-33,107,127
1,-11,27,16,,47,20,53,196
2,-12,28,17,,45,-46,103,281
1,-11,27,17,,53,12,49,340
1,-11,28,17,,41,-50,86,366
1,-11,28,17,,51,0,48,376
1,-11,28,16,,41,5,34,376
1,-11,29,17,,38,-58,82,372
1,-10,28,17,,27,8,22,364
,,,,,14,-66,69,296
1,-11,28,17,,21,-9,16,225
1,-10,28,17,,13,-73,63,151
1,-11,29,17,,9,-19,14,77
1,-11,28,17,,11,-24,7,1
1,-11,28,17,,21,-91,54,0
1,-12,28,17,,16,-33,8,0
1,-10,29,17,,16,-67,36,0
1,-11,28,17,,20,-64,25,0
1,-11,28,17,,11,-61,23,0
1,-10,29,17,,16,-80,35,0
1,-10,28,17,,14,-39,4,0
1,-11,29,17,,9,-61,26,0
1,-11,29,16,,13,-57,28,0
1,-11,28,16,,4,-26,-1,0
1,-11,28,17,,11,-57,27,0
1,-11,29,17,,8,-28,8,0
1,-11,28,16,,6,-38,4,0
0,-10,28,17,,11,-63,3,
1,-11,28,17,,2,0,,
1,-11,28,17,,3,-3,-16,0
1,-11,27,17,,12,-53,32,0
1,-11,29,17,,16,-30,25,73
0,-11,30,16,,3,4,-8,120
0,-11,30,16,,5,-33,36,161
1,-11,31,16,,-17,20,-24,244
1,-11,31,17,,-17,-35,26,319
0,-11,27,17,,-32,29,-38,367
2,-10,33,16,,-39,-39,17,374
2,-11,28,16,,-43,32,-47,374
-5,-13,26,17,,-44,-34,1,368
0,-12,27,16,,-38,31,-42,340
5,-10,32,17,,-37,-21,1,264
1,-11,29,17,,-32,30,-22,177
1,-10,28,17,,-35,-3,1,112
1,-,,,,-31,30,-4,33
11,28,17,,,-36,17,10,0
1,-11,28,16,,-29,27,21,0
1,-10,28,17,,-33,55,-1,0
1,-11,28,17,,-28,9,36,0
1,-11,28,17,,-33,52,12,0
0,-10,28,17,,-31,16,48,0
1,-10,28,17,,-23,17,48,0
1,-11,28,16,,-28,51,24,0
1,-11,27,17,,-9,44,42,0
2,-11,28,16,,-11,55,41,0
0,-10,28,16,,-15,32,48,0
1,-11,29,16,,0,36,54,0
2,-11,29,16,,-1,51,38,0
1,-11,28,17,,4,7,83,0
1,-11,28,16,,16,,,
1,-10,28,17,,,25,70,0
1,-12,28,16,,9,11,57,0
1,-10,28,17,,17,-14,94,6
1,-10,29,16,,36,23,52,69
1,-11,27,16,,34,-29,96,116
1,-11,28,17,,51,15,67,174
1,-11,28,17,,43,8,55,246
1,-11,27,17,,46,-44,102,320
1,-11,29,17,,49,13,41,362
0,-11,28,17,,42,-57,96,370
1,-11,28,17,,47,13,37,376
1,-11,28,17,,32,-58,76,373
1,-11,27,17,,36,0,33,367
2,-11,28,17,,12,-54,56,310
1,-11,28,17,,27,-19,38,236
1,-10,28,17,,9,-51,41,163
1,-11,29,17,,17,-85,68,89
1,-,,,,13,-9,2,16
11,27,17,,,18,-90,56,0
2,-11,28,17,,17,-36,11,0
1,-11,28,17,,12,-41,17,0
1,-11,28,17,,21,-85,41,0
0,-10,28,17,,13,-42,8,0
0,-11,28,17,,15,-69,31,0
1,-11,28,17,,16,-57,18,0
1,-10,28,17,,4,-43,11,0
1,-11,28,16,,11,-65,28,0
1,-11,28,16,,6,-25,0,0
1,-11,28,16,,10,-57,25,0
1,-11,28,16,,11,-51,29,0
1,-10,28,16,,3,-15,-15,0
1,-11,28,17,,10,-5,,
2,-11,28,16,,7,30,0,
1,-11,28,16,,3,-5,-18,0
1,-11,28,17,,6,-39,16,4
2,-11,29,17,,13,-6,10,74
1,-11,28,16,,6,19,-19,125
1,-11,28,16,,5,-46,41,169
1,-11,28,17,,-10,29,-24,255
1,-11,28,16,,-20,-38,23,327
1,-11,28,16,,-30,28,-27,367
1,-11,28,17,,-46,-35,6,375
2,-11,28,17,,-41,21,-32,374
1,-10,27,17,,-38,-32,6,369
1,-11,27,17,,-38,36,-49,338
1,-10,28,17,,-33,-28,12,254
1,-11,28,17,,-30,42,-36,169
1,-10,28,1,,-33,-13,16,92
6,,,,,-32,46,-13,9
1,-11,28,17,,-32,3,24,0
1,-11,28,17,,-26,5,32,0
1,-10,29,17,,-36,56,-2,0
1,-11,28,17,,-24,7,44,0
1,-11,28,17,,-30,36,25,0
1,-11,29,17,,-36,32,31,0
1,-11,28,17,,-22,29,37,0
1,-11,28,17,,-24,55,19,0
1,-11,28,17,,-20,19,65,0
1,-11,28,17,,-13,49,36,0
1,-10,28,16,,-10,23,68,0
1,-11,28,16,,3,26,69,0
0,-11,27,17,,-2,43,44,0
0,-11,28,16,,1,19,75,0
1,-11,28,16,,,,,
1,-11,28,16,,17,33,52,0
1,-10,27,16,,13,30,43,0
0,-10,28,17,,28,-11,92,25
0,-11,28,16,,35,17,51,90
1,-11,29,17,,30,-14,79,133
1,-11,27,16,,51,-1,88,200
1,-11,27,16,,39,-16,67,283
1,-11,29,17,,54,-28,89,345
1,-11,28,16,,46,-2,49,367
1,-11,28,17,,48,-47,91,378
1,-10,28,17,,40,9,32,376
1,-11,28,17,,36,-63,79,374
1,-11,29,17,,31,11,23,356
1,-11,28,17,,11,-65,70,279
1,-11,28,17,,22,-10,19,206
1,-11,28,17,,11,-72,56,126
1,-11,27,17,,14,-25,21,46
1,-11,28,17,,10,-66,39,0
1,-11,28,17,,21,-96,59,0
0,-,,,,14,-27,6,0
11,28,17,,,19,-94,46,0
1,-11,28,17,,23,-77,34,0
1,-11,28,16,,13,-43,13,0
1,-11,28,17,,17,-81,36,0
1,-11,28,17,,14,-42,10,0
1,-11,29,17,,6,-55,18,0
1,-11,28,17,,12,-42,16,0
0,-10,28,17,,4,-16,-7,0
1,-11,27,17,,12,-63,36,0
1,-10,28,17,,3,-7,-19,0
1,-11,28,16,,3,-29,-8,
1,-10,28,17,,0,,,
1,-11,27,16,,11,-44,24,0
1,-11,28,17,,0,-15,-8,0
2,-11,28,16,,8,-51,31,41
1,-10,28,17,,9,9,-8,101
1,-11,28,17,,3,-35,26,147
1,-11,28,16,,5,-36,37,201
1,-11,29,17,,-15,25,-24,292
1,-11,28,16,,-18,-37,28,349
1,-11,28,17,,-31,32,-38,370
1,-11,28,17,,-40,-7,-3,376
1,-11,29,17,,-52,7,-35,369
1,-10,27,17,,-39,-18,-4,364
1,-11,27,17,,-41,24,-41,302
1,-11,29,17,,-31,-21,11,220
2,-12,28,16,,-31,41,-34,133
1,-10,29,17,,-33,-14,20,57
1,-11,28,17,,-32,51,-19,0
1,-11,29,1,,-27,-3,33,0
7,,,,,-33,57,-1,0
1,-11,29,17,,-36,46,5,0
1,-11,28,17,,-26,12,40,0
1,-11,29,17,,-35,54,13,0
0,-11,28,17,,-31,20,41,0
1,-11,27,17,,-23,41,32,0
1,-11,29,17,,-27,35,50,0
1,-11,28,17,,-9,33,47,0
1,-10,28,17,,-15,51,33,0
1,-11,27,17,,-4,21,74,0
1,-11,28,16,,4,32,64,0
1,-11,29,17,,-2,35,56,0
0,-10,29,16,,5,16,82,0
1,-11,29,16,,17,34,44,0
1,-11,28,17,,18,-8,88,0
1,-11,29,16,,,,,
1,-11,28,17,,34,0,87,53
1,-11,28,16,,30,5,60,104
0,-11,28,17,,34,-23,93,154
1,-10,29,17,,51,10,69,230
1,-11,28,17,,39,-33,83,306
1,-11,27,16,,55,-7,73,354
1,-11,29,17,,41,-26,62,368
0,-10,28,17,,52,-29,78,378
1,-11,28,16,,35,-8,38,373
1,-11,28,17,,39,-54,78,367
2,-11,28,17,,26,7,19,332
1,-11,28,17,,26,-65,79,255
1,-11,28,17,,19,0,1,195
1,-11,28,17,,11,-43,31,115
1,-11,29,17,,13,-59,50,34
1,-11,28,17,,7,-33,11,0
1,-10,28,1,,19,-86,50,0
7,,,,,17,-32,12,0
1,-10,28,17,,14,-84,41,0
2,-11,29,17,,19,-54,19,0
1,-10,28,17,,16,-63,20,0
1,-11,28,17,,21,-96,45,0
1,-11,28,17,,8,-21,-1,0
1,-11,28,17,,12,-70,33,0
1,-11,28,17,,15,-64,31,0
