x Desb 3,y Desb 3,z Desb 3,i Desb 3,sep,x Desb 4,y Desb 4,z Desb 4,i Desb 4
5,-5,32,17,,55,-7,71,0
5,-5,32,17,,38,-27,62,0
5,-6,31,17,,49,-20,72,0
4,-5,30,17,,43,14,23,0
4,-7,29,17,,27,-70,86,1
3,-6,30,17,,32,8,15,63
2,-7,29,17,,14,-19,21,118
2,-7,30,17,,19,-65,73,180
2,-8,28,17,,16,-11,3,261
1,-8,28,17,,13,-97,70,328
0,-8,27,17,,16,-2,-8,365
0,-8,27,17,,12,-117,64,377
-1,-9,27,17,,19,-9,-5,380
-2,-9,27,17,,16,-111,51,375
-1,-10,25,17,,18,-24,-1,358
-3,-10,25,17,,16,-83,40,278
-3,-12,25,17,,12,-35,14,204
-4,-12,26,17,,3,-48,15,129
-4,-13,25,17,,11,-43,18,53
-5,-13,23,17,,3,-31,0,0
-6,-14,23,17,,12,-75,47,0
-6,-14,23,17,,4,-4,-22,0
-7,-14,23,17,,6,-65,31,0
-7,-15,22,17,,13,-52,31,0
-8,-15,23,17,,4,-3,-19,0
-8,,,,,10,-46,30,0
,-16,23,17,,11,6,0,0
-8,-16,22,17,,3,19,-23,0
-8,-16,22,17,,0,-42,37,0
-9,-16,22,18,,-19,31,,
-9,-17,22,17,,-30,0,,
-9,-17,22,17,,-30,-6,-13,0
-9,-17,21,17,,-28,-6,11,0
-9,-17,22,17,,-48,6,-34,0
-10,-18,21,17,,-40,-22,6,0
-10,-18,21,17,,-42,32,-39,0
-9,-18,21,17,,-50,-30,-5,38
-10,-17,21,17,,-35,28,-28,114
-10,-17,21,17,,-46,-12,-11,164
-9,-17,20,16,,-32,55,-34,248
-10,-18,21,17,,-27,-21,26,324
-10,-17,20,17,,-31,61,-14,362
-9,-18,22,17,,-32,-7,34,369
-8,-17,22,17,,-30,58,1,372
-8,-17,21,17,,-36,15,33,361
-8,-16,22,17,,-30,38,29,351
-8,-16,23,17,,-38,38,27,282
-7,-17,24,17,,-20,24,51,208
-7,-16,24,18,,-27,54,33,129
-6,-16,24,17,,-5,16,71,64
-6,-15,24,18,,-16,56,37,0
-5,-15,24,17,,-3,19,73,0
-5,-14,25,17,,7,43,49,0
-3,,,,,0,50,38,0
,-14,25,17,,21,-4,90,0
-4,-13,25,18,,23,19,59,0
-2,-14,26,17,,19,-4,76,0
-2,-13,27,17,,42,2,78,0
-1,-13,27,18,,40,22,49,0
0,-12,27,17,,43,-35,108,0
0,-12,28,17,,53,-13,94,0
0,-12,28,17,,36,-8,56,0
2,-12,29,17,,54,-31,93,0
3,-11,30,17,,52,,,
4,-11,30,17,,11,48,0,
3,-10,31,17,,35,-47,85,0
5,-10,30,17,,49,3,43,0
5,-10,32,17,,38,0,23,0
6,-10,32,17,,33,-59,87,18
6,-9,32,17,,19,6,8,77
8,-9,33,17,,20,-45,49,127
8,-9,32,17,,26,-36,45,196
9,-9,33,16,,12,-53,26,282
9,-9,33,17,,17,-57,49,343
9,-8,33,17,,17,-33,3,368
10,-8,33,17,,16,-102,63,382
11,-8,35,17,,16,-13,-12,378
11,-7,34,16,,20,-117,62,373
12,-8,35,17,,17,-7,-15,332
13,-7,35,17,,14,-104,59,244
11,-8,34,17,,10,-4,-17,169
11,-8,34,17,,9,-77,44,96
11,-6,36,17,,7,-15,-8,22
11,-6,36,17,,6,-56,27,0
5,-8,33,17,,12,-70,44,0
12,-5,39,17,,3,-2,-29,0
13,-,,,,12,-67,40,0
6,36,17,,,11,-28,12,0
4,-10,32,17,,5,-22,2,0
11,-6,35,17,,14,-52,42,0
13,-6,35,17,,6,19,-19,0
12,-5,35,17,,-3,-40,29,0
12,-5,35,17,,-16,24,-1,
13,-4,35,17,,4,0,,
12,-5,35,17,,-26,19,-29,0
12,-4,35,17,,-25,-31,23,0
11,-4,34,17,,-41,27,-45,0
11,-4,35,17,,-39,-38,13,0
11,-5,34,17,,-44,36,-51,0
10,-4,32,17,,-38,-38,4,32
9,-4,33,17,,-35,-1,-9,106
8,-4,33,17,,-45,14,-30,156
8,-4,32,17,,-31,44,-22,229
7,-4,32,17,,-35,-9,8,306
7,-5,32,17,,-31,38,4,351
7,-4,32,17,,-31,63,-18,369
7,-5,31,17,,-28,27,24,374
4,-6,31,18,,-38,44,9,366
5,-6,31,17,,-27,-4,49,360
4,-6,32,17,,-34,62,10,310
4,-5,31,17,,-26,14,51,235
4,-7,30,17,,-24,50,34,162
3,-7,30,17,,-23,30,54,88
2,-7,29,17,,-7,35,53,17
1,-8,29,17,,-9,39,55,0
1,-8,29,17,,8,7,87,0
0,-9,29,17,,-1,54,39,0
0,-9,27,17,,0,34,51,0
0,-9,27,17,,25,1,78,0
-1,-11,27,17,,21,28,44,0
-3,-10,26,,,29,-19,95,0
,17,,,,40,16,61,0
-3,-11,26,17,,34,12,53,0
-3,-12,25,17,,51,-32,105,0
-4,-12,25,18,,41,11,47,0
-4,-13,25,18,,38,-29,76,0
-5,-13,24,18,,55,-7,72,
-6,-14,24,17,,,0,,
-6,-15,24,18,,36,-27,61,0
-7,-15,24,17,,40,-55,98,0
-7,-16,24,17,,45,13,24,0
-8,-16,24,17,,28,-64,88,1
-8,-16,22,17,,36,-32,71,72
-8,-17,22,17,,15,-18,24,126
-8,-16,21,17,,23,-64,65,189
-9,-18,22,17,,16,-22,8,272
-9,-17,21,17,,14,-84,67,336
-9,-18,22,17,,16,-9,-6,366
-10,-18,22,16,,14,-117,64,377
-9,-18,22,17,,18,-7,-6,379
-10,-18,21,17,,16,-110,55,375
-10,-18,21,17,,19,-23,1,356
-10,-19,21,17,,11,-84,39,273
-9,-19,22,17,,12,-31,7,206
-11,-17,20,17,,6,-51,20,129
-10,-19,20,17,,13,-88,56,55
-10,-18,21,17,,5,2,-26,0
-9,-18,22,17,,9,-73,45,0
-9,-18,23,17,,10,-51,27,0
-9,-17,21,17,,1,-19,-16,0
-9,-18,21,17,,11,-54,33,0
,,,,,8,-2,-12,0
-8,-17,22,17,,10,-43,26,0
-8,-16,23,17,,10,4,2,0
-8,-16,22,17,,1,21,-21,0
-8,-16,23,18,,-3,-40,37,0
-8,-16,23,17,,-10,0,11,0
-7,-15,23,17,,-30,-4,-16,0
-6,-15,23,17,,-28,-10,11,0
-5,-14,24,17,,-46,8,-34,0
-5,-14,25,17,,-46,-35,3,0
-5,-13,24,17,,-,,,
-3,-13,26,17,,43,28,-36,0
-3,-14,25,17,,-50,-28,-11,50
-2,-12,25,17,,-34,23,-24,117
-2,-11,28,17,,-43,-8,-11,170
0,-11,27,17,,-28,15,-2,247
0,-11,28,17,,-40,19,-16,327
0,-11,28,17,,-27,4,23,358
2,-10,29,17,,-35,48,-7,370
2,-10,30,17,,-26,-1,41,373
3,-10,28,17,,-34,67,-9,364
4,-10,30,17,,-24,-7,56,354
5,-9,30,17,,-34,74,2,290
6,-9,32,17,,-21,0,65,221
6,-9,31,17,,-25,69,18,147
6,-9,32,17,,-14,10,71,73
8,-9,32,17,,-10,56,39,0
8,-9,32,17,,-3,19,73,0
9,-8,33,17,,10,7,85,0
9,-8,34,18,,0,53,36,0
10,-8,34,17,,8,14,68,0
10,-8,34,17,,24,14,64,0
11,-8,,,,19,31,42,0
,34,17,,,36,-25,104,0
12,-7,34,17,,40,21,48,0
12,-8,35,17,,34,-5,69,0
13,-7,35,17,,53,-15,94,
12,-7,34,17,,,0,,
13,-7,35,17,,46,15,53,0
13,-7,35,17,,40,0,40,0
14,-7,36,17,,36,-47,90,0
14,-6,36,17,,36,-47,90,0
13,-6,36,17,,46,-42,92,0
14,-5,36,18,,37,-1,24,0
13,-5,35,17,,26,-54,68,17
14,-5,35,17,,34,-12,38,86
14,-6,36,17,,22,-48,55,137
14,-5,36,17,,26,-26,39,212
13,-5,35,17,,8,-62,31,293
13,-6,35,17,,16,-53,44,348
13,-4,35,17,,12,-41,7,369
12,-4,33,17,,19,-91,60,380
13,-4,35,17,,13,-21,-5,378
11,-5,34,17,,20,-111,58,375
11,-4,34,17,,17,-9,-17,337
10,-4,34,17,,16,-104,62,242
10,-4,34,17,,9,0,-16,181
10,-4,34,17,,9,-79,43,104
9,-3,33,17,,13,-72,41,26
8,-4,33,17,,5,-6,-20,0
7,-4,32,17,,14,-71,48,0
7,-4,31,17,,1,0,-31,0
7,-5,32,17,,1,-45,9,0
6,-5,32,17,,10,-67,42,0
5,-5,31,17,,6,8,-26,0
4,-5,31,18,,15,-53,45,0
,,,,,11,-19,27,0
4,-6,30,17,,-5,1,-13,0
4,-6,30,17,,-5,-24,29,
4,-6,31,17,,0,,,
3,-7,30,17,,-18,24,-16,0
2,-7,30,17,,-29,-27,6,0
0,-8,29,17,,-35,17,-13,0
0,-8,28,17,,-50,-21,-15,0
1,-9,28,17,,-43,7,-15,0
0,-8,27,17,,-51,-7,-27,12
0,-9,28,17,,-35,-34,2,88
-2,-10,27,17,,-37,39,-38,141
-3,-11,25,17,,-32,-28,5,195
-3,-11,26,17,,-32,42,-20,283
-2,-12,25,17,,-24,-15,30,348
-4,-12,26,17,,-33,63,-16,368
-5,-14,24,17,,-26,-10,42,374
-6,-13,24,17,,-32,72,-9,366
-6,-15,24,17,,-28,-2,49,363
-6,-15,24,17,,-34,65,12,316
-6,-16,23,17,,-29,13,49,234
-7,-16,23,17,,-23,50,34,163
-8,-16,22,17,,-22,30,52,86
-8,-17,23,17,,-7,37,56,19
-8,-17,22,17,,-14,69,28,0
-9,-17,22,17,,7,3,88,0
-9,-18,21,17,,10,22,70,0
-9,-18,22,17,,2,36,48,0
-9,-18,21,17,,24,-3,83,0
-9,-19,21,17,,20,31,45,0
-9,-19,22,17,,28,-21,93,0
-10,-19,22,17,,51,-35,109,0
-,,,,,51,5,75,0
11,-19,20,17,,40,11,43,0
-10,-19,20,17,,40,11,43,0
-10,-19,20,17,,39,-31,77,0
-10,-18,21,17,,51,-9,,
-10,-18,20,17,,,68,0,
-11,-18,20,17,,48,15,34,0
-10,-18,21,18,,39,-55,94,0
-9,-18,22,17,,43,8,27,0
-9,-18,22,18,,29,-27,32,0
-10,-17,22,17,,31,-35,65,67
-10,-17,21,17,,19,-21,28,123
-9,-17,23,17,,18,-61,65,184
-8,-16,22,17,,16,-23,9,267
-8,-16,22,17,,5,-79,48,331
-8,-15,23,17,,17,-30,22,365
-7,-15,23,16,,10,-79,31,376
-8,-15,22,17,,16,-55,36,380
-6,-14,24,17,,14,-56,10,374
-5,-13,24,17,,18,-89,48,358
-5,-12,24,17,,19,-21,-10,274
-5,-13,25,17,,16,-96,59,200
-3,-12,26,17,,12,0,-18,124
-3,-11,26,17,,12,-87,51,49
-2,-11,27,17,,6,4,-30,0
-2,-10,27,17,,4,-31,0,0
0,-11,27,17,,9,-56,30,0
1,-10,28,17,,5,-2,-23,0
1,-9,28,17,,7,-62,31,0
1,-9,29,17,,8,-1,-14,0
2,-9,29,17,,7,1,-21,0
4,-9,30,17,,14,-49,47,0
5,-9,31,18,,6,0,6,0
5,-9,,,,-7,-17,5,0
,32,17,,,-2,-40,,
6,-9,31,18,,35,0,,
7,-8,32,17,,-22,28,-30,0
7,-9,32,17,,-26,-34,19,0
8,-8,32,17,,-40,29,-31,0
9,-8,33,17,,-45,-33,1,0
10,-8,33,17,,-39,-22,7,0
11,-8,34,17,,-49,20,-48,18
11,-8,35,18,,-33,-25,5,93
11,-8,33,17,,-42,34,-40,145
12,-8,35,17,,-26,-27,13,205
12,-8,35,17,,-37,51,-32,293
13,-7,36,17,,-26,-18,25,351
13,-7,34,17,,-33,57,-9,367
14,-7,36,17,,-31,-2,31,370
14,-7,35,16,,-32,56,4,365
14,-7,36,17,,-37,16,32,362
15,-6,38,17,,-32,39,30,320
14,-6,37,17,,-35,38,26,238
14,-6,36,17,,-20,26,56,168
14,-6,36,16,,-27,53,30,88
14,-5,36,17,,-6,14,72,26
14,-5,36,17,,-14,60,33,0
15,-5,35,17,,0,16,74,0
14,-6,36,17,,4,47,51,0
14,-5,35,17,,0,53,36,0
14,-5,36,17,,21,-11,90,0
13,-5,36,17,,23,18,60,0
12,-4,36,17,,22,-2,72,0
11,-4,35,17,,43,0,80,0
12,-4,34,17,,40,23,50,0
11,-5,34,17,,45,-36,104,0
10,-4,34,1,,55,-17,91,0
8,,,,,40,-9,57,0
9,-4,34,17,,54,-3,,
9,-4,34,17,,0,94,0,
7,-2,34,17,,52,11,48,0
7,-2,34,17,,36,-47,84,0
7,-4,33,17,,48,0,42,0
8,-4,33,17,,36,-3,28,0
7,-5,32,17,,32,-53,82,64
6,-4,32,17,,18,-3,15,113
5,-5,32,18,,16,-69,73,174
5,-5,31,17,,22,-11,8,255
4,-5,29,17,,12,-56,30,329
4,-6,30,17,,16,-51,44,364
3,-7,31,17,,16,-47,12,375
3,-8,29,17,,16,-87,56,382
2,-8,29,17,,18,-28,-2,375
2,-7,29,17,,18,-104,56,358
0,-8,29,17,,18,-15,-9,282
0,-8,28,16,,14,-64,36,208
0,-9,27,17,,11,-6,-14,125
-1,-10,27,17,,8,-78,44,54
-1,-10,27,17,,8,-13,-9,0
-2,-11,27,17,,7,-58,30,0
-3,-12,26,17,,12,-70,45,0
-3,-12,25,17,,5,0,-28,0
-4,-13,25,17,,2,-47,11,0
-5,-13,24,17,,9,-30,9,0
-6,-14,24,17,,7,7,-26,0
-6,-15,24,18,,13,-54,41,0
-6,-15,24,17,,8,22,-17,0
-7,-15,23,17,,-1,3,-10,0
-7,-16,23,17,,-5,-27,31,0
-8,-17,22,17,,-24,21,-31,0
-8,,,,,-29,-23,3,0
-17,22,17,,,-33,12,-8,0
-8,-17,21,18,,-49,-13,-17,0
-8,-18,22,17,,,,,
-8,-18,22,17,,,,,
-9,-19,21,17,,-44,2,-11,0
-10,-19,21,17,,-51,-2,-34,37
-10,-19,20,18,,-35,-6,-4,105
-9,-19,21,18,,-41,20,-32,159
-9,-19,21,17,,-25,-13,13,226
-11,-20,20,17,,-38,42,-32,313
-10,-19,20,17,,-24,-16,30,356
-10,-19,21,17,,-32,62,-16,374
-10,-19,20,17,,-25,-9,44,373
-10,-19,20,17,,-34,68,-9,365
-10,-19,21,17,,-28,-3,47,354
-10,-19,20,17,,-34,64,12,286
-10,-18,21,17,,-27,14,52,209
-10,-18,21,17,,-24,51,32,137
-10,-18,22,17,,-23,28,53,61
-10,-17,21,17,,-7,36,56,0
-9,-17,22,17,,-14,68,27,0
-8,-16,21,17,,5,4,89,0
-8,-16,24,17,,0,58,37,0
-8,-15,23,18,,1,37,46,0
-8,-14,23,17,,14,-6,86,0
-7,-15,24,18,,20,31,48,0
-6,-13,24,18,,27,-18,93,0
-6,-13,24,17,,39,-19,100,0
-6,-13,24,17,,35,16,50,0
,,,,,49,-33,105,0
-5,-12,24,17,,41,12,49,0
-4,-12,26,17,,38,-26,76,
-4,-12,26,18,,0,,,
-3,-11,27,17,,55,-9,72,0
-2,-10,27,17,,37,-24,61,0
-1,-10,27,17,,42,-54,95,0
0,-10,27,17,,46,8,30,0
0,-10,29,17,,30,-22,44,36
2,-9,28,17,,34,-35,67,97
2,-9,29,17,,20,-15,27,156
3,-9,30,17,,22,-64,63,229
3,-8,30,17,,17,-28,15,310
5,-9,31,17,,10,-72,55,355
5,-9,31,17,,21,-27,3,372
6,-8,32,17,,11,-96,57,380
7,-8,33,17,,21,-23,1,376
8,-8,32,17,,14,-100,47,373
8,-8,32,17,,19,-30,5,328
9,-8,33,17,,12,-81,35,236
9,-8,34,17,,11,-31,11,168
11,-8,34,17,,7,-55,19,88
11,-8,34,17,,10,-87,50,15
12,-8,34,17,,7,1,-25,0
12,-7,35,17,,8,-73,47,0
12,-7,34,17,,9,-46,26,0
14,-7,36,17,,2,-20,-14,0
14,-7,36,17,,10,-56,32,0
13,-7,37,17,,8,-3,-14,0
14,-6,35,17,,9,-40,27,0
13,-6,36,17,,10,3,4,0
,,,,,3,21,-22,0
15,-7,38,17,,-7,-20,9,0
15,-6,36,18,,-12,-5,10,0
15,-5,36,17,,-28,0,-19,0
14,-5,36,17,,-,,,
14,-5,36,17,,27,-34,18,0
14,-6,35,17,,-38,26,-31,0
14,-4,35,18,,-47,-31,-2,0
13,-4,37,17,,-46,20,-32,1
13,-4,36,17,,-46,-21,-18,86
13,-4,36,18,,-38,17,-18,134
12,-4,35,17,,-39,-2,-15,196
13,-4,36,17,,-30,8,2,265
12,-4,35,17,,-37,23,-19,342
13,-3,36,17,,-26,4,25,362
11,-4,35,17,,-34,47,-7,374
10,-4,33,17,,-25,1,40,369
11,-4,33,17,,-35,64,-8,363
10,-4,34,17,,-24,-3,55,343
10,-4,33,17,,-36,72,4,273
9,-3,33,17,,-20,0,66,204
8,-4,32,17,,-21,25,54,133
7,-5,33,17,,-25,53,29,55
7,-5,32,17,,-5,14,75,0
6,-5,32,17,,-13,60,32,0
6,-4,31,17,,10,5,88,0
5,-5,31,17,,4,46,50,0
4,-6,30,17,,8,11,69,0
4,-6,31,17,,21,-13,94,0
3,-7,30,17,,18,34,41,0
4,-7,30,17,,22,-1,70,0
3,-7,30,17,,41,-3,81,0
1,-7,30,17,,39,24,48,0
0,-8,27,17,,44,-35,105,0
0,-9,28,17,,46,12,54,0
1,-9,27,17,,38,-5,55,
0,-10,27,,,0,,,
17,,,,,54,-31,94,0
-2,-10,27,17,,41,0,40,0
-2,-11,27,18,,37,-44,82,0
-3,-12,26,18,,47,-2,46,0
-3,-13,26,18,,27,-46,63,30
-3,-12,26,17,,34,-57,80,94
-4,-14,26,17,,19,0,18,142
-5,-14,25,17,,17,-69,71,213
-6,-15,24,17,,22,-16,14,296
-6,-15,24,17,,7,-79,56,348
-6,-16,24,17,,17,-23,10,368
-7,-16,24,17,,9,-87,46,378
-7,-16,23,17,,19,-40,20,377
-8,-17,22,17,,14,-80,26,373
-8,-17,22,17,,19,-55,25,341
-9,-18,21,17,,14,-56,17,254
-8,-18,22,17,,12,-59,35,183
-8,-19,22,17,,7,-27,-6,104
-9,-19,22,17,,9,-78,39,33
-10,-19,20,17,,8,-14,-9,0
-10,-19,20,17,,7,-59,32,0
-10,-20,20,17,,9,-66,43,0
-9,-19,20,17,,4,-4,-27,0
-10,-20,21,17,,11,-66,38,0
-11,-20,20,18,,11,-25,7,0
-10,-20,20,17,,8,-22,7,0
-10,-19,21,17,,12,-50,45,0
-10,-18,2,,,5,20,-16,0
1,17,,,,-7,-37,26,0
-11,-19,22,17,,-8,-25,26,0
-10,-18,21,17,,-25,19,-28,0
-9,-18,21,17,,-28,-29,23,0
-9,-18,21,17,,-40,25,-43,0
-9,-17,22,17,,-41,,,
-9,-17,22,17,,,-35,9,0
-9,-17,22,17,,-42,-1,-10,0
-8,-17,21,17,,-39,32,-33,136
-8,-16,23,17,,-40,20,-34,150
-8,-16,24,17,,-31,-21,1,195
-8,-14,23,17,,-26,-13,14,276
-8,-15,23,17,,-32,0,4,339
-7,-14,24,17,,-25,-15,32,363
-5,-13,24,17,,-33,61,-16,374
-5,-13,25,17,,-25,-6,41,368
-5,-12,25,17,,-34,66,-5,362
-5,-12,25,17,,-29,1,47,337
-4,-12,25,17,,-35,63,12,257
-2,-10,25,17,,-27,13,51,187
-2,-10,27,17,,-24,55,32,112
0,-10,27,17,,-22,24,55,38
0,-9,27,17,,-7,40,53,0
0,-10,27,17,,-8,34,53,0
1,-8,28,17,,6,3,88,0
3,-9,28,17,,3,58,33,0
3,-8,29,17,,2,32,49,0
3,-8,29,17,,23,-1,82,0
4,-8,30,17,,22,32,45,0
5,-8,30,17,,27,-20,93,0
7,-8,31,17,,41,-18,98,0
7,-8,3,,,37,16,54,0
2,17,,,,50,-34,105,0
7,-7,33,18,,43,9,48,0
8,-8,32,17,,40,-28,,
8,-8,32,17,,,76,0,
9,-8,33,17,,56,-10,73,0
10,-7,34,18,,47,12,37,0
11,-7,35,17,,39,-54,93,0
11,-7,34,17,,45,6,30,0
12,-7,35,17,,29,-21,40,48
12,-7,34,16,,34,-42,68,104
13,-6,35,17,,15,-11,28,169
13,-7,35,18,,20,-65,59,247
13,-7,36,17,,18,-27,16,326
13,-7,36,17,,11,-74,55,360
13,-6,36,17,,18,-28,8,375
14,-7,36,17,,12,-89,50,378
14,-5,36,17,,20,-36,9,374
14,-5,36,17,,16,-90,40,367
14,-5,36,17,,20,-36,10,310
14,-5,37,17,,13,-77,34,220
14,-5,36,17,,11,-32,12,152
14,-5,36,17,,7,-51,16,72
14,-5,36,17,,12,-80,45,0
13,-5,36,17,,7,-4,-20,0
13,-5,36,17,,8,-72,44,0
13,-5,35,17,,8,-45,23,0
12,-4,35,17,,3,-23,-13,0
13,-5,36,17,,10,-52,29,0
12,-5,35,17,,8,-2,-14,0
12,-5,35,17,,10,-43,30,0
11,-5,34,17,,10,4,0,0
11,-5,34,17,,3,19,-20,0
11,-4,35,17,,-5,-39,34,0
10,-5,33,17,,-13,-4,8,0
9,-5,33,17,,-29,0,-17,0
8,-5,,,,-41,-24,7,0
33,17,,,,-41,-24,7,0
8,-5,32,17,,-,,,
7,-4,32,17,,45,19,-31,0
7,-5,32,17,,-45,19,-31,20
6,-5,31,17,,-44,-21,-19,101
6,-5,31,17,,-46,11,-20,148
6,-6,31,17,,-38,0,-25,213
5,-6,30,17,,-31,0,1,281
4,-6,30,17,,-38,23,-22,350
3,-7,29,18,,-31,0,24,363
3,-7,29,17,,-34,47,-11,372
2,-8,28,17,,-27,0,38,366
2,-8,28,17,,-36,61,-7,361
2,-9,28,17,,-23,-2,54,327
0,-10,28,17,,-36,70,2,250
0,-10,27,17,,-20,2,68,184
-1,-10,27,17,,-27,70,16,112
-1,-10,26,17,,-13,5,75,39
-2,-11,26,17,,-3,17,72,0
-2,-12,26,17,,-13,57,35,0
-3,-12,26,17,,10,10,88,0
-4,-13,25,17,,4,48,50,0
-5,-13,25,17,,7,7,70,0
-5,-14,25,17,,21,-12,92,0
-6,-15,24,17,,19,35,41,0
-6,-15,24,17,,22,-2,73,0
-7,-16,23,17,,42,-1,81,0
-7,-16,24,17,,39,24,49,0
-8,-17,24,17,,43,-35,101,0
-7,-17,23,18,,48,13,57,0
-8,-17,23,17,,39,-4,57,0
-8,-18,22,17,,54,-31,96,0
-9,,,,,40,1,40,0
-18,22,17,,,,,,
-9,-19,21,17,,36,-44,78,0
-8,-18,22,17,,51,-5,49,0
-9,-19,22,17,,26,-42,60,49
-10,-19,22,17,,31,-60,81,104
-10,-19,21,18,,19,3,19,160
-10,-20,22,17,,15,-72,65,236
-10,-19,21,18,,23,-17,18,315
-10,-19,21,17,,3,-72,52,355
-10,-20,21,17,,20,-33,15,373
-10,-19,21,17,,7,-77,38,380
-9,-19,21,17,,22,-51,26,375
-9,-19,21,17,,12,-68,21,368
-9,-18,22,17,,20,-63,31,320
-10,-18,21,17,,13,-50,12,232
-9,-18,21,17,,13,-61,37,164
-9,-18,21,17,,8,-27,-4,84
-8,-17,21,17,,7,-73,36,17
-8,-16,22,17,,10,-18,-7,0
-8,-17,23,17,,5,-56,28,0
-8,-16,22,17,,9,-64,41,0
-8,-16,24,16,,7,-6,-24,0
-7,-15,22,17,,8,-66,36,0
-7,-15,23,17,,10,-27,8,0
-6,-14,24,17,,9,-22,5,0
-6,-13,24,17,,10,-49,40,0
-6,-13,24,17,,9,18,-13,0
-5,-12,25,17,,-8,-35,25,0
-4,-11,26,17,,-9,-27,24,0
-3,-1,,,,-24,20,-29,0
1,26,17,,,-29,-30,22,0
-3,-11,26,17,,-38,28,-42,0
-1,-10,26,17,,,,,
-1,-10,27,17,,-45,-36,9,0
0,-9,27,17,,-45,-6,-8,7
0,-9,28,17,,-47,5,-39,88
1,-9,28,17,,-36,-13,2,132
2,-9,28,17,,-37,25,-35,197
2,-8,28,17,,-27,-18,16,278
4,-8,29,17,,-33,45,-34,350
3,-8,30,17,,-24,-16,33,366
4,-8,30,17,,-30,62,-16,375
5,-8,30,17,,-26,-5,41,367
6,-8,31,17,,-34,63,-7,361
7,-8,32,17,,-29,2,46,324
7,-7,31,17,,-34,61,14,243
8,-7,32,17,,-27,14,50,171
8,-7,32,17,,-24,51,32,96
9,-7,32,17,,-22,24,54,25
10,-8,32,17,,-7,40,54,0
10,-7,32,17,,-12,64,28,0
11,-7,34,17,,5,5,88,0
11,-7,34,17,,2,55,35,0
12,-7,35,17,,3,30,48,0
12,-7,34,17,,14,-8,87,0
11,-6,35,17,,22,30,49,0
12,-6,35,17,,27,-19,92,0
12,-6,36,17,,40,-17,96,0
14,-6,35,17,,35,15,54,0
13,-6,36,17,,49,-32,105,0
13,-5,36,1,,42,10,50,0
7,,,,,,,,
13,-6,36,18,,39,-24,73,0
13,-6,36,17,,56,-10,74,0
14,-6,35,17,,37,-22,57,0
13,-5,36,18,,40,-54,93,0
13,-5,36,17,,43,8,32,3
12,-5,34,17,,28,-16,37,75
12,-5,35,18,,36,-47,72,118
13,-5,35,17,,19,-4,25,188
13,-5,35,18,,22,-73,63,269
12,-4,35,17,,17,-21,15,340
12,-5,35,18,,13,-79,53,364
11,-5,34,17,,17,-25,8,377
12,-6,34,17,,13,-87,50,378
12,-5,35,17,,18,-40,11,375
11,-5,34,17,,16,-84,35,355
10,-4,33,17,,19,-41,13,281
9,-6,33,17,,12,-71,34,195
8,-5,32,17,,11,-35,14,123
8,-5,32,17,,6,-53,15,46
8,-6,33,17,,12,-41,14,0
8,-6,33,17,,8,-9,-17,0
6,-6,31,17,,7,-68,43,0
6,-6,32,17,,8,-42,21,0
6,-7,30,17,,2,-26,-12,0
5,-6,31,17,,11,-49,26,0
5,-7,30,17,,9,-4,-12,0
4,-8,30,17,,9,-40,30,0
3,-8,30,17,,10,6,2,0
3,-8,29,17,,2,17,-18,0
2,-9,29,17,,-8,-37,29,0
2,-9,28,17,,-13,-5,7,0
1,-9,29,17,,-2,,,
0,-9,29,17,,9,0,-16,0
0,-10,28,17,,-32,-14,11,0
0,-11,27,17,,-44,11,-37,0
-1,-11,,,,-49,-29,-3,0
26,17,,,,-43,17,-31,45
-1,-12,26,18,,-47,-16,-17,120
-2,-12,27,17,,-38,13,-13,171
-3,-13,25,17,,-27,-25,12,254
-4,-13,25,17,,-35,47,-29,328
-4,-13,25,17,,-27,-13,22,363
-4,-14,25,17,,-33,51,-4,374
-6,-14,25,17,,-31,7,27,369
-6,-15,24,17,,-32,46,10,363
-8,-16,24,17,,-36,23,26,345
-7,-16,24,17,,-32,36,35,277
-6,-16,24,17,,-32,38,26,197
-7,-17,24,17,,-21,27,53,127
-8,-16,23,17,,-26,50,33,45
-8,-17,23,17,,-4,17,72,0
-8,-18,23,17,,-10,58,35,0
-8,-18,22,17,,-1,15,75,0
-8,-19,23,17,,11,10,87,0
-8,-18,22,16,,1,50,34,0
-9,-18,22,17,,9,8,72,0
-8,-18,22,17,,24,16,64,0
-9,-19,21,17,,21,32,40,0
-8,-19,22,17,,35,-27,104,0
-9,-19,21,17,,40,24,51,0
-9,-19,21,17,,34,-2,67,0
-9,-19,21,17,,53,-22,95,0
-8,-19,21,17,,41,-5,54,0
-8,-18,22,18,,44,-42,92,0
-8,-18,21,17,,51,8,54,0
-8,-19,22,17,,,,,
-8,,,,,41,4,40,0
-18,22,17,,,45,-50,89,0
-8,-17,22,17,,36,4,25,18
-8,-18,23,17,,27,-43,56,89
-8,-16,23,17,,34,-27,53,133
-7,-16,22,17,,20,-24,39,213
-7,-16,23,17,,28,-59,50,294
-6,-16,23,17,,7,-32,20,352
-6,-15,24,18,,18,-75,49,370
-6,-15,23,17,,12,-28,9,379
-6,-14,24,17,,19,-92,55,379
-7,-13,23,17,,15,-33,0,375
-5,-13,24,17,,18,-91,47,343
-5,-13,24,17,,19,-32,2,267
-4,-12,25,17,,11,-80,46,186
-3,-12,25,17,,13,-65,37,112
-3,-10,25,17,,7,-26,-7,37
