x 2fases 1,y 2fases 1,z 2fases 1,i 2fases 1,,x 2fases 5,y 2fases 5,z 2fases 5,i 2fases 5
2,19,18,0,,6,-44,25,264
-8,-12,51,0,,8,-45,19,333
3,9,12,0,,9,-24,32,397
4,-6,14,0,,0,-22,24,433
-1,-36,32,0,,2,4,40,466
6,-30,20,40,,-2,22,16,531
4,-41,2,,,-3,0,49,569
0,145,,,,-3,42,20,541
9,-53,33,248,,-10,0,48,469
10,-30,10,328,,-7,21,31,392
5,-50,43,385,,-9,7,26,334
4,2,6,406,,1,-12,29,281
3,-12,19,452,,-2,-20,22,152
-1,0,51,506,,0,-31,20,12
-3,22,12,558,,5,-44,28,0
-5,15,54,542,,0,-50,32,0
-2,42,15,468,,12,-32,17,0
-7,-1,47,400,,11,-35,27,0
-5,24,18,333,,-4,-26,26,0
-5,-21,31,284,,9,-9,30,0
0,-19,26,152,,-6,-9,38,0
2,-29,17,12,,-1,16,31,0
9,-46,33,0,,6,25,22,0
1,-42,29,0,,-16,10,48,0
10,-40,14,0,,1,35,18,0
8,-49,34,0,,,,,
2,-11,16,0,,-4,21,26,0
8,-29,46,0,,-15,9,35,0
-1,-13,52,0,,3,16,15,0
-1,18,15,0,,-9,-24,37,0
-3,11,48,0,,-8,-20,32,0
-10,39,25,0,,14,-24,13,49
-5,8,43,0,,-5,-42,32,152
-6,8,44,0,,16,-39,20,256
-13,27,20,0,,1,-42,30,330
-6,0,26,0,,14,-23,23,392
-1,-13,31,0,,0,-23,31,430
-1,,,,,4,4,38,465
,-15,20,0,,-5,17,39,569
3,-33,22,41,,0,42,14,562
0,-35,26,132,,-1,26,23,536
12,-40,20,248,,-9,1,49,463
6,-40,35,312,,-9,8,43,397
4,-21,15,381,,1,18,17,341
6,-24,41,410,,-6,-23,33,285
-5,-2,26,463,,7,-10,15,169
5,-2,39,522,,0,-45,30,27
-6,23,28,565,,7,-48,32,0
-4,15,39,537,,10,-33,12,0
-4,24,24,450,,8,-61,38,0
-10,9,33,389,,11,-42,32,0
3,8,29,329,,7,-26,15,0
-8,-10,28,278,,8,-22,47,0
4,-19,20,156,,4,14,13,0
3,-34,22,15,,-2,-18,54,0
12,-38,26,0,,-1,3,47,0
16,-41,22,0,,-2,30,16,0
3,-46,32,0,,-7,1,53,0
15,-28,19,0,,-2,34,15,0
12,-28,20,0,,-4,24,18,0
4,-22,40,0,,-3,-8,39,0
5,8,19,0,,-2,-6,14,0
-2,-8,39,0,,0,-21,23,0
-7,-6,53,0,,5,-33,27,0
3,40,5,0,,6,-33,18,91
-3,11,31,0,,9,-46,24,19
-5,21,34,0,,8,,,
0,10,28,0,,7,-46,27,288
-9,-16,46,0,,8,-40,19,355
4,0,12,0,,9,-22,33,406
5,-14,15,0,,0,-17,27,444
0,-40,30,0,,1,11,36,489
8,-35,24,74,,-1,25,14,555
4,,,,,-5,5,52,569
,-40,18,182,,-2,38,17,510
8,-57,35,273,,-12,0,47,439
11,-23,8,345,,-3,26,26,366
6,-47,48,394,,-10,-9,33,319
8,-13,34,428,,1,-7,24,233
2,-10,25,477,,0,-32,24,88
-1,11,42,532,,3,-26,16,0
-5,23,19,558,,15,-29,18,0
-4,14,48,501,,0,-53,36,0
-6,27,17,433,,11,-24,13,0
-8,-2,47,369,,10,-35,29,0
0,12,18,310,,-3,-20,27,0
-2,-20,31,231,,5,-4,33,0
0,-26,23,86,,-7,-7,41,0
0,-31,17,0,,-2,21,26,0
9,-49,36,0,,2,28,22,0
2,-45,31,0,,-15,11,48,0
6,-29,15,0,,0,3,,
7,-45,37,0,,5,16,0,
-1,-7,14,0,,-4,17,29,0
3,-12,18,0,,-12,6,31,0
-4,-2,48,0,,3,10,11,0
-5,26,18,0,,-8,-28,36,0
-2,1,46,0,,-7,-21,29,0
-7,20,44,0,,14,-31,18,85
-8,28,24,0,,-3,-41,31,187
-7,10,40,0,,14,-41,20,279
-8,29,23,0,,-4,-18,34,442
-3,-11,29,0,,3,-5,53,453
-3,-15,28,0,,0,9,33,466
-4,-10,18,0,,0,9,33,493
6,-39,23,66,,4,23,17,537
1,-,,,,2,11,30,565
36,29,160,,,-6,22,28,534
12,-41,19,268,,-2,25,20,454
5,-32,35,330,,-10,1,45,379
0,-14,16,393,,1,12,15,328
12,-31,41,425,,-5,-28,36,267
-4,8,25,477,,3,-11,23,136
2,0,40,533,,3,-35,23,7
-8,28,25,566,,8,-48,31,0
-8,23,32,522,,10,-35,10,0
0,17,30,444,,8,-55,28,0
-11,17,31,375,,12,-28,30,0
5,0,28,325,,3,-30,20,0
0,-7,26,269,,3,-43,53,0
-2,-17,24,139,,4,24,8,0
10,-32,21,0,,1,5,22,0
3,-39,27,0,,-5,-19,58,0
15,-38,22,0,,0,46,8,0
6,-48,27,0,,-5,28,16,0
9,-29,23,0,,,,,
15,-23,20,0,,-4,8,43,0
-1,-28,37,0,,-3,34,16,0
7,13,23,0,,-7,-10,39,0
3,10,18,0,,1,-5,21,0
-5,3,50,0,,-2,-9,13,0
1,36,22,0,,3,-39,28,0
-4,6,37,0,,8,-41,28,72
-7,-2,53,0,,3,-38,15,178
2,30,11,0,,10,-54,34,278
-2,0,28,0,,7,-30,13,354
0,-14,28,0,,8,-36,38,403
5,-5,15,0,,0,-6,18,439
2,-38,27,0,,0,-9,31,477
1,-47,31,66,,0,15,33,534
8,,,,,-10,12,33,570
,-31,14,166,,-1,32,31,521
8,-61,32,268,,-13,11,37,442
13,-24,19,340,,-1,19,23,372
3,-44,29,396,,0,9,21,319
5,-41,53,422,,-6,-16,31,253
1,19,2,468,,6,-23,17,108
0,-22,64,525,,-6,-37,28,0
-3,53,0,560,,14,-37,20,0
-5,21,28,523,,3,-61,37,0
-5,13,42,448,,6,-20,12,0
1,-18,30,264,,10,-40,37,0
1,-18,30,219,,-7,-35,38,0
0,-34,25,178,,12,5,26,0
0,-34,25,114,,1,-2,35,0
7,-25,27,0,,-9,11,35,0
2,-27,12,0,,0,25,25,0
4,-60,36,0,,-9,16,40,0
5,-40,37,0,,-13,,,
7,-40,1,0,,14,45,0,
3,-24,39,0,,-1,30,17,0
-3,1,12,0,,-14,-4,41,0
5,-8,24,0,,4,2,14,0
-4,7,44,0,,3,-18,26,0
-5,33,13,0,,-6,-29,36,0
-6,4,49,0,,9,-22,13,65
-7,22,41,0,,0,-48,32,162
-7,23,28,0,,11,-34,20,266
-5,13,37,0,,8,-40,30,333
-6,23,20,0,,6,-24,28,393
-2,-19,29,0,,15,-16,28,428
0,-,,,,-2,-10,34,486
24,32,0,,,1,16,33,547
0,-14,18,0,,-4,10,30,567
8,-42,26,92,,-7,27,37,514
8,-46,35,185,,-1,18,24,436
5,-28,15,282,,-8,4,42,369
9,-47,36,342,,3,24,13,322
1,-12,14,401,,-5,-27,32,254
8,-27,47,427,,7,-17,20,109
-2,16,23,489,,4,-42,23,0
0,9,27,542,,10,-45,31,0
-4,19,35,565,,12,-32,15,0
-5,21,33,508,,6,-56,32,0
-3,18,30,428,,13,-17,24,0
-11,13,30,357,,10,-7,2,0
5,-11,27,304,,5,-36,63,0
-1,-13,24,218,,4,8,40,0
1,-20,22,74,,-2,3,24,0
9,-40,24,0,,-3,-20,60,0
7,-36,24,0,,-2,54,4,0
15,-41,20,0,,-4,24,,
7,-45,31,0,,19,0,,
10,-24,23,0,,-5,6,47,0
14,-23,23,0,,-1,38,12,0
0,-18,39,0,,-6,-22,36,0
5,15,22,0,,1,-7,21,0
2,7,22,0,,2,-8,9,0
-3,-3,44,0,,4,-30,21,1
0,39,21,0,,10,-41,30,102
0,28,13,0,,5,-40,13,214
-9,1,49,0,,10,-54,37,298
-5,23,24,0,,6,-23,9,369
-2,-10,27,0,,10,-36,45,412
1,-15,28,0,,-2,7,16,453
7,-9,14,0,,-2,-4,32,504
-1,-48,28,28,,4,22,31,558
13,-,,,,-12,15,36,556
35,24,141,,,0,26,32,495
9,-33,11,245,,-12,16,33,414
7,-63,37,314,,-10,5,37,353
11,-12,14,384,,0,-1,23,302
3,-48,37,412,,-3,-15,26,193
3,17,22,460,,7,-33,20,52
0,-16,41,517,,-5,-33,24,0
-4,39,28,557,,11,-26,14,0
-5,10,33,528,,3,-59,39,0
-5,-19,65,451,,6,-15,9,0
-5,52,3,386,,14,-26,22,0
-5,-22,46,338,,-9,-23,35,0
-4,1,20,267,,8,8,31,0
2,-27,21,135,,-1,2,38,0
5,-39,29,7,,-7,5,36,0
3,-21,16,0,,-3,28,29,0
11,-56,34,0,,-8,17,40,0
4,-63,45,0,,,,,
7,-12,-1,0,,-14,16,42,0
9,-45,55,0,,1,24,20,0
1,-9,34,0,,-3,5,32,0
3,-8,33,0,,-7,-2,21,0
0,-17,60,0,,5,-5,16,0
-6,39,7,0,,-4,-29,34,0
-8,17,27,0,,10,-27,14,78
-5,24,38,0,,14,-42,24,183
-6,41,18,0,,2,-38,28,277
-7,0,44,0,,14,-39,24,348
-4,8,33,0,,-2,-27,30,402
-8,-2,18,0,,13,-13,28,439
-2,-25,29,0,,-2,-4,37,501
1,-20,21,0,,0,21,30,555
2,-32,19,8,,-6,9,35,565
5,,,,,-11,9,49,506
9,-48,32,186,,1,36,10,434
3,-31,22,273,,-10,-9,51,356
9,-45,24,337,,5,17,10,315
6,-17,30,398,,-5,-31,33,231
6,-21,32,429,,8,-21,18,82
-4,7,35,484,,13,-27,16,0
-2,23,17,545,,5,-53,34,0
-2,4,44,568,,13,-34,16,0
-6,34,24,506,,11,-38,15,0
-5,6,38,444,,7,-43,40,0
-6,23,23,362,,8,-8,5,0
-7,6,25,324,,3,-31,35,0
5,-17,30,246,,0,17,33,0
-3,-13,20,108,,2,33,1,0
11,-42,24,0,,-2,-2,29,0
2,-38,25,0,,-3,29,39,0
9,-35,20,0,,-2,1,,
11,-49,31,0,,8,22,0,
4,-25,23,0,,-5,-12,58,0
10,-24,23,0,,0,33,13,0
1,-18,31,0,,-4,8,17,0
0,-6,38,0,,1,-25,35,0
4,14,23,0,,5,-14,20,0
0,10,28,0,,3,-37,24,22
-5,23,40,0,,12,-41,31,133
0,35,18,0,,7,-43,14,241
-4,0,42,0,,10,-49,36,316
-9,5,44,0,,4,-20,11,387
4,9,15,0,,2,-32,24,416
-4,-20,31,0,,4,-3,36,464
2,-14,24,0,,-5,-2,32,521
9,-16,13,0,,3,26,32,567
-1,-50,2,,,-11,18,38,541
9,97,,,,-3,23,31,470
13,-35,22,202,,-6,33,20,396
7,-52,22,292,,-7,-4,33,341
9,-33,35,357,,0,-6,26,285
10,-6,8,401,,-2,-16,24,154
3,-47,48,430,,8,-39,24,22
0,29,14,482,,-1,-30,19,0
-3,-21,50,542,,13,-33,16,0
-4,53,18,554,,6,-50,38,0
-3,-5,44,493,,4,-15,11,0
-6,-18,64,413,,12,-31,30,0
-3,49,3,351,,-7,-11,31,0
-4,-35,46,306,,5,7,34,0
-1,4,13,210,,2,4,37,0
2,-40,24,61,,-7,12,35,0
7,-34,30,0,,-5,29,32,0
3,-20,12,0,,-2,25,,
7,-64,38,0,,30,0,,
4,-53,43,0,,-16,17,39,0
5,-14,-1,0,,2,17,23,0
8,-36,59,0,,-1,-1,34,0
-3,7,26,0,,-7,-6,21,0
2,-12,40,0,,5,-13,20,0
-3,-10,60,0,,-1,-31,28,30
-8,43,7,0,,12,-32,17,138
-7,9,38,0,,2,-48,34,235
-4,30,32,0,,9,-33,18,310
-10,42,15,0,,14,-36,25,380
-5,-8,41,0,,-2,-23,29,416
-5,9,16,0,,11,-9,31,469
-6,-8,19,0,,-4,3,36,533
2,-35,31,0,,1,19,28,570
3,-20,23,49,,-7,15,34,540
,,,,,-5,26,28,468
3,-39,20,156,,1,25,18,399
8,-47,34,242,,-10,-7,44,332
5,-25,12,321,,5,5,10,295
10,-37,46,382,,-1,-33,32,171
-1,-2,13,423,,10,-26,20,25
6,-21,39,468,,3,-48,24,0
0,19,29,531,,6,-51,32,0
-6,7,36,560,,14,-35,16,0
-3,31,30,528,,11,-36,19,0
-9,12,32,457,,5,-36,40,0
-5,4,38,385,,6,-8,9,0
-3,19,22,322,,4,-26,40,0
0,-20,32,272,,0,21,26,0
0,-14,19,146,,5,31,1,0
5,-38,19,15,,-1,-2,33,0
13,-47,27,0,,-6,35,33,
4,-35,23,0,,0,,,
11,-49,27,0,,-2,9,28,0
11,-43,32,0,,-7,-13,56,0
3,-22,19,0,,1,26,9,0
10,-20,31,0,,-3,-5,15,0
0,-8,34,0,,1,-25,35,0
0,10,32,0,,5,-17,19,0
4,16,23,0,,1,-42,22,57
-8,13,43,0,,12,-43,30,172
-6,24,34,0,,7,-44,15,269
2,14,24,0,,9,-48,24,334
-6,1,48,0,,9,-24,27,399
1,13,15,0,,3,-29,27,428
4,-7,18,0,,0,6,35,471
-2,-23,31,0,,-4,-2,30,533
4,-20,20,0,,0,0,49,569
6,-43,2,,,-8,41,18,537
2,77,,,,-7,1,47,472
9,-43,32,188,,-6,34,17,398
9,-40,12,278,,-7,-13,23,252
8,-51,23,344,,-7,-13,23,224
11,-24,32,396,,-3,-25,22,123
3,-24,17,430,,5,-37,20,2
0,-2,51,483,,0,-38,28,0
3,14,9,532,,12,-41,21,0
-5,-21,57,557,,10,-54,32,0
-3,60,11,504,,-2,-18,18,0
-6,-14,53,429,,13,-32,36,0
-8,40,16,360,,3,-24,41,0
-4,-19,32,319,,-1,11,29,0
0,-11,30,210,,3,10,35,0
4,-20,14,65,,-12,19,32,0
5,-50,34,0,,-4,25,33,0
7,-29,24,0,,,,,
7,-48,20,0,,,,,
7,-63,40,0,,1,22,31,0
8,-6,9,0,,-15,19,33,0
1,-23,11,0,,4,7,26,0
5,-20,53,0,,-3,-8,29,0
0,12,13,0,,-13,-11,28,0
-1,-15,49,0,,7,-20,20,0
-5,44,17,0,,-1,-33,29,72
-8,38,15,0,,14,-36,19,183
-5,5,51,0,,2,-45,33,267
-7,37,23,0,,9,-32,18,336
-10,2,32,0,,16,-33,29,397
-2,-13,39,0,,-3,-16,28,436
-6,4,17,0,,-1,7,30,493
0,-35,30,0,,-5,8,33,554
4,-36,28,33,,0,20,31,573
,,,,,-6,21,32,514
0,-25,15,133,,-9,13,43,444
12,-56,36,240,,0,20,21,376
4,-17,16,318,,-10,-7,33,319
9,-44,37,378,,7,-6,16,264
0,0,19,412,,1,-32,30,116
1,-2,18,452,,10,-32,22,0
1,-2,49,509,,11,-36,18,0
-8,27,18,559,,7,-54,32,0
-6,5,42,553,,15,-31,17,0
-2,32,25,472,,12,-30,17,0
-10,8,36,408,,4,-34,44,0
1,15,29,336,,5,2,8,0
-8,-13,25,297,,2,-17,40,0
1,-25,31,181,,-4,-14,60,0
3,-16,17,44,,3,35,2,0
7,-43,24,0,,-5,4,35,0
7,-44,29,0,,-5,,,
5,-34,21,0,,30,31,0,
11,-46,27,0,,0,40,4,0
3,-23,24,0,,-8,-10,53,0
0,0,34,0,,3,14,10,0
0,6,37,0,,-2,-11,18,0
0,6,37,0,,1,-28,33,0
0,12,30,0,,6,-24,15,8
4,19,24,0,,3,-43,23,101
-3,17,32,0,,10,-47,32,220
-6,23,30,0,,8,-40,14,305
0,22,18,0,,9,-39,38,372
-9,3,44,0,,7,-21,24,415
-7,6,27,0,,5,-23,34,449
4,-18,25,0,,-2,15,31,504
0,-24,30,0,,-7,2,40,520
4,-28,20,0,,-7,2,40,501
11,-3,,,,-6,0,48,485
8,21,87,,,-6,0,48,433
5,-45,25,201,,-7,32,15,360
10,-43,22,288,,-4,-24,37,315
8,-46,25,357,,-1,-8,18,218
8,-16,30,397,,0,-36,24,67
3,-23,25,438,,8,-34,21,0
-2,12,42,492,,-2,-41,30,0
4,40,-1,544,,11,-41,20,0
-7,-15,66,552,,11,-43,27,0
-1,56,2,490,,-4,-21,19,0
-7,-17,57,416,,14,-23,41,0
-4,39,9,355,,-1,-10,41,0
-4,-31,38,314,,-5,11,31,0
-2,-34,45,187,,1,14,30,0
3,-5,6,64,,-14,21,32,0
1,-55,33,0,,-2,,,
6,-28,20,0,,24,35,0,
7,-32,10,0,,-11,20,33,0
5,-55,42,0,,-16,14,32,0
7,-20,27,0,,6,0,22,0
1,-31,22,0,,-4,-13,27,0
5,-39,59,0,,-1,-14,23,0
-4,29,8,0,,8,-35,27,43
0,6,21,0,,-4,-38,30,146
-4,20,46,0,,15,-38,19,250
-9,54,8,0,,4,-41,33,324
-7,-6,56,0,,10,-27,20,388
-6,11,48,0,,1,-25,35,423
-8,27,16,0,,4,-2,33,465
1,-19,40,0,,0,10,28,531
-2,2,23,0,,-6,11,41,567
-2,-25,23,0,,-1,26,30,541
2,-43,31,29,,-7,15,34,457
,,,,,-6,17,27,390
,,,,,-1,0,29,325
4,-21,19,130,,-1,-12,26,274
10,-51,29,244,,5,-23,19,149
6,-29,28,308,,1,-42,28,12
4,-32,20,378,,15,-36,23,0
7,-16,40,413,,7,-47,23,0
-5,8,16,460,,9,-43,31,0
4,-15,51,521,,15,-23,17,0
-6,36,17,562,,0,-43,35,0
-4,2,50,543,,5,-28,46,0
-3,36,16,461,,6,11,12,0
-9,0,40,402,,-2,-15,46,0
0,1,38,339,,5,32,20,0
-8,0,18,294,,-7,3,40,0
-4,-20,28,189,,-9,,,
7,-23,21,48,,,0,56,0
0,-36,23,0,,3,36,8,0
14,-40,30,0,,-2,4,38,0
7,-31,31,0,,-9,-14,52,0
7,-31,31,0,,4,6,8,0
0,-19,25,0,,0,-16,16,0
0,-19,25,0,,2,-34,31,0
0,-16,26,0,,9,-33,19,63
5,0,34,0,,3,-40,21,168
-7,4,31,0,,9,-53,32,260
4,17,31,0,,9,-33,11,339
-8,16,32,0,,10,-37,42,397
-8,16,40,0,,0,-7,11,435
1,17,22,0,,4,-16,39,472
-2,8,34,0,,-2,21,25,535
-3,-3,22,0,,-7,1,37,570
6,-12,21,0,,-4,41,28,530
0,-20,24,0,,-11,1,42,456
0,-31,21,21,,-1,30,22,385
,,,,,-4,17,15,325
11,-40,22,130,,-1,-21,35,250
6,-48,25,245,,0,-16,20,115
12,-39,24,320,,-1,-37,22,0
3,-43,27,387,,10,-40,26,0
9,-8,26,405,,4,-40,24,0
3,-20,33,456,,12,-34,18,0
-2,-22,64,514,,3,-30,32,0
4,44,-2,558,,-7,-20,22,0
-9,-8,68,531,,12,-16,40,0
1,48,0,468,,-9,12,30,0
-9,-13,57,394,,-5,13,29,0
2,27,8,344,,-4,19,34,0
-1,0,17,302,,-12,24,,
-2,-28,36,174,,,36,0,
7,-19,9,44,,-1,23,32,0
2,-41,21,0,,-10,16,34,0
9,-43,34,0,,-1,5,22,0
7,-35,13,0,,5,-6,22,0
6,-49,29,0,,-9,-18,28,0
8,-14,23,0,,1,-17,17,0
2,-9,6,0,,8,-40,31,93
5,-25,60,0,,5,-32,19,190
-2,12,36,0,,16,-41,20,279
-4,3,30,0,,4,-36,34,353
-5,-5,57,0,,10,-24,22,402
-5,48,10,0,,-1,-18,33,446
-7,16,29,0,,4,2,36,494
-8,21,38,0,,-1,16,27,560
-8,12,21,0,,-5,12,42,562
-4,-21,37,0,,-1,32,18,501
-3,-3,19,0,,-7,17,31,423
1,-32,23,0,,-4,12,32,360
4,-42,,,,-3,-4,25,302
30,63,,,,0,-16,26,221
1,-27,20,163,,8,-29,21,77
10,-52,28,266,,4,-43,31,0
6,-22,25,333,,15,-35,24,0
7,-34,25,394,,7,-51,23,0
11,-36,51,430,,6,-55,36,0
-5,16,14,485,,16,-15,14,0
1,-11,52,545,,0,-42,41,0
-8,40,13,558,,6,-21,48,0
-2,0,52,510,,5,16,12,0
-9,39,16,429,,-7,-17,48,0
-12,21,25,362,,5,41,16,0
4,-5,36,300,,-8,1,43,
-7,-5,19,243,,,0,,
6,-32,27,87,,-8,-2,56,0
0,-29,21,0,,2,35,11,0
3,-38,21,0,,-3,1,36,0
11,-51,31,0,,-9,-19,44,0
7,-31,19,0,,4,0,9,0
11,-35,21,0,,3,-16,16,0
6,-27,33,0,,4,-43,33,18
7,-8,28,0,,6,-31,15,122
7,-5,34,0,,8,-57,32,234
1,4,34,0,,9,-55,35,307
-2,13,35,0,,9,-25,9,374
2,23,28,0,,8,-35,48,409
-7,17,35,0,,0,3,11,449
-8,14,36,0,,3,-12,44,498
2,14,26,0,,-2,25,20,556
-2,5,33,0,,-5,8,44,562
0,-12,22,0,,-5,36,25,499
6,-18,26,0,,-9,6,40,430
1,-26,20,0,,-6,4,42,370
12,,,,,-5,4,20,316
,-44,27,86,,2,-16,29,240
10,-37,20,205,,2,-28,24,99
6,-54,30,286,,-2,-38,28,0
13,-29,19,362,,13,-32,17,0
1,-44,31,402,,0,-50,36,0
8,3,23,432,,5,-30,18,0
0,-21,42,484,,12,-37,34,0
1,34,24,533,,-7,-12,21,0
1,47,-1,556,,8,-7,25,0
-8,-9,66,505,,-6,1,40,0
0,48,0,442,,-9,18,26,0
-5,13,29,376,,3,15,36,0
-4,0,33,326,,-6,18,39,
-3,-7,18,270,,,0,,
0,-34,31,114,,-11,25,32,0
8,-24,12,0,,-2,16,30,0
1,-41,24,0,,-10,12,32,0
8,-47,33,0,,1,-2,20,0
6,-32,17,0,,-5,-21,32,0
4,-48,30,0,,-6,-17,25,0
9,-8,20,0,,11,-36,21,91
0,-6,9,0,,-1,-39,28,193
2,-24,43,0,,14,-42,22,285
-3,23,27,0,,3,-29,34,355
-7,1,37,0,,10,-23,24,404
-7,1,57,0,,-3,-9,32,442
-5,43,10,0,,2,8,37,490
-7,8,39,0,,0,12,32,549
-8,25,30,0,,-9,15,36,562
-6,32,10,0,,-2,28,25,512
-3,-27,38,0,,0,26,19,433
-2,-17,32,0,,-10,4,45,368
0,-16,15,1,,4,8,17,319
6,,,,,-6,-21,29,249
,-42,31,91,,11,-24,17,103
7,-34,28,188,,0,-46,32,0
7,-39,19,280,,7,-40,29,0
9,-40,36,343,,9,-43,15,0
2,-16,12,401,,8,-52,25,0
8,-28,51,434,,11,-26,27,0
-1,18,12,494,,4,-28,19,0
-1,-4,53,547,,1,-39,50,0
-6,31,31,555,,6,28,15,0
-6,12,37,496,,0,15,13,0
-5,24,28,414,,-2,1,52,0
-9,10,27,356,,3,48,15,0
3,-8,32,296,,-7,-3,46,0
-5,-9,19,230,,-7,-5,57,0
2,-28,26,77,,1,35,9,
6,-33,23,0,,0,,,
8,-38,20,0,,-6,-6,30,0
16,-49,27,0,,2,-11,25,0
5,-34,28,0,,6,-1,10,0
11,-32,22,0,,2,-45,34,0
11,-34,35,0,,5,-47,34,87
1,-5,25,0,,6,-32,11,192
7,-3,31,0,,9,-62,36,282
0,8,34,0,,11,-21,15,360
-5,14,32,0,,5,-42,37,408
0,23,29,0,,2,2,20,435
-1,22,27,0,,0,11,10,478
-7,11,35,0,,0,-5,54,534
0,11,29,0,,-7,34,15,568
-5,1,28,0,,-4,10,52,526
-5,-12,25,0,,-4,29,23,448
8,-22,24,0,,-9,8,37,380
1,-36,21,19,,2,4,25,336
5,-47,30,115,,-7,-15,27,272
9,-35,16,229,,4,-26,22,127
,,,,,3,-36,27,1
6,-61,36,302,,5,-27,14,0
14,-16,14,374,,6,-60,39,0
0,-48,41,406,,0,-43,35,0
5,17,16,447,,10,-27,14,0
-3,-24,49,508,,11,-42,41,0
-3,-8,61,552,,-4,-1,20,0
0,48,1,541,,2,-9,46,0
-8,-12,66,469,,-7,6,40,0
0,50,1,411,,-4,20,26,0
-8,-25,51,351,,0,15,40,0
-1,-7,28,292,,,,,
0,-10,19,187,,,,,
0,-40,29,37,,-12,28,31,0
5,-24,15,0,,-10,24,31,0
2,-43,22,0,,-2,12,32,0
7,-48,32,0,,-10,1,22,0
7,-27,11,0,,1,-8,21,0
3,-47,35,0,,-3,-24,31,0
5,-1,20,0,,4,-25,15,37
-3,0,14,0,,11,-40,26,151
-1,-8,56,0,,0,-38,27,245
0,30,20,0,,13,-43,22,315
-9,3,45,0,,4,-25,32,387
-7,7,56,0,,10,-20,29,417
-4,38,13,0,,-3,-2,32,475
-11,7,42,0,,-2,8,33,536
-4,22,23,0,,3,12,30,576
-3,18,12,0,,-10,18,38,531
-3,-27,38,0,,-2,26,24,459
1,-12,16,0,,-8,6,39,380
0,-2,,,,0,7,22,341
2,16,58,,,5,-2,17,286
8,-45,31,159,,-4,-23,31,165
6,-31,18,252,,10,-29,17,25
7,-48,32,316,,1,-47,29,0
3,-10,20,386,,14,-38,20,0
1,-15,12,421,,11,-42,18,0
3,-19,52,474,,5,-44,37,0
1,22,13,531,,12,-11,10,0
-5,3,53,567,,2,-29,22,0
-6,39,15,524,,3,4,47,0
-4,7,38,462,,3,32,11,0
-6,34,16,384,,-6,-19,56,0
-5,2,29,333,,-4,13,53,0
1,-14,31,269,,,,,
-3,-11,16,156,,-1,33,7,0
7,-45,26,12,,-6,-13,52,0
6,-38,28,0,,-2,36,16,0
12,-37,18,0,,-5,-21,32,0
6,-51,35,0,,-5,-34,43,0
7,-27,24,0,,7,-5,8,0
11,-33,26,0,,6,-29,17,14
10,-33,42,0,,7,-47,34,118
3,6,24,0,,6,-35,11,226
0,0,39,0,,8,-62,40,304
-2,11,33,0,,9,-12,9,372
-4,19,29,0,,2,-24,8,412
-1,21,30,0,,9,-21,53,446
-5,15,35,0,,-3,13,11,499
-7,11,35,0,,1,0,55,547
1,2,26,0,,-3,41,18,561
-4,-8,22,0,,-7,6,46,510
5,-23,27,0,,-5,30,22,434
8,-24,24,0,,-9,6,34,366
0,-42,22,74,,1,-8,28,324
13,-40,26,181,,-8,-7,24,252
6,-5,,,,3,-24,20,98
0,19,282,,,5,-40,31,0
8,-59,40,343,,-4,-31,22,0
12,-8,8,396,,14,-51,28,0
2,-47,52,420,,1,-29,26,0
4,29,6,469,,4,-13,5,0
2,9,8,513,,9,-43,50,0
-4,2,59,550,,-2,12,16,0
0,43,5,540,,6,0,32,0
-5,-15,56,468,,0,-11,52,0
-5,42,14,397,,-11,31,17,0
-7,-8,34,344,,-2,11,4,
-1,-8,28,286,,5,0,,
2,-14,16,174,,-5,21,37,0
1,-48,32,25,,-10,23,29,0
10,-22,18,0,,-2,5,32,0
5,-52,26,0,,-10,5,24,0
8,-39,30,0,,1,-18,25,0
10,-12,6,0,,5,-29,31,0
1,-51,44,0,,-1,-19,17,49
8,-23,43,0,,12,-47,29,164
-2,2,18,0,,1,-34,24,254
0,-22,57,0,,12,-42,24,325
0,43,13,0,,3,-18,29,392
-7,32,13,0,,1,-13,21,425
-7,8,53,0,,3,-10,42,478
-2,17,20,0,,-4,13,28,544
-2,17,20,0,,3,15,33,576
-4,10,15,0,,-9,24,35,523
-4,10,15,0,,-4,17,28,457
-3,-32,35,0,,-2,19,26,372
4,-15,12,0,,-8,0,32,330
,,,,,5,-10,20,267
2,-27,17,90,,-2,-24,28,123
9,-47,36,190,,12,-34,19,1
6,-27,16,274,,7,-43,22,0
6,-47,35,338,,10,-43,28,0
9,-25,35,397,,13,-39,19,0
2,-16,20,434,,3,-38,37,0
0,-5,50,488,,10,-19,27,0
-2,19,16,546,,2,-21,25,0
-5,13,49,562,,0,8,42,0
-4,32,17,495,,5,32,8,0
-7,0,46,435,,3,10,19,0
-5,32,21,357,,-8,19,50,0
-5,-14,32,309,,-3,53,6,0
1,-12,25,222,,-5,-16,52,0
3,-21,17,87,,-8,-5,,
5,-45,28,0,,,56,0,
6,-35,26,0,,3,18,6,0
12,-44,19,0,,-4,-27,32,0
9,-57,32,0,,3,-13,23,0
10,-19,20,0,,6,-38,19,1
10,-33,35,0,,2,-55,33,97
5,-24,43,0,,10,-33,20,208
3,8,24,0,,7,-54,25,298
1,0,35,0,,11,-31,29,367
-2,20,30,0,,1,-25,13,413
-4,25,32,0,,7,-40,53,446
-1,17,30,0,,-3,25,13,499
-1,18,27,0,,-1,-15,51,558
