x 2fases 1,y 2fases 1,z 2fases 1,i 2fases 1,,x 2fases 5,y 2fases 5,z 2fases 5,i 2fases 5
4,-,,,,4,-14,25,0
36,32,423,,,3,-31,24,0
2,12,35,477,,14,-41,28,103
-1,-1,27,537,,5,-44,17,214
-4,25,38,560,,10,-54,32,296
-2,55,0,508,,12,-33,19,377
-3,-15,62,433,,2,-34,34,411
-2,43,10,357,,9,-7,20,448
-5,-25,39,322,,-4,-10,47,508
1,-8,19,237,,8,29,14,553
3,-32,22,86,,-10,3,54,547
5,-49,34,0,,1,41,10,488
3,-33,16,0,,0,12,25,422
11,-56,27,0,,-9,10,36,364
9,-54,37,0,,3,-10,20,312
5,-23,8,0,,-3,-19,32,207
5,-35,24,0,,12,-29,14,61
5,-8,34,0,,-4,-48,32,0
-3,7,17,0,,12,-23,17,0
1,-6,48,0,,6,-58,30,0
3,24,30,0,,6,-27,22,0
-10,16,38,0,,15,-13,16,0
3,1,25,0,,-5,-34,36,0
3,1,25,0,,5,16,32,0
-1,-4,27,0,,1,21,18,0
-1,-4,27,0,,-9,-6,55,0
-10,-10,33,0,,-4,33,37,0
3,-10,29,0,,,,,
2,-38,20,0,,,,,
-1,-39,31,100,,0,47,7,0
13,-29,2,218,,-3,13,20,0
-7,-60,38,,,-3,13,20,0
,296,,,,-11,-27,40,0
0,-19,3,356,,-6,-18,35,0
1,-40,42,404,,2,-10,12,0
3,6,22,437,,-3,-42,33,20
7,4,31,492,,9,-22,16,127
-7,8,39,553,,2,-50,30,228
-4,30,27,567,,8,-36,26,306
-2,25,31,502,,7,-25,21,377
-14,16,40,432,,5,-29,42,414
0,23,21,357,,11,1,29,460
-12,-7,36,307,,-4,-8,38,521
5,-8,18,222,,-1,26,29,568
-4,-30,32,74,,-9,13,34,548
-1,-25,17,0,,-6,26,35,481
11,-44,28,0,,-7,16,25,402
3,-36,27,0,,-13,-16,54,334
12,-34,18,0,,0,-6,15,285
6,-35,33,0,,-6,-33,37,158
8,-17,24,0,,9,-18,14,28
13,-13,29,0,,1,-44,26,0
-4,-3,40,0,,10,-44,28,0
1,21,26,0,,11,-35,21,0
1,24,20,0,,5,-41,27,0
-9,10,48,0,,13,-18,31,0
-4,29,28,0,,2,-3,13,0
-4,9,33,0,,3,-20,53,0
-9,-8,48,0,,1,6,41,0
5,12,9,0,,0,13,22,0
1,-12,19,0,,-3,-6,53,0
0,-29,30,0,,,,,
9,-19,15,29,,,,,
2,-50,27,130,,-4,47,12,0
11,-42,28,235,,-4,28,16,0
10,-40,16,322,,-4,-1,47,0
8,-39,41,382,,1,26,18,0
6,-10,,,,-4,-24,30,0
7,414,,,,5,-14,20,0
4,-34,42,452,,5,-15,8,0
0,24,25,506,,6,-50,33,77
-1,-6,36,558,,14,-38,22,193
-4,37,30,533,,7,-48,23,284
-1,8,31,465,,12,-39,27,362
-8,-16,64,392,,2,-34,23,412
1,38,3,329,,14,-12,33,438
-4,-33,40,292,,-1,-4,32,495
4,-9,14,177,,2,17,33,546
2,-42,24,32,,-7,15,31,556
6,-49,35,0,,-12,7,51,497
4,-37,14,0,,4,31,13,428
10,-57,30,0,,-10,-5,51,358
10,-47,37,0,,5,10,8,320
1,-21,8,0,,-8,-34,38,240
4,-35,30,0,,7,-15,8,94
1,4,31,0,,13,-42,21,0
-4,12,14,0,,1,-39,29,0
3,0,48,0,,11,-45,20,0
0,32,31,0,,5,-55,31,0
-10,14,38,0,,7,-22,20,0
-2,4,48,0,,14,-14,22,0
-8,34,21,0,,-5,-22,40,0
-13,13,28,0,,1,20,30,0
5,-8,28,0,,2,22,16,0
-8,-10,25,0,,-11,3,51,0
0,-19,20,0,,-4,38,32,0
7,-40,28,62,,-7,9,37,0
1,-27,15,168,,-15,-3,57,0
14,-40,18,260,,,,,
3,-43,36,339,,0,35,6,0
6,-19,12,389,,-5,-6,26,0
1,,,,,-4,-13,28,0
-30,42,427,,,4,-20,18,0
3,9,25,473,,-2,-46,36,62
0,5,39,532,,9,-23,15,174
-9,15,34,565,,3,-54,31,261
-2,28,31,531,,8,-28,21,329
-10,15,38,447,,5,-27,27,396
-6,24,23,380,,6,-18,42,432
-4,-3,33,309,,5,9,27,481
-5,-8,20,257,,-2,-7,39,543
7,-17,21,111,,-1,33,28,576
0,-28,17,0,,-8,11,40,526
13,-35,18,0,,-7,29,27,457
1,-44,32,0,,-2,41,6,382
4,-33,23,0,,-9,-17,48,324
15,-35,29,0,,2,9,11,276
4,-29,33,0,,-4,-32,35,138
8,-14,29,0,,8,-26,16,10
-2,0,34,0,,9,-32,18,0
-5,4,37,0,,7,-48,30,0
2,23,25,0,,10,-34,25,0
0,23,23,0,,8,-28,20,0
-6,13,39,0,,8,-36,38,0
-3,27,25,0,,3,2,14,0
-5,4,36,0,,3,-8,31,0
-11,-7,41,0,,0,-13,56,0
8,-1,11,0,,3,33,11,0
2,-20,24,0,,-4,12,25,0
1,-29,28,0,,-5,26,37,0
12,-26,18,89,,-4,16,23,0
3,-50,24,198,,-7,-12,,
11,-42,25,283,,,54,0,
10,-38,20,358,,2,22,11,0
6,-29,39,4,,-4,0,10,0
0,,,,,5,-28,37,0
6,-8,12,437,,6,-17,15,0
-2,-8,56,492,,0,-49,29,69
6,28,4,540,,13,-37,22,190
-4,-6,44,558,,8,-51,26,284
-4,41,22,496,,10,-46,29,354
-4,0,40,432,,11,-26,24,413
-4,19,25,366,,5,-24,35,434
3,23,5,309,,2,4,26,487
-3,-33,40,242,,-6,-2,41,547
5,-17,13,98,,4,32,20,566
1,-45,24,0,,-8,18,35,507
9,-47,33,0,,-3,23,30,438
6,-41,16,0,,-4,7,35,368
8,-44,16,0,,-4,3,20,337
10,-39,37,0,,1,-26,29,267
0,-20,11,0,,-2,-29,33,103
7,-30,36,0,,9,-27,11,0
-2,13,28,0,,-2,-53,32,0
-4,14,16,0,,12,-36,16,0
0,8,49,0,,11,-47,25,0
-4,39,28,0,,0,-32,24,0
-7,7,39,0,,12,-17,30,0
-5,4,46,0,,1,-16,29,0
-7,32,19,0,,-2,1,41,0
-11,1,29,0,,1,24,21,0
2,-10,29,0,,-12,8,37,0
-5,-16,22,0,,-2,33,30,0
0,-30,18,17,,0,33,16,0
8,-40,30,121,,-15,4,47,0
5,-32,18,226,,,,,
9,-,,,,-8,21,25,0
53,34,293,,,-4,-12,30,0
-2,-16,12,375,,-2,-14,24,0
12,-32,43,408,,5,-13,13,0
-7,8,28,459,,-3,-42,30,75
0,11,30,521,,11,-32,21,192
0,12,34,567,,5,-45,29,276
-11,26,32,543,,6,-28,23,343
0,18,34,470,,11,-19,24,404
-12,16,37,396,,-1,-26,37,448
-5,17,21,327,,1,12,30,507
-6,-12,32,276,,-4,-2,37,561
0,-11,20,141,,-4,35,29,570
6,-32,31,12,,-8,10,40,497
2,-30,17,0,,-8,27,25,429
15,-40,19,0,,-2,33,12,351
3,-41,32,0,,-8,-18,40,301
11,-30,20,0,,2,0,16,229
13,-31,33,0,,0,-33,30,79
0,-16,30,0,,9,-31,20,0
3,0,32,0,,11,-33,20,0
-2,5,32,0,,7,-48,30,0
-3,15,35,0,,9,-45,31,0
1,28,25,0,,8,-23,17,0
-8,11,42,0,,8,-34,42,0
-10,13,41,0,,9,-8,30,0
2,20,20,0,,0,-5,35,0
-4,-2,37,0,,-3,-11,56,0
0,-3,20,0,,0,35,9,0
7,-9,17,0,,-6,11,32,0
0,-35,31,0,,-2,27,31,0
2,-35,24,70,,0,38,8,0
10,-40,18,180,,-8,,,
7,-53,33,269,,,-11,52,0
15,-24,15,349,,-2,5,33,0
2,-45,39,39,,-5,-14,15,0
7,,,,,6,-28,31,0
10,3,11,422,,7,-23,13,18
5,-3,16,470,,2,-48,30,115
-4,-1,55,526,,9,-41,21,229
2,27,7,558,,8,-47,27,310
-8,5,58,525,,11,-36,23,382
-1,39,16,447,,9,-28,27,422
-4,0,42,384,,8,-13,35,450
-2,13,22,325,,-1,5,28,508
-3,-20,22,276,,-3,5,37,559
3,-28,27,125,,0,33,24,555
5,-32,15,0,,-8,14,36,484
3,-45,26,0,,-3,20,29,416
8,-47,28,0,,-5,2,34,349
8,-40,14,0,,0,-5,18,322
9,-46,31,0,,7,-8,18,235
4,-16,17,0,,-1,-32,31,68
0,-19,16,0,,11,-32,16,0
3,-5,50,0,,-2,-52,30,0
-3,21,22,0,,6,-41,22,0
-4,-2,42,0,,14,-42,26,0
-2,17,49,0,,-3,-29,24,0
-7,28,19,0,,6,-21,28,0
-5,8,45,0,,-1,-7,30,0
-2,36,21,0,,-2,3,40,0
-9,-15,30,0,,4,23,28,0
0,-22,35,0,,-14,13,40,0
-2,-10,20,0,,-10,13,48,0
1,-37,20,21,,-2,31,17,0
12,-37,22,129,,-13,,,
-3,-38,27,241,,,2,43,0
,,,,,-4,12,23,0
,,,,,-4,-16,30,0
13,-46,24,308,,-3,-20,23,0
0,-24,28,382,,5,-19,12,18
11,-24,27,413,,-3,-44,29,125
-7,-4,38,473,,12,-37,23,242
0,11,30,534,,4,-38,28,316
-5,18,33,568,,5,-27,26,378
-16,24,35,521,,2,-19,23,423
2,21,33,448,,0,-20,39,469
-13,19,34,374,,0,19,29,529
0,6,21,322,,-8,2,39,569
-8,-15,32,257,,-6,35,26,555
3,-17,18,118,,-6,11,37,472
5,-37,30,0,,-11,3,47,404
-6,-35,26,0,,0,27,17,336
16,-44,20,0,,-8,-21,35,286
2,-34,32,0,,2,-8,16,184
3,-25,19,0,,2,-37,27,39
12,-29,34,0,,2,-41,30,0
0,-9,31,0,,9,-35,22,0
6,-1,32,0,,5,-50,30,0
2,6,32,0,,9,-45,30,0
-8,11,37,0,,8,-19,16,0
-5,17,37,0,,3,-34,32,0
-2,24,26,0,,5,2,32,0
-9,13,38,0,,0,18,13,0
-3,20,23,0,,-3,-11,52,0
-5,-7,32,0,,4,24,27,0
-8,-14,30,0,,,,,
8,-16,17,0,,,,,
-2,-40,28,26,,-6,14,35,0
6,-40,27,120,,-2,23,29,0
9,-41,17,226,,-2,31,13,0
,,,,,-8,-11,45,0
5,-34,20,387,,0,-1,24,0
0,-45,44,397,,-1,-17,19,0
0,-45,44,405,,5,-32,31,0
9,13,11,440,,7,-34,18,64
4,1,21,488,,4,-43,23,165
-3,5,48,538,,8,-51,24,262
0,29,11,553,,11,-35,25,341
-8,-5,53,498,,11,-29,30,401
1,36,15,425,,0,-15,25,436
-6,-2,42,361,,8,0,32,470
1,2,20,317,,-1,7,30,528
2,2,7,273,,0,16,37,566
1,-38,37,133,,0,32,34,534
10,-27,14,1,,-6,11,33,463
3,-32,14,0,,-4,19,27,394
10,-56,37,0,,-5,-6,33,329
9,-32,10,0,,2,-7,19,293
8,-36,14,0,,7,-16,21,171
8,-28,39,0,,-2,-37,27,14
1,-8,14,0,,15,-34,17,0
5,-19,51,0,,0,-52,31,0
-2,27,14,0,,6,-39,21,0
-3,17,16,0,,13,-38,30,0
-3,23,49,0,,-3,-25,22,0
-4,41,19,0,,8,-16,31,0
-9,0,48,0,,-4,1,29,0
-4,15,37,0,,-2,5,40,0
-8,3,21,0,,3,29,29,0
-6,-23,34,0,,-5,,,
3,-11,21,0,,32,22,0,
-3,-35,25,25,,-8,8,48,0
13,-36,21,130,,-4,26,29,0
3,-45,30,234,,-10,12,34,0
,,,,,0,0,25,0
8,-36,18,305,,1,5,16,0
8,-34,35,374,,-6,-13,25,0
-2,-15,18,410,,-2,-27,23,8
4,-15,44,461,,7,-31,22,102
-7,15,27,531,,5,-45,31,212
2,15,37,567,,10,-32,19,294
-9,21,37,530,,0,-38,32,367
-6,23,32,459,,7,-24,32,409
-6,18,31,382,,0,-11,26,459
-10,8,25,329,,-1,-1,48,521
1,-14,29,260,,0,24,15,569
-7,-14,22,135,,-10,9,53,560
11,-35,22,0,,-2,37,13,488
2,-42,32,0,,-9,7,38,420
12,-33,16,0,,-6,21,27,351
7,-46,37,0,,-4,-11,25,294
1,-29,30,0,,-3,-15,28,189
14,-25,24,0,,8,-24,17,42
-3,-13,35,0,,3,-44,31,0
1,0,32,0,,12,-33,23,0
3,10,31,0,,6,-44,23,0
-3,12,32,0,,10,-36,32,0
-5,23,35,0,,14,-14,23,0
0,28,23,0,,2,-33,36,0
-10,11,40,0,,3,15,25,0
-9,12,36,0,,0,19,13,0
4,4,23,0,,-3,-7,41,0
-7,-14,29,0,,1,31,2,
15,-33,26,136,,7,0,,
15,-33,26,169,,-7,14,36,0
7,-48,15,194,,-6,-1,51,0
7,-48,15,247,,0,28,13,0
6,-45,38,310,,-6,5,30,0
17,-15,16,385,,2,-9,24,0
,,,,,2,-5,12,0
6,-36,57,411,,5,-35,31,0
8,-3,38,458,,6,-40,27,42
0,-8,20,512,,4,-39,21,141
-4,12,37,554,,13,-51,25,260
-4,25,18,522,,9,-38,26,331
-6,3,49,460,,8,-30,23,394
-2,40,10,387,,10,-33,38,426
-8,-13,41,338,,2,1,24,461
3,-3,19,272,,0,0,40,518
1,-23,24,160,,-4,16,26,567
8,-42,26,22,,-2,23,34,544
9,-29,17,0,,-3,19,29,468
8,-49,26,0,,-7,12,35,398
8,-45,27,0,,1,5,27,349
9,-22,9,0,,-7,-14,24,307
7,-43,43,0,,7,-26,22,178
7,-23,40,0,,4,-41,30,32
1,-5,21,0,,5,-28,14,0
2,-14,53,0,,6,-57,33,0
0,32,12,0,,1,-50,29,0
-8,20,22,0,,11,-32,20,0
-2,22,43,0,,0,-31,27,0
-3,32,19,0,,-1,-20,26,0
-8,6,42,0,,4,3,35,0
-2,14,30,0,,-5,7,27,0
-8,-9,25,0,,-3,9,43,0
5,-15,26,0,,0,34,28,0
3,-24,19,0,,-10,9,40,0
-4,-33,22,79,,-9,4,49,0
14,-44,25,188,,-2,3,,
0,-38,25,276,,7,15,0,
9,-26,11,338,,-10,3,34,0
6,-37,4,,,0,-4,24,0
2,397,,,,1,4,15,0
2,-6,16,427,,-5,-40,33,0
-2,-9,48,487,,0,-32,22,54
-6,21,22,550,,6,-34,22,152
-2,16,40,564,,5,-48,32,255
-11,24,37,494,,10,-24,17,327
-5,21,31,423,,-2,-39,36,394
-7,16,33,348,,10,0,22,428
-5,2,21,308,,-3,-6,29,485
0,-22,33,218,,-3,5,43,543
-2,-16,16,70,,-3,25,17,574
11,-43,30,0,,-9,12,53,535
0,-45,34,0,,-2,36,11,452
13,-35,15,0,,-15,-5,48,378
5,-40,38,0,,3,15,8,325
0,-22,24,0,,-4,-18,27,261
13,-25,31,0,,0,-16,27,128
4,-21,40,0,,6,-32,19,1
0,8,31,0,,6,-44,32,0
2,8,32,0,,14,-33,20,0
-7,17,33,0,,6,-45,27,0
-9,18,38,0,,4,-47,35,0
1,24,23,0,,11,-9,18,0
-5,17,30,0,,3,-33,44,0
-8,10,32,0,,6,-11,49,0
4,9,20,0,,0,21,14,0
-7,-20,30,0,,-3,-9,46,0
7,-19,19,0,,-2,39,20,0
11,-26,16,33,,-5,43,8,0
1,-47,32,134,,-6,-8,54,0
12,-37,17,238,,,,,
5,-53,33,316,,-1,19,27,0
16,-15,19,38,,-5,-1,28,0
4,,,,,3,-15,26,0
0,-39,35,416,,3,-9,14,0
4,-29,55,457,,5,-41,30,5
4,27,4,507,,7,-45,29,96
-4,-17,63,554,,5,-38,19,194
1,55,0,534,,10,-54,29,292
-3,17,23,469,,10,-27,23,366
-6,9,45,396,,8,-33,28,411
0,20,12,338,,1,-7,31,440
-2,-28,42,288,,2,12,19,488
6,-4,6,199,,0,-4,43,544
2,-35,25,51,,-5,27,23,561
9,-42,28,0,,-1,16,38,505
6,-37,10,0,,-7,18,31,432
9,-60,31,0,,-9,16,33,368
9,-31,23,0,,1,-10,28,312
8,-15,2,0,,-4,-9,18,237
7,-44,52,0,,8,-39,27,91
5,-12,38,0,,-3,-33,21,0
1,-1,24,0,,8,-27,11,0
0,-14,57,0,,5,-63,36,0
-5,39,11,0,,8,-26,12,0
-5,6,52,0,,12,-30,24,0
0,16,40,0,,-2,-26,29,0
-10,23,26,0,,6,-2,36,0
-6,7,37,0,,1,6,32,0
-2,-2,26,0,,-4,9,25,0
-10,-10,25,0,,-4,16,43,0
5,-24,20,0,,0,38,29,0
0,-36,28,58,,-9,4,44,0
-1,-27,16,171,,-13,9,4,
11,-55,33,266,,4,0,,
1,-26,19,337,,-2,27,16,0
12,-39,,,,-8,-14,38,0
30,393,,,,0,0,20,0
-6,-8,26,428,,0,-30,27,0
8,-8,40,483,,-5,-44,34,33
-9,18,30,549,,13,-21,12,145
-2,17,32,561,,1,-57,37,243
-10,25,35,495,,11,-23,15,317
-6,19,31,427,,0,-39,33,388
-2,13,34,349,,9,-8,28,417
-13,6,24,308,,6,6,21,466
3,-18,26,211,,-5,-11,51,534
-4,-20,25,69,,1,39,14,576
9,-34,20,0,,-13,0,53,545
8,-48,34,0,,-10,14,48,472
3,-31,17,0,,-1,32,12,392
12,-47,31,0,,-12,-6,48,331
6,-33,36,0,,2,6,9,283
7,-16,21,0,,-8,-32,38,163
12,-23,40,0,,12,-17,8,28
-4,8,31,0,,6,-40,22,0
3,9,31,0,,7,-41,31,0
0,16,30,0,,9,-34,17,0
-6,22,33,0,,4,-44,27,0
-3,19,34,0,,12,-21,31,0
-5,17,30,0,,1,-17,23,0
-10,8,36,0,,2,-26,51,0
5,0,19,0,,0,31,14,0
2,-12,23,0,,1,18,15,0
-1,-22,27,0,,-4,8,52,0
8,-25,17,20,,-4,48,14,0
2,-46,27,128,,-6,-4,46,0
14,-40,24,234,,,,,
10,-45,24,319,,-7,-10,55,0
7,-30,32,3,,0,25,8,0
80,,,,,-5,-11,27,0
6,-20,14,414,,3,-17,26,0
4,-13,54,450,,6,-28,20,0
3,26,21,507,,4,-47,31,77
-3,-10,40,554,,9,-38,23,177
-2,41,27,525,,12,-47,18,286
-2,4,31,461,,9,-42,36,349
-5,18,35,387,,5,-20,11,405
0,3,19,331,,8,-36,38,427
-7,-36,46,289,,0,9,24,476
5,-3,10,173,,1,-6,40,536
2,-46,27,32,,-1,28,26,569
11,-37,27,0,,-6,35,21,520
8,-28,10,0,,-2,7,41,456
8,-63,36,0,,-6,23,26,381
8,-53,40,0,,0,-9,27,343
6,-15,1,0,,-4,-13,26,276
4,-40,30,0,,7,-27,17,129
2,4,32,0,,7,-49,30,3
-2,21,7,0,,0,-28,15,0
1,-13,58,0,,11,-58,31,0
-1,26,35,0,,5,-58,38,0
-7,21,30,0,,7,-22,11,0
-4,13,40,0,,8,-33,39,0
-8,37,18,0,,-2,-14,27,0
-3,-6,34,0,,3,1,40,0
2,-15,34,0,,0,8,34,0
-7,-5,20,0,,-9,12,36,0
5,-38,23,0,,-5,22,42,0
4,-43,32,65,,-3,24,25,0
3,-23,11,172,,-13,5,43,
7,,,,,,0,,
-65,42,261,,,-2,31,16,0
4,-12,7,330,,1,10,19,0
9,-23,7,382,,-6,-19,35,0
0,-29,48,421,,4,-13,14,0
5,8,18,460,,0,-41,30,10
3,-11,46,525,,4,-22,15,118
-8,30,23,562,,6,-54,31,218
-2,14,41,533,,5,-30,25,303
-10,28,31,450,,11,-16,13,376
-5,14,31,378,,-4,-41,37,415
-6,4,29,316,,9,3,27,454
-2,-10,20,260,,-3,-5,38,524
5,-27,32,121,,-3,23,34,568
2,-24,13,1,,-8,21,30,553
11,-42,24,0,,-10,19,38,478
2,-40,30,0,,-2,22,21,400
6,-27,14,0,,-10,-11,50,332
11,-43,37,0,,2,-6,15,276
0,-12,18,0,,-5,-30,33,146
8,-16,25,0,,6,-20,15,14
-4,0,38,0,,5,-46,28,0
-4,15,28,0,,8,-40,28,0
0,11,35,0,,12,-33,20,0
-2,21,32,0,,3,-41,30,0
-7,17,37,0,,4,-35,32,0
-5,17,31,0,,9,-7,19,0
-5,15,30,0,,1,-13,30,0
-2,-3,27,0,,-1,7,42,0
5,-6,20,0,,3,32,14,0
-4,-24,27,0,,-6,-6,50,0
1,-28,25,6,,-1,47,11,0
11,-39,21,113,,0,31,14,0
8,-45,30,222,,,,,
12,-38,17,301,,-8,-7,51,0
3,-42,35,36,,-1,22,18,0
8,,,,,-4,-21,28,0
13,-8,14,405,,-1,-33,37,0
5,-18,20,446,,7,-18,12,0
0,0,53,499,,4,-48,32,98
4,23,8,543,,9,-40,21,197
-7,-11,48,546,,8,-38,11,292
-3,47,18,481,,9,-52,38,354
-4,-6,42,413,,8,-11,13,409
-5,25,25,346,,8,-34,47,430
-2,-17,23,303,,-1,22,16,490
1,-20,31,182,,0,-10,44,553
8,-25,11,48,,-4,40,22,561
6,-52,36,0,,-6,36,19,497
11,-34,23,0,,-3,0,43,434
7,-48,18,0,,-6,25,20,360
8,-63,38,0,,2,-23,32,324
10,-9,11,0,,-3,-7,19,238
5,-41,42,0,,2,-12,12,85
9,-24,60,0,,8,-55,35,0
-4,25,3,0,,2,-26,10,0
-2,-9,38,0,,11,-42,18,0
-5,38,30,0,,7,-48,35,0
-7,50,7,0,,4,-22,12,0
-3,-9,58,0,,9,-38,37,0
-7,21,35,0,,-2,0,24,0
-9,13,19,0,,0,4,27,0
2,-21,37,0,,2,11,34,0
-5,-4,22,0,,-5,22,26,
3,-29,18,0,,,0,,
6,-48,28,63,,-6,23,40,0
-4,-24,19,180,,0,26,28,0
,,,,,-13,12,41,0
,,,,,-11,17,33,0
14,-57,27,273,,1,-4,26,0
2,-23,27,345,,-6,-13,29,0
8,-33,19,394,,1,-4,14,0
-4,-10,41,436,,3,-46,32,32
3,3,25,485,,-5,-40,28,149
-2,6,48,547,,14,-35,20,247
-2,6,48,535,,1,-47,34,325
-6,15,41,516,,12,-17,15,392
-13,35,23,435,,-3,-35,37,429
-5,1,34,367,,6,10,32,482
2,-3,34,307,,-3,-1,35,549
-10,-2,18,244,,-6,27,32,576
5,-35,31,96,,-4,18,32,524
-3,-21,16,0,,-10,23,35,450
2,-32,17,0,,-2,14,26,370
10,-51,36,0,,-10,-15,45,315
5,-26,15,0,,4,-13,19,230
9,-38,25,0,,0,-33,33,85
2,-20,29,0,,6,-23,17,0
0,-9,18,0,,5,-48,28,0
3,-10,44,0,,2,-48,32,0
-4,19,26,0,,13,-32,19,0
-3,10,32,0,,3,-36,32,0
-3,27,29,0,,4,-28,35,0
-7,25,29,0,,5,0,20,0
-4,13,31,0,,0,-7,32,0
1,19,26,0,,-2,14,36,0
-8,-4,30,0,,5,33,11,0
-1,-11,24,0,,-8,0,55,0
3,-20,23,0,,-8,25,40,0
3,-33,24,22,,-2,18,,
10,-42,24,135,,21,0,,
3,-46,28,242,,-8,-13,53,0
11,-41,23,316,,2,19,10,0
8,-38,,,,2,4,11,0
25,384,,,,0,-31,36,0
9,-19,32,411,,5,-24,22,0
4,-13,25,459,,5,-41,22,88
-3,7,47,517,,10,-47,28,197
3,19,11,555,,10,-39,16,288
-7,-7,54,532,,7,-46,38,355
-1,45,12,461,,10,-27,34,410
-4,-8,48,391,,5,-20,17,436
-1,21,16,330,,0,0,47,489
-2,-26,27,282,,0,11,17,549
2,-22,24,136,,-1,16,48,568
7,-35,17,10,,-5,45,16,501
1,-53,31,0,,-4,-2,44,435
9,-39,22,0,,-3,26,26,365
8,-35,9,0,,-5,-15,22,326
7,-55,39,0,,1,-18,31,228
10,-32,35,0,,2,-24,12,78
1,-18,10,0,,11,-51,37,0
2,-13,57,0,,4,-34,23,0
-2,27,16,0,,11,-52,22,0
-1,-9,44,0,,8,-35,31,0
-5,46,24,0,,5,-15,11,0
-4,43,8,0,,10,-34,45,0
-7,-7,55,0,,5,-13,40,0
-6,28,26,0,,-3,5,29,0
-6,-5,23,0,,0,-1,44,0
0,-29,39,0,,-7,30,24,0
-2,-7,19,0,,-5,15,42,0
1,-15,14,1,,-2,20,30,0
6,-47,29,97,,,,,
0,-29,17,201,,-13,16,35,0
10,-57,30,289,,-10,8,31,0
-7,4,35,444,,0,-10,26,0
,,,,,-4,-14,26,0
-2,16,7,460,,1,-16,15,0
-2,16,7,478,,2,-46,31,84
3,0,37,501,,10,-28,18,200
0,-6,52,540,,6,-51,33,276
-16,19,29,559,,1,-37,30,352
-14,16,30,501,,11,-19,23,403
-14,16,29,420,,-3,-25,37,449
-19,12,21,346,,2,13,31,510
-3,-11,28,281,,-2,3,36,566
-11,-10,17,168,,-8,32,33,570
8,-37,27,29,,-5,15,33,498
-2,-26,18,0,,-13,3,50,432
14,-51,30,0,,-2,32,13,355
8,-49,35,0,,-10,-18,40,302
4,-24,15,0,,2,-2,15,206
10,-35,26,0,,2,-34,29,60
0,-15,30,0,,7,-28,20,0
4,-8,36,0,,13,-36,21,0
1,0,41,0,,3,-46,30,0
-7,18,27,0,,14,-30,22,0
-7,13,35,0,,12,-29,26,0
-1,26,29,0,,4,-25,36,0
-7,20,32,0,,2,6,22,0
-5,15,28,0,,-2,-2,32,0
1,14,26,0,,1,17,33,0
-8,-11,28,0,,3,34,13,0
8,-18,20,0,,-5,16,29,0
3,-24,22,0,,-7,23,35,0
5,-37,24,70,,,,,
10,-45,23,184,,,,,
4,-46,27,277,,0,12,26,0
12,-35,23,350,,-9,-11,47,0
,,,,,3,10,10,0
5,-37,28,401,,3,-8,17,0
10,-12,30,432,,0,-32,32,0
2,-7,31,484,,6,-31,21,33
-2,15,39,537,,6,-40,21,141
1,17,20,553,,10,-50,31,246
-8,-4,57,496,,12,-34,16,331
1,40,7,435,,6,-41,38,390
-7,-10,51,363,,6,-10,10,425
1,13,12,312,,5,-18,56,461
0,-30,31,252,,-2,6,43,519
-1,-35,37,84,,-2,10,20,568
11,-25,12,0,,-5,25,44,533
4,-51,30,0,,-2,19,20,459
9,-41,22,0,,-4,6,42,398
10,-34,13,0,,0,24,21,338
7,-49,40,0,,-2,-24,27,291
8,-25,34,0,,2,-16,26,162
2,-16,17,0,,1,-37,16,24
0,-2,51,0,,13,-45,35,0
-1,34,11,0,,4,-36,22,0
-4,-7,53,0,,8,-54,23,0
-6,13,57,0,,10,-25,26,0
-3,31,12,0,,2,-16,11,0
-7,-5,47,0,,10,-28,49,0
-4,31,18,0,,-5,16,20,0
-6,-19,31,0,,-5,2,30,0
0,-28,40,0,,0,26,33,0
-1,-13,14,0,,-6,37,23,0
3,-42,22,60,,-6,8,44,0
9,-44,31,16,,-5,,,
6,,,,,23,30,0,
3,-32,17,260,,-14,11,32,0
9,-53,31,324,,-8,-6,32,0
1,-11,18,390,,0,-9,24,0
10,-32,40,422,,-4,-18,29,0
-9,17,28,484,,2,-25,18,27
0,-1,37,544,,0,-44,30,127
0,3,49,570,,9,-35,20,237
-10,39,19,516,,9,-42,30,302
-2,4,47,448,,0,-32,29,378
-12,32,20,370,,12,-18,27,414
1,-15,32,315,,-6,-14,36,470
0,-11,28,247,,1,15,31,534
-4,-14,19,90,,-6,8,35,573
10,-39,28,0,,-8,32,33,553
-2,-29,20,0,,-5,14,32,468
12,-52,30,0,,-15,6,45,402
7,-43,34,0,,2,24,16,336
4,-22,14,0,,-10,-20,37,279
12,-33,31,0,,3,-8,16,160
-3,-7,30,0,,1,-37,28,20
2,-3,36,0,,10,-32,20,0
2,3,39,0,,14,-40,22,0
-9,20,26,0,,2,-42,30,0
-5,16,36,0,,15,-27,24,0
-2,24,29,0,,9,-25,24,0
-11,21,32,0,,5,-21,38,0
-2,9,28,0,,9,-1,32,0
4,5,24,0,,-3,3,35,0
-7,-14,25,0,,-5,-4,48,0
10,-24,21,0,,0,35,14,0
4,-30,25,32,,-5,20,28,0
8,-38,25,128,,-6,1,,
,,,,,6,35,0,
7,-48,23,237,,-1,13,28,0
8,-40,26,308,,-9,-9,40,0
15,-30,22,379,,3,-1,12,0
0,-33,31,413,,5,-12,16,0
11,-3,28,459,,2,-39,31,0
0,-6,34,513,,8,-40,25,84
1,21,31,552,,7,-36,17,194
-2,16,29,533,,8,-57,34,277
