x Desb 5,x Desb 4 ,x Desb 3,x Desb 2 ,z Desb 5 ,z Desb 4,z Desb 3 ,z Desb 2 
49,6,19,41,93,-16,42,34
49,9,16,38,58,36,64,92
42,8,42,4,101,,86,
52,13,32,7,60,376,62,56
41,7,51,22,77,20,98,50
51,5,40,37,64,-2,51,63
35,-2,50,15,55,-26,101,28
41,13,44,27,67,35,36,64
22,9,45,13,30,-11,95,7
24,10,42,20,69,37,25,64
15,-4,30,11,8,-13,45,0
20,-13,29,1,74,16,67,27
11,-25,26,16,-4,-9,25,33
15,-32,23,5,66,-27,74,5
14,-33,8,17,0,17,4,47
13,-48,10,11,16,-44,49,-3
19,-41,17,19,44,3,24,49
16,-44,11,10,4,-43,31,-13
18,-33,14,16,40,2,39,42
14,-32,12,10,17,1,-12,9
10,-43,,0,19,-28,,12
14,-34,,7,36,12,,11
3,-38,14,3,-11,-12,53,-24
13,-34,15,1,37,17,-3,25
1,-32,14,2,-8,8,41,12
0,-39,17,-7,-14,-10,57,-15
13,-25,8,9,30,46,-24,25
,-34,11,7,,3,12,-6
,-27,9,-12,,54,20,13
2,-27,5,-7,-23,15,1,0
8,-22,9,-16,22,65,51,-24
13,-14,0,-25,8,28,-28,25
6,-13,-3,,-16,68,-22,
9,3,8,-28,37,,31,-28
0,48,-2,-46,7,,-26,12
-23,-4,15,-39,-3,33,45,-1
-21,8,0,-49,10,85,-27,-36
-42,10,4,-36,-22,34,43,8
-39,22,-13,-38,1,96,-32,-36
-50,32,-17,-30,-40,48,34,-9
-37,35,-32,-30,0,101,-32,-34
-42,48,-41,-28,-41,58,14,18
-32,40,-43,-37,4,56,-39,0
-32,53,-46,-32,-34,104,0,39
-31,47,-37,-29,16,43,-30,3
-28,42,-45,-31,-18,75,-6,41
-27,53,-30,-29,27,65,-11,30
-31,45,-44,-30,0,33,-10,38
-33,35,-31,-19,29,82,16,42
-30,36,-40,-2,20,25,-7,62
-35,21,-30,-2,10,31,33,62
-25,17,-33,-5,52,68,0,30
-28,12,-,7,17,8,,78
-27,10,31,15,42,37,35,75
-12,19,-27,8,51,35,25,44
-17,12,-36,16,48,27,3,79
2,12,-19,30,66,68,62,57
2,15,-19,25,38,-2,44,46
-5,20,-26,40,46,56,35,103
12,19,-3,36,78,-1,64,48
11,17,-11,33,43,50,34,73
14,18,-2,48,82,4,76,82
34,10,7,36,61,2,45,62
,12,-3,42,,34,45,
31,8,25,102,49,-11,85,
42,9,15,49,104,37,44,37
46,380,19,29,52,,80,88
46,6,41,39,107,-11,69,85
51,9,33,30,44,24,79,26
44,4,53,34,95,-14,82,88
49,7,36,22,42,20,65,13
39,11,56,18,34,4,86,76
40,9,37,14,85,-12,45,-5
29,10,51,15,19,40,91,66
15,-6,34,15,76,-21,24,5
19,-16,35,5,10,27,91,48
15,-28,36,15,68,-24,11,54
9,-35,13,10,8,-22,52,-11
11,-36,25,15,0,10,48,25
22,-48,5,8,67,-42,20,15
14,-42,16,16,-7,4,55,53
22,-42,17,11,61,-48,1,-14
16,-41,11,13,-5,-16,60,40
15,-35,16,7,21,-11,67,-10
15,-43,12,2,35,-15,,-10
8,-36,,10,0,5,0,31
15,-38,16,-3,33,-7,63,-25
6,-29,15,5,1,32,-17,28
1,-35,17,1,-11,-3,60,-6
15,-32,15,-10,41,34,40,3
-1,-31,8,7,-21,14,-16,32
15,-33,13,3,33,38,49,-18
9,-25,5,-4,15,30,-26,25
2,-29,7,-2,-4,46,30,23
14,-14,5,-24,39,46,0,-20
0,-16,-1,-23,,45,-38,22
6,2,9,-38,-13,69,43,-30
8,,-1,-39,31,,-34,
8,-2,0,,31,38,-3,29
-18,-1,12,-42,-19,75,28,-44
-16,12,-3,-40,26,44,-13,9
-42,15,2,-34,-5,78,31,-36
-42,29,-19,-38,-18,101,-25,11
-53,28,-17,-29,-21,79,31,-26
-39,40,-38,-39,-15,107,-36,16
-47,46,-37,-27,-29,48,17,-1
-29,46,-51,-36,-1,108,-26,20
-37,52,-34,-26,-26,50,-3,27
-29,43,-31,-35,16,53,-26,14
-32,53,-40,-23,-17,87,-31,52
-27,41,-40,-30,35,36,-31,15
-33,33,-42,-16,-8,67,8,62
-28,40,-29,-21,40,49,1,23
-28,18,-36,-1,33,45,-18,76
-37,19,-30,-3,18,69,41,47
-23,28,-33,-4,47,16,,59
-30,13,-12,14,25,56,,85
-24,20,-28,8,58,62,52,37
-12,9,-28,8,36,4,11,57
-16,15,-34,33,64,62,11,78
-1,20,-17,28,79,20,62,46
-3,15,-27,31,36,35,18,98
7,20,-22,42,84,24,52,59
16,15,-6,32,,25,52,53
,21,-10,48,0,27,54,
12,7,4,,60,16,81,
19,11,1,,96,22,39,
35,4,16,,49,-3,87,
26,12,25,,63,3,75,
47,0,16,,95,,56,
41,12,40,,60,3,92,
40,3,32,,97,10,57,
54,9,36,,63,7,95,
40,0,51,,73,-7,62,
51,14,39,,68,26,85,
36,8,56,,50,-5,68,
41,9,36,,72,31,61,
23,0,51,,26,-8,72,
22,-17,32,,72,11,39,
17,-16,29,,3,29,72,
19,-29,25,,78,-29,23,
11,-34,23,,-7,19,77,
14,-46,25,,67,-44,18,
20,-45,9,,47,3,48,
14,-42,17,,8,-42,28,
19,-43,14,,54,-37,-11,
16,-32,15,,7,5,75,
17,-38,13,,38,-34,-17,
11,-36,0,,17,16,,
7,-35,15,,-11,-20,57,
14,-36,17,,42,9,52,
3,-31,14,,-14,16,-10,
4,-39,17,,-2,9,59,
13,-29,10,,33,39,-27,
1,-31,11,,-21,9,13,
10,-28,9,,21,48,24,
2,-27,5,,-6,22,-5,
7,-25,10,,17,56,50,
18,40,0,,,,-28,
,-13,6,,0,35,29,
6,-14,8,,-19,63,38,
1,2,-4,,8,56,-32,
0,-6,16,,15,56,48,
-21,6,1,,-8,82,-31,
-20,12,6,,15,39,46,
-40,21,-13,,-26,93,-32,
-37,31,-18,,7,55,31,
-50,32,-31,,-43,95,-29,
-37,46,-46,,1,103,-7,
-41,43,-33,,-44,52,13,
-31,50,-33,,8,109,13,
-32,46,-36,,-36,43,-23,
-30,41,-45,,18,66,-11,
-29,53,-28,,-19,72,-7,
-33,36,-45,,29,46,-14,
-32,40,-26,,2,73,11,
-34,37,-40,,28,34,-7,
-26,18,-32,,45,57,31,
-34,33,-31,,6,39,6,
-24,15,0,,54,8,,
-27,15,-34,,36,70,27,
-28,16,-24,,38,44,56,
-12,10,-34,,55,17,5,
-14,21,-23,,27,48,61,
-9,13,-19,,76,11,49,
0,18,-27,,40,48,28,
-5,18,-2,,40,8,70,
14,17,-8,,82,38,36,
15,19,-5,,50,17,73,
13,7,11,,80,23,82,
25,12,0,,,9,38,
,2,6,,0,8,71,
30,1,24,,48,,59,
28,4,18,,78,22,72,
50,0,40,,79,-4,78,
39,7,35,,78,15,47,
52,5,43,,88,-6,107,
43,4,47,,52,10,47,
51,15,40,,88,13,101,
41,6,50,,35,10,45,
39,5,39,,85,17,81,
29,-5,48,,17,-19,47,
15,-15,28,,73,24,67,
21,-25,28,,12,-17,42,
14,-36,17,,67,5,51,
9,-36,27,,9,11,53,
12,-48,20,,-6,-44,-1,
24,-42,13,,70,3,68,
15,-41,16,,-9,-44,56,
20,-34,11,,65,4,4,
18,-32,13,,-10,-7,66,
14,-42,9,,15,-21,,
16,-34,7,,39,10,,
8,-34,12,,-5,-14,29,
12,-34,13,,35,22,25,
7,-32,14,,0,6,-13,
9,-39,17,,21,-5,56,
16,-25,10,,46,44,-13,
0,-35,14,,-27,8,41,
4,-25,13,,-4,53,49,
8,-28,6,,20,16,-25,
2,-20,14,,-12,65,54,
12,-13,5,,,28,6,
,-12,1,,0,7,-2,
8,6,4,,-9,,15,
2,2,-3,,-10,42,-35,
7,-6,11,,36,39,44,
-17,12,3,,-24,82,-20,
-16,9,1,,29,38,33,
-33,25,-8,,-34,101,-13,
-37,32,-22,,14,45,10,
-44,40,-25,,-46,108,-4,
-41,47,-43,,1,51,-14,
-38,40,-40,,-40,66,-6,
-31,54,-49,,4,97,-33,
-36,46,-34,,-31,46,1,
-28,43,-44,,19,83,-33,
-31,51,-28,,-20,56,10,
-29,42,-42,,36,32,-31,
-32,37,-28,,-9,81,25,
-39,32,-38,,8,24,-18,
-27,20,-29,,39,37,41,
-36,20,-29,,14,62,25,
-25,11,-36,,53,10,3,
-28,11,-22,,23,49,51,
-24,15,-,,54,24,,
-12,9,30,,41,35,12,
-15,18,-29,,27,65,49,
-3,12,-22,,81,-1,31,
-3,22,-21,,33,53,50,
-3,18,-5,,54,3,78,
16,19,-13,,71,44,28,
14,12,-13,,40,9,52,
17,4,12,,92,5,68,
,14,0,,,27,49,
34,3,16,,50,-4,87,
28,,21,,58,,44,
48,,26,,98,,93,
43,14,40,,58,32,58,
41,1,36,,92,-9,93,
53,12,51,,65,22,67,
43,2,36,,69,-15,80,
51,9,55,,73,26,68,
36,12,44,,48,-2,33,
40,6,41,,73,-10,97,
24,9,43,,22,36,24,
21,-11,28,,78,-23,89,
14,-19,40,,0,7,17,
20,-21,14,,79,3,74,
12,-37,26,,-8,-12,21,
11,-40,11,,19,-3,0,
16,-45,13,,48,-41,71,
16,-46,18,,5,0,-8,
17,-42,11,,56,-38,33,
16,-39,12,,1,-6,40,
18,-33,,,39,-19,,
12,-39,12,,17,-32,0,
9,-36,12,,-14,16,51,
13,-37,16,,46,-18,0,
3,-31,14,,-21,32,41,
5,-37,16,,-4,-5,57,
11,-39,10,,37,6,-25,
0,-27,15,,-13,42,56,
9,-37,7,,21,11,-24,
3,-22,5,,-6,50,-6,
1,-31,9,,-31,21,38,
18,-16,1,,,66,-24,
56,-15,6,,0,26,25,
11,-,1,,17,,-14,
3,4,3,,3,79,18,
1,-3,15,,21,35,50,
-20,-9,1,,-13,51,-32,
-20,15,3,,21,72,44,
-40,10,-11,,-30,47,-31,
-35,30,-18,,10,95,31,
-50,29,-31,,-45,52,-26,
-35,47,-38,,2,105,17,
-42,45,-46,,-43,50,-49,
-29,39,-36,,5,87,13,
-33,57,-40,,-33,78,-45,
-32,49,-31,,15,43,13,
-29,46,-35,,-17,94,-33,
-35,39,-35,,28,79,19,
-30,39,-28,,3,79,20,
-37,38,-40,,26,41,-13,
-26,25,-27,,47,22,40,
-34,17,,,5,51,,
-25,30,,,55,46,,
-27,9,-36,,39,21,-9,
-29,14,-35,,34,66,26,
-14,11,-24,,60,8,34,
-14,10,-34,,28,7,23,
-10,22,-23,,74,59,60,
1,12,-26,,42,0,20,
-4,24,-14,,36,54,69,
1,16,-4,,,0,72,
3,15,-14,,87,26,31,
15,19,10,,53,28,83,
13,6,8,,74,9,52,
25,14,6,,97,24,71,
31,1,21,,46,-2,92,
40,16,16,,106,32,39,
48,0,33,,52,-15,101,
45,,35,,105,,49,
53,15,41,,47,30,104,
46,0,49,,48,-24,52,
49,13,40,,93,38,95,
43,11,51,,31,-15,50,
39,8,37,,88,37,80,
30,8,48,,16,24,49,
17,-16,29,,76,-16,61,
18,-16,29,,12,23,47,
16,-33,14,,63,-29,48,
9,-36,18,,15,3,81,
9,-40,21,,48,-21,2,
18,-52,11,,69,-19,64,
16,-40,14,,-15,-18,55,
21,-45,11,,70,-28,5,
16,-35,13,,-13,3,61,
22,-34,1,,53,-31,,
16,-42,5,,41,7,11,
14,-32,11,,-3,-12,31,
12,-36,16,,43,-16,26,
2,-28,13,,-22,35,14,
9,-39,16,,16,-7,52,
4,-27,13,,15,43,-10,
0,-33,13,,-27,8,37,
14,-26,7,,38,51,0,
8,-29,5,,25,20,-26,
2,-23,5,,-18,62,22,
,-13,6,,,60,8,
16,-16,2,,41,,-5,
6,51,8,,-4,373,46,
8,0,0,,24,77,-32,
8,-7,9,,41,39,41,
-16,9,6,,-28,81,-18,
-15,10,0,,30,38,29,
-33,12,-7,,-36,66,-7,
-41,32,-16,,-4,79,-34,
-54,27,-24,,-36,67,0,
-36,50,-34,,-4,91,-40,
-45,54,-40,,-38,61,2,
-29,45,-45,,7,46,-45,
-37,45,-36,,-34,46,3,
-28,40,-42,,20,77,-37,
-32,49,-28,,-20,94,12,
-27,54,-32,,37,63,-16,
-32,35,-40,,-8,54,-2,
-31,40,-28,,40,66,8,
-25,33,-35,,40,28,-17,
-36,18,-30,,12,61,39,
-25,33,,,55,31,,
-28,13,-32,,24,7,-6,
-26,18,-30,,52,71,42,
-12,11,-22,,41,-2,52,
-14,9,-34,,25,24,7,
-4,23,-18,,82,43,64,
-1,13,-22,,35,0,37,
-6,19,-23,,53,53,46,
17,18,-6,,73,4,58,
12,18,-12,,52,38,28,
17,14,1,,,16,84,
,9,11,,91,19,72,
34,11,0,,56,13,46,
28,3,24,,54,,83,
46,-34,22,,102,385,47,
44,13,24,,56,28,88,
48,0,39,,105,-13,64,
49,10,34,,41,22,86,
45,3,51,,97,-12,72,
49,7,37,,35,21,77,
36,14,52,,43,5,74,
40,4,37,,78,18,54,
25,9,48,,20,39,78,
21,-10,33,,77,-25,34,
17,-16,30,,3,30,74,
18,-27,25,,76,-26,23,
12,-37,21,,-7,12,76,
10,-39,25,,17,3,25,
16,-49,9,,48,-40,43,
15,-40,16,,5,0,31,
18,-41,17,,59,-42,-8,
15,-33,17,,6,5,-8,
18,-33,,,34,-15,,
13,-43,16,,16,-14,6,
15,-32,16,,-11,6,6,
12,-38,15,,49,-4,48,
3,-33,16,,-20,29,-5,
5,-34,16,,-7,0,53,
11,-31,13,,35,31,15,
3,-30,13,,-20,22,12,
8,-32,9,,20,34,30,
4,-26,6,,-2,34,-22,
1,-30,8,,-30,17,44,
0,-16,8,,,67,38,
18,-15,0,,46,,-31,
5,,8,,-18,373,43,
4,-8,-1,,-2,77,-34,
1,-2,15,,28,40,48,
-18,2,3,,-21,76,-30,
-18,13,0,,26,46,0,
-36,15,-3,,-33,84,24,
-38,26,-22,,14,95,-22,
-48,30,-19,,-50,49,24,
-37,45,-39,,2,105,-37,
-41,45,-39,,-43,53,19,
-32,39,-48,,6,82,-19,
-34,56,-36,,-34,83,-13,
-33,43,-44,,13,56,-23,
-37,54,-30,,-9,86,2,
-35,49,-36,,26,44,-28,
-32,33,-32,,5,70,11,
-37,40,-31,,23,82,-5,
-24,27,-38,,47,20,-13,
-34,18,-25,,7,73,,
-37,29,,,28,55,41,
-26,9,-35,,41,14,-12,
-28,21,-24,,31,63,53,
-13,10,-33,,62,10,8,
-13,9,-36,,31,49,21,
-11,16,-18,,71,19,55,
2,13,-26,,45,-7,23,
-4,23,-15,,37,60,66,
13,17,-8,,87,-6,41,
15,23,-9,,59,54,69,
13,7,8,,,-1,85,
,12,2,,0,30,34,
24,7,5,,96,-1,67,
32,381,25,,48,,68,
40,9,17,,104,22,65,
49,7,31,,58,12,101,
43,4,34,,101,-3,63,
53,15,39,,53,34,105,
44,0,48,,83,-27,54,
50,14,36,,56,38,91,
43,10,52,,33,-10,49,
37,8,38,,85,32,78,
32,-3,47,,20,-13,54,
19,-17,30,,72,-21,57,
21,-15,31,,17,28,52,
13,-33,8,,59,-30,18,
11,-35,9,,18,14,58,
9,-46,9,,46,-44,58,
16,-43,14,,69,2,54,
17,-37,14,,-10,-12,54,
19,-46,13,,65,-31,-6,
20,-31,6,,-11,0,56,
18,-42,,,54,-29,,
16,-33,12,,40,17,15,
12,-32,9,,-1,-4,16,
9,-38,15,,39,10,27,
7,-30,18,,-1,18,-4,
7,-37,15,,18,8,47,
6,-29,14,,14,45,-2,
3,-33,13,,-23,11,-11,
11,-29,13,,36,46,48,
7,-27,7,,24,23,-23,
4,-24,12,,,56,52,
-18,-12,6,,,3,12,
17,9,1,,44,,-7,
9,-16,6,,0,60,23,
4,-5,1,,18,35,-17,
8,-6,12,,40,57,41,
-11,16,5,,-27,67,-16,
-16,10,-1,,32,58,26,
-34,32,-8,,-35,84,-6,
-39,35,-23,,12,50,1,
-50,34,-25,,-41,102,4,
-37,51,-41,,0,60,-24,
-43,42,-39,,-40,59,6,
-31,53,-46,,8,104,-42,
-35,48,-36,,-35,41,8,
-30,41,-42,,21,74,-41,
-32,54,-29,,-18,67,15,
-28,34,-40,,33,47,-34,
-32,41,-40,,-6,72,-8,
-39,36,-31,,4,29,13,
-26,16,-39,,43,62,-2,
-36,32,-28,,10,33,37,
-33,15,-32,,43,1,-5,
-25,18,-29,,26,77,42,
-27,16,0,,50,44,,
-13,9,-22,,48,17,54,
-15,22,-37,,26,52,6,
-5,14,-18,,78,-3,62,
3,20,-21,,64,52,37,
-3,18,-23,,,10,44,
2,17,-6,,0,36,60,
4,11,-13,,82,20,27,
14,10,1,,44,12,83,
12,12,13,,45,2,73,
30,4,0,,93,,45,
30,3,25,,50,-4,86,
32,13,22,,88,35,46,
50,0,23,,75,-23,85,
40,15,43,,80,37,64,
55,-2,34,,77,-32,87,
45,16,52,,62,46,73,
50,7,36,,81,-23,72,
38,5,55,,38,7,77,
39,5,36,,79,17,52,
24,-8,47,,19,-21,79,
18,-14,33,,77,28,32,
16,-27,29,,4,-25,75,
15,-34,26,,30,10,23,
14,-43,20,,48,-31,75,
14,-50,26,,16,-9,32,
17,-39,7,,50,3,36,
18,-43,19,,3,-46,36,
17,-31,18,,57,6,2,
19,-37,9,,8,-33,6,
14,-38,1,,38,15,,
16,-32,18,,48,10,0,
12,-40,16,,-13,-11,4,
11,-27,16,,46,35,48,
6,-32,19,,-9,3,13,
6,-34,13,,-1,28,29,
9,-28,15,,30,26,21,
4,-34,12,,-10,27,7,
8,-23,12,,18,41,48,
4,-29,9,,3,36,-15,
1,-10,5,,-,58,-9,
26,-19,8,,,38,38,
15,5,2,,42,74,-31,
12,,8,,22,,45,
5,,4,,-5,,-4,
3,-9,2,,32,40,11,
-17,14,9,,-22,83,14,
-17,15,-1,,26,49,-4,
-37,12,-2,,-40,79,27,
-36,35,-22,,16,67,-24,
-45,26,-22,,-49,80,26,
-37,53,-39,,4,80,-42,
-40,49,-39,,-46,51,22,
-31,45,-42,,6,106,-52,
-33,54,-36,,-29,48,-8,
-34,42,-39,,10,51,-44,
-32,51,-33,,-14,88,10,
-36,42,-35,,21,31,-25,
-29,32,-35,,10,64,10,
-40,40,-33,,20,55,-3,
-26,17,-39,,44,37,-17,
-32,16,,,7,71,,
-29,27,,,55,15,,
-26,10,-26,,45,10,43,
-28,21,-35,,29,72,-14,
-13,10,-25,,63,-7,52,
-12,9,-24,,33,41,41,
-13,19,-35,,68,27,17,
11,15,-17,,88,23,57,
11,19,-26,,88,38,24,
16,15,-16,,67,8,63,
16,18,-8,,67,45,42,
,8,-8,,,-11,67,
,14,8,,,43,84,
13,2,1,,63,-20,35,
34,16,4,,82,47,64,
33,8,24,,48,,67,
37,-40,17,,104,369,63,
49,4,30,,60,-9,98,
42,10,39,,96,24,54,
53,0,37,,60,-19,99,
47,18,51,,43,38,57,
45,3,37,,95,-15,88,
47,9,52,,32,39,57,
35,-2,36,,84,-1,73,
33,-19,49,,25,7,58,
22,-16,28,,31,31,53,
29,-32,29,,65,-33,56,
17,-37,16,,11,16,37,
17,-45,17,,69,-43,72,
12,-45,21,,-1,0,16,
20,-37,7,,61,-5,52,
17,-44,14,,-2,-38,57,
17,-30,12,,57,7,5,
18,-41,11,,32,-33,,
15,-33,,,16,21,56,
15,-38,17,,32,-20,21,
14,-40,11,,-3,5,24,
8,-30,19,,31,24,35,
10,-39,14,,7,4,8,
5,-25,14,,-9,46,40,
11,-36,14,,34,8,3,
2,-24,10,,-18,56,27,
4,-28,12,,-6,27,49,
7,-25,6,,26,51,-21,
4,-11,5,,,44,15,
,-17,7,,0,54,12,
10,4,1,,28,,-7,
11,1,6,,0,363,25,
6,-8,1,,-20,50,-28,
6,17,8,,43,73,35,
-13,9,8,,-28,52,-13,
-17,17,0,,27,92,25,
-33,35,-6,,-33,54,0,
-40,33,-24,,11,93,-3,
-45,52,-25,,-37,66,7,
-47,43,-33,,-8,57,-37,
-41,51,-41,,-30,104,9,
-40,48,-47,,-10,41,-45,
-33,41,-37,,-36,65,9,
-29,55,-38,,19,73,-26,
-32,48,-39,,-18,35,-11,
-28,33,-32,,33,81,-6,
-33,35,-36,,-2,34,-15,
-38,22,-27,,2,20,17,
-25,18,-34,,41,74,-13,
-36,33,,,10,42,,
-35,10,-30,,42,29,32,
-26,17,-31,,16,50,0,
-27,12,-31,,47,10,32,
-10,16,-22,,49,68,55,
-13,14,-36,,30,-1,5,
-7,20,-20,,77,52,63,
0,17,-19,,36,10,44,
-4,16,-22,,46,32,38,
15,11,-5,,81,21,64,
16,11,-11,,,7,30,
,11,-2,,0,,81,
14,4,12,,84,379,74,
28,5,0,,94,-8,42,
32,15,24,,48,41,89,
43,0,24,,108,-28,51,
46,9,21,,54,15,84,
46,5,42,,104,1,68,
52,4,33,,44,4,80,
43,15,50,,91,21,81,
50,3,34,,44,-2,63,
32,11,52,,72,37,82,
37,-8,38,,43,-17,49,
19,-15,46,,47,22,84,
16,-16,37,,75,25,31,
19,-37,29,,11,-31,79,
14,-36,27,,66,13,22,
14,-47,21,,6,-44,73,
12,-39,27,,56,3,41,
14,-43,8,,7,-44,29,
13,-45,18,,7,-27,42,
19,-29,15,,50,-2,5,
17,-43,8,,1,-23,53,
15,-31,13,,29,16,46,
17,-35,13,,18,-13,5,
11,-38,0,,18,20,,
9,-30,16,,38,8,47,
8,-38,16,,-5,-10,-1,
7,-27,14,,21,33,19,
11,-35,16,,30,5,31,
3,-26,12,,-14,55,4,
9,-27,11,,33,17,42,
7,-21,8,,,68,-11,
8,5,6,,,,33,
5,-13,8,,0,32,38,
15,-13,1,,38,67,-28,
7,0,7,,-12,47,42,
4,-4,0,,33,67,-31,
1,15,2,,32,60,8,
-16,10,10,,-25,37,17,
-17,24,-2,,30,96,-4,
-33,32,-2,,-38,50,26,
-42,39,-22,,-11,105,-25,
-54,48,-21,,-31,56,28,
-41,40,-39,,-9,64,-41,
-44,53,-39,,-34,97,20,
-33,46,-48,,6,45,-28,
-36,43,-37,,-31,84,-3,
-30,52,-39,,18,55,-42,
-35,34,-34,,-13,58,8,
-26,36,-36,,35,88,-22,
-31,32,-34,,14,21,4,
-37,14,-26,,15,70,28,
-27,29,-39,,33,66,,
-38,12,-17,,23,4,,
-31,20,-26,,51,73,43,
-24,9,-35,,17,21,-12,
-24,9,-25,,61,39,51,
-12,17,-16,,38,29,59,
-17,15,-16,,34,-15,59,
-1,19,-22,,74,41,25,
-1,16,-24,,38,6,19,
-1,19,-17,,63,54,61,
15,8,-6,,68,-16,47,
,14,-9,,,47,62,
15,,8,,38,,85,
21,3,4,,92,-22,33,
35,8,2,,50,14,63,
31,7,25,,62,20,71,
49,5,17,,100,-15,60,
44,11,43,,58,29,88,
50,0,33,,100,-23,59,
49,17,35,,43,42,100,
45,4,51,,95,-21,59,
46,8,35,,34,15,82,
33,-1,55,,48,9,61,
39,-13,35,,69,-24,67,
24,-15,48,,28,31,64,
23,-32,28,,70,-32,47,
17,-35,28,,8,13,60,
17,-44,17,,69,-36,31,
13,-47,15,,2,-6,70,
14,-38,23,,58,-1,22,
19,-43,8,,4,-43,44,
14,-28,14,,26,8,60,
20,-39,12,,33,-33,1,
13,-33,,,13,20,,
15,-32,9,,40,5,59,
16,-42,17,,8,-3,31,
5,-27,11,,23,28,12,
9,-40,21,,30,0,44,
7,-25,15,,-5,49,3,
4,-31,12,,9,15,36,
10,-32,15,,20,38,8,
3,-25,14,,-9,33,-15,
8,-27,13,,24,47,51,
6,64,7,,-9,,-18,
3,-10,3,,-20,51,8,
16,-18,8,,40,46,16,
,4,1,,,70,-11,
8,-8,8,,-21,45,28,
3,16,0,,12,80,-20,
0,11,6,,15,43,33,
-21,16,7,,-9,84,-10,
-23,35,-4,,14,63,20,
-38,32,-5,,-30,88,2,
-39,52,-26,,11,74,-4,
-47,45,-25,,-47,52,8,
-40,48,-42,,4,107,-29,
-38,52,-40,,-47,43,13,
-32,41,-45,,9,61,-47,
-30,52,-38,,-34,80,13,
-33,39,-37,,16,36,-49,
-32,33,-31,,-15,76,21,
-29,37,-36,,25,41,-35,
-32,26,-39,,7,17,-18,
-37,30,-31,,1,78,21,
-25,17,-36,,42,0,,
-34,11,64,,8,26,0,
-34,11,-32,,33,54,33,
-24,15,-32,,35,-2,33,
-29,17,-23,,42,64,55,
-20,16,-30,,67,2,30,
-13,18,-35,,30,48,3,
-8,20,-18,,73,65,54,
2,15,-27,,70,29,16,
-4,12,-23,,46,23,38,
2,11,-4,,77,4,64,
15,14,-15,,,,42,
,-96,0,,48,381,80,
14,4,4,,79,-11,39,
28,12,-1,,96,33,44,
32,3,24,,49,-3,86,
41,10,17,,107,9,43,
47,4,37,,53,9,101,
45,3,35,,103,-3,51,
53,14,42,,49,27,104,
41,6,47,,86,-18,50,
51,11,40,,48,35,95,
41,-8,49,,34,-10,46,
38,-16,37,,82,-23,84,
27,-15,47,,22,28,41,
14,-34,37,,69,-36,27,
21,-36,27,,16,18,80,
13,-48,31,,63,-46,23,
9,-40,17,,14,2,73,
11,-40,27,,7,-12,44,
21,-42,9,,54,-35,23,
16,-30,20,,8,6,54,
16,-37,17,,36,-27,11,
20,-38,5,,25,8,44,
11,-34,20,,23,-12,15,
16,-39,15,,35,18,,
14,-27,,,4,40,-1,
9,-40,15,,26,-10,55,
13,-26,17,,28,51,-3,
4,-35,14,,-1,3,45,
11,-27,17,,27,58,37,
8,-26,11,,8,18,-4,
6,-23,12,,4,65,44,
11,-12,11,,3,33,-4,
2,-15,3,,,65,25,
3,,7,,-16,,-6,
12,2,0,,32,53,13,
16,-5,5,,25,60,6,
3,17,3,,-8,66,-31,
5,12,9,,36,37,43,
-17,20,8,,-24,96,-26,
-17,32,-3,,26,51,40,
-32,38,-7,,-38,100,-20,
-39,51,-26,,17,61,13,
-43,41,-24,,-47,60,-13,
-44,52,-44,,1,102,-7,
-38,46,-39,,-42,42,-7,
-37,42,-49,,1,74,-31,
-32,55,-36,,-22,63,0,
-35,46,-40,,1,31,-39,
-31,34,-38,,-4,85,8,
-36,33,-32,,10,25,-19,
-29,18,-37,,21,24,1,
-33,35,-32,,-1,73,5,
-28,14,-3,,36,5,,
-33,12,5,,12,51,-22,
-31,14,-28,,48,25,46,
-23,11,-33,,48,36,-10,
-28,20,-27,,24,70,48,
-9,17,-24,,42,-7,51,
-11,16,-35,,41,62,8,
-15,21,-18,,48,-6,64,
0,16,-22,,54,49,31,
-1,11,-18,,38,0,55,
4,8,-6,,83,25,48,
16,10,-13,,,11,31,
,7,7,,70,9,84,
9,74,4,,57,,38,
17,8,1,,94,25,59,
36,4,25,,52,-17,73,
34,10,16,,96,32,56,
51,1,42,,67,-26,93,
43,9,33,,55,21,56,
46,11,47,,102,8,101,
49,6,39,,41,7,49,
42,8,34,,96,43,78,
47,-11,54,,37,-23,68,
32,-17,36,,76,-11,62,
36,-20,48,,33,18,70,
12,-37,29,,56,-31,40,
27,-39,29,,38,11,67,
9,-48,19,,41,-46,24,
17,-38,24,,68,6,74,
13,-40,8,,2,-22,4,
18,-40,7,,56,-21,38,
17,-33,21,,11,-5,33,
12,-42,11,,17,-16,,
21,-33,,,41,12,-2,
13,-38,10,,8,-18,61,
15,-33,17,,31,29,-1,
16,-34,11,,18,-2,46,
4,-33,20,,11,37,48,
11,-31,14,,28,19,-6,
6,-34,16,,0,35,53,
10,-25,16,,25,35,16,
11,-28,8,,29,43,16,
3,,13,,-15,,23,
10,-12,6,,,57,-17,
7,-18,8,,0,41,40,
3,4,4,,-18,72,-24,
6,-7,2,,16,40,34,
13,2,8,,10,75,31,
6,13,1,,-19,51,-25,
5,14,14,,41,76,43,
-10,35,2,,-24,68,-26,
-20,29,-3,,23,48,42,
-30,45,-16,,-27,107,-32,
-46,46,-23,,6,54,27,
-41,40,-31,,-32,72,-31,
-38,56,-45,,6,87,10,
