x Desb 5,x Desb 4 ,x Desb 3,x Desb 2 ,z Desb 5 ,z Desb 4,z Desb 3 ,z Desb 2 
-38,44,-40,,-49,53,-35,
-33,52,-37,,12,88,11,
-30,50,-38,,-36,45,-47,
-33,32,-44,,16,67,-16,
-32,38,-30,,-13,47,1,
-32,28,-40,,24,19,-22,
-26,24,-28,,32,78,25,
-36,17,-34,,-2,3,-10,
-24,10,-33,,44,20,28,
-30,14,-30,,25,57,6,
-36,17,,,31,4,,
-22,13,-33,,37,57,-13,
-24,18,-23,,19,9,58,
-20,16,-35,,65,-2,4,
-13,21,-22,,36,59,62,
-10,15,-17,,68,28,51,
3,13,-23,,69,26,31,
-2,8,-4,,44,2,70,
1,10,-8,,75,39,35,
,7,-3,,,-8,73,
17,10,13,,52,,78,
13,-65,1,,43,370,40,
28,5,23,,92,2,90,
35,7,18,,51,6,40,
30,14,36,,79,39,101,
51,2,39,,88,-28,48,
39,13,41,,67,41,107,
54,8,46,,89,-14,51,
46,8,39,,49,28,91,
48,6,49,,91,39,47,
40,-15,42,,32,-24,39,
36,-16,44,,79,30,95,
31,-24,35,,23,-2,21,
11,-39,27,,70,-14,83,
22,-40,32,,19,-5,18,
11,-51,15,,56,-33,43,
14,-43,24,,21,0,54,
10,-43,9,,39,-38,14,
21,-36,10,,59,-5,58,
14,-34,16,,6,-19,13,
19,-40,7,,46,1,44,
23,-32,13,,34,18,59,
13,-40,,,13,-17,,
17,-27,,,36,34,,
14,-36,14,,10,-6,-8,
6,-30,17,,18,46,57,
12,-32,16,,16,8,-3,
4,-31,13,,-7,49,4,
12,-23,17,,36,53,43,
3,-27,11,,-19,,-8,
3,,11,,-8,366,37,
0,-14,10,,,72,0,
11,-16,5,,24,26,20,
0,0,11,,-8,80,39,
8,-5,0,,31,36,-28,
9,8,8,,-8,88,40,
3,14,2,,26,73,-29,
5,11,10,,37,52,42,
-15,33,7,,-24,91,-22,
-18,30,-2,,28,57,34,
-31,37,-8,,-38,97,-16,
-40,51,-25,,-3,67,11,
-52,42,-26,,-35,87,-8,
-39,51,-46,,-4,104,-13,
-41,48,-39,,-41,42,-6,
-31,47,-49,,11,95,-31,
-31,52,-35,,-34,70,0,
-33,35,-37,,20,46,-41,
-32,39,-37,,-19,72,5,
-27,33,-32,,33,32,-17,
-33,11,-39,,-1,58,0,
-36,23,-29,,5,31,30,
-26,18,,,40,4,,
-35,15,-36,,13,71,-20,
-31,14,-27,,41,0,44,
-23,8,-34,,32,28,-9,
-27,19,-28,,50,37,45,
-9,16,-23,,47,16,53,
-15,21,-36,,33,41,6,
-4,16,-28,,74,7,46,
4,16,-21,,64,44,35,
-2,12,-20,,56,5,52,
5,9,-5,,82,24,52,
17,10,-14,,44,13,30,
18,6,8,,88,,83,
,39,3,,,373,39,
34,11,0,,87,24,56,
30,4,26,,60,-15,77,
34,12,15,,93,32,51,
51,0,40,,69,-24,96,
39,7,32,,83,16,52,
55,12,48,,73,9,105,
41,6,39,,62,4,47,
52,9,34,,78,43,72,
35,-10,55,,38,-21,74,
39,-16,35,,78,22,57,
26,-30,48,,19,-22,74,
26,-35,30,,79,-33,35,
19,-38,28,,1,14,75,
11,-49,19,,31,-47,18,
13,-40,21,,50,4,78,
7,-42,9,,11,-48,-1,
19,-32,8,,50,9,35,
17,-33,20,,12,0,40,
14,-40,,,41,-22,,
19,-31,12,,19,12,-3,
16,-36,10,,20,-13,61,
21,-31,16,,45,24,-1,
8,-32,9,,-1,6,-3,
12,-34,20,,33,27,57,
15,-27,14,,31,24,-11,
1,-35,16,,-13,30,57,
15,-23,16,,39,40,20,
5,-29,8,,0,,9,
5,,8,,,368,36,
14,-20,8,,,70,36,
13,-13,10,,38,28,29,
0,-11,5,,-25,73,-19,
18,-1,3,,42,43,28,
15,0,6,,17,73,-13,
1,15,4,,3,56,22,
1,12,13,,24,73,42,
-24,25,4,,-19,101,-24,
-20,31,-2,,19,47,41,
-39,41,-14,,-34,108,-28,
-37,49,-24,,13,56,25,
-48,39,-30,,-48,65,-31,
-39,55,-39,,-19,93,17,
-38,44,-45,,-46,49,-52,
-31,41,-38,,1,82,13,
-29,53,-36,,-32,53,-50,
-29,31,-32,,15,60,21,
-30,39,-29,,-10,56,7,
-33,31,-40,,22,22,-24,
-30,24,-29,,15,70,2,
-36,31,7,,17,64,,
-25,12,-32,,44,16,-10,
-33,12,-32,,8,61,29,
-36,11,-30,,24,5,11,
-23,15,-34,,46,47,23,
-29,18,-24,,30,21,58,
-10,15,-33,,62,33,2,
-11,22,-23,,40,26,63,
-11,13,-18,,64,22,57,
5,15,-25,,52,29,27,
-2,9,-4,,41,2,71,
,12,-8,,,31,38,
,6,-3,,,-,71,
11,7,10,,83,,52,
19,12,0,,59,35,40,
13,3,23,,71,-21,87,
36,6,19,,76,-3,43,
34,8,34,,53,20,100,
39,3,40,,103,-11,51,
49,14,40,,58,34,102,
41,5,48,,96,-17,53,
53,5,39,,57,24,90,
40,-5,51,,76,3,53,
50,-14,35,,62,-27,75,
42,-18,47,,32,28,48,
35,-32,38,,82,-35,22,
31,-40,27,,23,14,86,
12,-44,33,,69,-40,14,
23,-45,19,,20,-4,79,
12,-40,25,,56,1,58,
13,-39,8,,24,-45,13,
8,-33,18,,32,14,61,
20,-38,16,,62,-35,11,
15,-33,9,,4,19,44,
19,-40,17,,49,-16,,
13,-38,45,,4,2,0,
14,-30,14,,3,24,-10,
20,-38,16,,46,7,57,
12,-25,14,,14,40,-4,
7,-37,11,,15,12,-14,
10,-23,7,,18,54,37,
5,-10,7,,-1,44,37,
14,-10,10,,40,44,51,
1,-16,13,,-19,,5,
2,,5,,,364,6,
20,-3,12,,0,77,12,
11,-3,3,,28,36,3,
0,8,6,,-17,83,32,
19,15,0,,38,76,-29,
2,12,10,,-15,49,39,
0,32,8,,24,91,-16,
-4,32,-5,,2,54,30,
-26,37,-8,,-2,92,-10,
-24,52,-27,,1,74,4,
-46,44,-26,,-19,54,-4,
-38,49,-47,,-1,102,-15,
-54,51,-39,,-40,44,-4,
-36,42,-49,,0,61,-34,
-42,52,-34,,-42,79,2,
-30,33,-35,,13,40,-39,
-31,30,-40,,-36,71,6,
-31,37,-31,,21,39,-16,
-31,9,-39,,-17,50,-3,
-29,30,-29,,35,75,32,
-32,17,-34,,-1,8,-19,
-31,9,-30,,34,34,4,
-25,16,3,,43,42,,
-36,8,-33,,9,23,-9,
-33,18,-30,,41,56,46,
-23,18,-24,,32,10,57,
-28,16,-37,,45,44,4,
-8,25,-30,,53,13,40,
-14,13,-20,,32,35,40,
-5,15,-20,,75,15,47,
7,369,-4,,67,,60,
-3,5,-13,,5,14,31,
1,14,7,,,19,80,
16,6,15,,75,5,70,
19,12,2,,46,28,48,
16,3,26,,85,-17,83,
33,12,16,,89,31,47,
32,3,42,,56,-21,98,
45,4,35,,103,9,50,
46,13,34,,55,16,87,
47,4,40,,100,-2,43,
52,5,36,,43,36,67,
40,-7,55,,91,-15,78,
48,-18,37,,44,-19,52,
30,-19,48,,66,24,80,
38,-35,30,,47,-36,33,
28,-40,29,,15,15,75,
25,-45,24,,85,-47,17,
19,-42,15,,-2,5,64,
16,-42,24,,73,-13,32,
16,-41,7,,0,-34,33,
9,-32,12,,3,5,,
17,-38,100,,59,-26,0,
18,-38,13,,15,9,-8,
14,-37,11,,36,-7,63,
18,-33,15,,25,14,0,
17,-32,11,,14,13,-4,
19,-35,21,,51,22,59,
8,-28,15,,-5,31,-16,
12,-36,16,,34,23,62,
14,-21,12,,39,44,-21,
3,-27,8,,11,33,5,
3,-12,15,,11,61,34,
12,-1,7,,42,,-20,
,8,9,,,35,37,
,2,4,,,75,-17,
12,1,2,,42,50,25,
8,-2,9,,10,66,37,
1,14,0,,-27,60,-28,
8,13,14,,36,66,43,
5,25,4,,-17,96,-24,
7,33,-1,,40,52,38,
3,41,-14,,30,105,-25,
-23,49,-24,,-23,60,21,
-21,41,-32,,23,61,-24,
-47,54,-44,,-4,96,3,
-41,48,-38,,-20,47,-26,
-55,42,-51,,-23,75,-13,
-38,50,-33,,-14,62,-17,
-45,43,-46,,-28,35,-20,
-29,35,-27,,6,77,7,
-37,31,-33,,-26,31,-29,
-29,16,-36,,19,30,16,
-34,32,-32,,-16,67,-7,
-36,13,-34,,18,13,24,
-30,12,,,19,48,,
-37,17,,,15,27,,
-30,11,-26,,36,36,48,
-33,19,-34,,7,30,-15,
-28,15,-26,,51,25,57,
-22,25,-33,,51,33,6,
-29,12,-35,,26,17,16,
-11,17,-16,,65,32,61,
-16,15,-26,,32,8,24,
-10,5,-5,,61,21,76,
6,13,-8,,58,,42,
0,7,-5,,41,373,66,
10,4,12,,83,9,87,
15,12,1,,43,18,36,
1,6,20,,,-9,91,
2,11,19,,63,25,38,
38,2,33,,80,-14,103,
37,8,40,,56,24,49,
38,12,39,,100,0,103,
49,7,49,,62,-18,53,
41,6,37,,92,40,48,
55,-13,51,,63,-24,100,
39,-19,42,,72,26,31,
51,-22,44,,66,10,101,
32,-39,38,,44,-27,15,
39,-39,28,,72,8,92,
21,-49,37,,22,-44,11,
33,-49,15,,77,-10,39,
16,-40,23,,1,-30,60,
12,-41,9,,48,-16,8,
15,-33,11,,32,-6,,
10,-42,61,,29,-14,,
14,-33,16,,38,9,11,
16,-37,8,,-3,-13,42,
19,-30,13,,57,27,67,
14,-34,14,,3,5,-16,
18,-32,18,,32,33,62,
20,-31,16,,52,19,-10,
9,-33,13,,-12,37,-3,
16,-22,16,,48,34,50,
9,-28,9,,23,44,-17,
4,-8,10,,-8,50,35,
11,,10,,35,,4,
3,-18,5,,-17,47,13,
9,3,12,,31,68,47,
15,-2,1,,37,43,-32,
1,3,8,,,78,41,
,15,2,,-25,47,-28,
17,15,10,,45,85,37,
3,36,7,,-20,63,-15,
5,32,-3,,42,51,27,
-16,46,-8,,-31,107,-5,
-20,46,-27,,26,53,-2,
-31,40,-27,,-33,75,-2,
-42,56,-45,,12,82,-18,
-45,43,-38,,-40,54,0,
-50,42,-44,,-11,87,-46,
-39,50,-45,,-29,47,4,
-30,31,-36,,16,64,-38,
-32,37,-41,,-37,78,3,
-33,28,-28,,20,21,-14,
-31,10,-40,,-17,41,-4,
-30,26,-28,,34,53,30,
-28,11,-32,,34,24,-20,
-35,14,-28,,-3,54,,
-27,17,-15,,47,12,0,
-33,15,-32,,5,46,-6,
-33,20,-37,,34,21,-4,
-24,14,-22,,40,33,58,
-29,23,-37,,38,25,2,
-17,14,-31,,66,21,41,
-14,18,-20,,32,29,43,
-4,4,-24,,74,4,43,
6,15,-2,,74,26,63,
-4,378,-13,,,,29,
9,2,6,,0,-4,83,
4,14,15,,76,33,77,
19,9,0,,50,8,43,
12,6,28,,47,6,85,
33,9,17,,94,10,46,
32,3,41,,53,0,106,
47,14,35,,104,37,47,
46,10,46,,53,-13,108,
39,4,41,,74,33,42,
55,4,46,,84,32,104,
42,-19,49,,50,-24,35,
51,-18,37,,88,24,95,
36,-33,45,,30,-35,26,
39,-40,31,,88,16,30,
26,-40,28,,11,-11,79,
24,-52,25,,85,-32,17,
15,-39,19,,0,-9,80,
9,-42,26,,19,-36,31,
15,-33,9,,59,11,35,
11,-36,17,,0,-22,40,
16,-41,10,,57,2,14,
12,-35,9,,11,0,,
18,-38,-110,,38,-15,0,
15,-30,17,,27,36,1,
15,-36,11,,-17,-4,43,
20,-27,17,,54,45,59,
12,-34,16,,-5,8,-17,
12,-30,16,,37,51,62,
13,-23,13,,43,24,-20,
2,-24,8,,-29,58,4,
9,-1,13,,19,,35,
5,0,7,,10,41,-21,
0,-14,7,,,60,37,
3,2,5,,3,56,-14,
14,-4,0,,45,36,22,
0,10,6,,-30,86,-6,
1,14,3,,-11,39,13,
17,22,10,,35,96,12,
1,36,4,,-8,52,-25,
3,33,-2,,34,64,39,
-21,52,-14,,-30,99,-26,
-16,42,-24,,28,59,18,
-36,42,-42,,-36,90,-38,
-39,56,-40,,13,65,18,
-47,49,-46,,-50,44,-52,
-40,47,-36,,0,91,10,
-38,43,-39,,-41,39,-44,
-36,31,-46,,7,44,-21,
-30,37,-28,,-29,69,7,
-43,20,-40,,7,22,-28,
-29,12,,,-4,56,,
-39,22,,,18,34,,
-27,10,-35,,41,39,16,
-33,14,-30,,-11,62,-5,
-29,14,-35,,48,5,23,
-32,19,-28,,7,55,16,
-36,16,-33,,15,12,-16,
-23,17,-24,,54,39,56,
-28,19,-33,,21,17,5,
-11,16,-24,,69,30,60,
-11,19,-16,,44,42,63,
-14,7,-26,,56,-1,19,
5,14,-16,,61,,64,
0,,-6,,36,375,45,
-1,6,-5,,58,0,63,
20,11,13,,69,28,61,
,5,2,,,-7,35,
,8,18,,,18,62,
11,8,33,,58,-5,103,
25,4,33,,92,18,103,
36,16,40,,54,37,51,
39,6,39,,99,-17,100,
51,5,48,,63,38,56,
41,0,37,,90,16,86,
56,-22,53,,63,-11,57,
40,-20,35,,69,24,73,
46,-28,47,,100,-27,53,
31,-43,38,,41,6,19,
37,-39,27,,76,-29,88,
24,-50,38,,17,-14,14,
12,-40,16,,67,-23,37,
20,-40,24,,27,-49,61,
17,-34,10,,78,10,10,
9,-34,9,,29,-31,58,
13,-39,17,,27,15,10,
20,-37,9,,75,-13,4,
16,-31,5,,-8,22,,
19,-28,13,,56,36,68,
16,-25,14,,0,47,-11,
17,-32,16,,-9,23,59,
17,-36,17,,55,7,-9,
6,-26,14,,-19,51,0,
9,-27,15,,10,21,53,
9,-20,9,,27,63,-17,
7,364,8,,-8,,32,
15,-16,10,,44,33,5,
2,-8,5,,,71,12,
-18,-1,10,,,51,49,
2,2,2,,-24,73,-30,
14,13,7,,42,81,38,
0,12,4,,-31,45,-25,
9,31,9,,16,96,36,
10,39,13,,12,72,37,
1,32,-4,,11,81,-22,
-3,52,1,,16,84,38,
-16,47,-21,,-32,56,-31,
-22,45,-23,,17,98,27,
-46,57,-39,,-32,88,-38,
-36,43,-39,,8,50,1,
-51,51,-42,,-49,87,-41,
-34,38,-43,,5,33,0,
-40,29,-35,,-46,55,-31,
-28,38,-41,,17,59,-2,
-31,27,-27,,-37,21,-10,
-32,26,-40,,20,72,,
-31,19,-6,,-18,15,,
-32,11,-29,,34,13,27,
-25,15,-33,,35,63,-17,
-36,11,-31,,-5,4,39,
-26,20,-30,,48,59,-4,
-31,15,-32,,22,1,39,
-36,22,-23,,35,51,58,
-22,14,-37,,40,7,1,
-30,16,-16,,38,37,70,
-16,64,-18,,69,,47,
-14,12,-24,,32,8,38,
-7,4,17,,73,-7,81,
6,17,8,,77,41,41,
,2,8,,,-12,41,
-4,14,1,,41,38,39,
1,3,13,,75,-22,78,
19,11,25,,55,32,91,
11,5,17,,41,-19,34,
31,10,35,,98,31,102,
35,17,36,,50,30,40,
43,2,36,,107,-11,108,
55,5,42,,88,35,41,
55,-3,44,,48,-3,103,
55,-24,48,,48,4,36,
40,-24,36,,89,-4,95,
49,-31,44,,47,-35,28,
39,-42,26,,26,14,78,
37,-43,39,,89,-42,30,
30,-49,25,,11,-5,19,
21,-38,18,,85,-39,77,
19,-41,24,,-1,-41,30,
16,-31,10,,71,13,35,
17,-39,17,,3,-32,39,
12,-36,10,,-1,20,18,
13,-37,,,64,-17,,
16,-31,9,,13,35,62,
16,-35,15,,36,0,0,
16,-31,12,,27,39,43,
17,-33,18,,9,14,56,
16,-34,15,,54,9,-13,
13,-21,16,,-5,54,61,
9,-27,12,,33,24,-19,
13,-,8,,43,,4,
4,13,13,,-28,64,36,
6,-16,3,,16,33,-16,
6,0,6,,,73,38,
4,-4,4,,0,42,-16,
3,7,1,,-4,80,21,
13,16,4,,44,70,-5,
0,12,3,,-29,56,12,
3,36,10,,-18,89,14,
16,36,-6,,43,62,-4,
3,38,-4,,-17,94,25,
4,52,-26,,41,70,-27,
-20,45,-23,,-35,56,24,
-18,52,-40,,32,101,-38,
-33,49,-38,,-41,44,17,
-37,41,-47,,17,60,-48,
-55,51,-35,,-38,78,7,
-38,33,-40,,-3,36,-40,
-42,32,-31,,-39,70,11,
-29,34,-25,,12,41,8,
-38,21,-39,,-33,15,-28,
-27,33,-26,,21,77,27,
-33,16,-36,,-16,3,-,
-26,11,16,,41,31,,
-28,17,-24,,23,48,47,
-39,13,-27,,8,4,18,
-28,19,-36,,41,53,12,
-34,17,-25,,12,14,46,
-32,17,-33,,52,36,7,
-23,17,-23,,25,22,58,
-26,17,-23,,53,19,25,
-12,15,-27,,69,31,17,
-15,5,-3,,29,-1,79,
0,15,-13,,83,35,25,
5,3,-5,,,-14,60,
,,13,,0,,65,
-3,,4,,54,,57,
7,16,27,,83,40,73,
19,2,19,,71,-24,57,
32,14,32,,57,40,102,
32,0,31,,90,-25,54,
32,4,35,,90,8,98,
53,16,49,,100,15,57,
42,8,38,,54,-17,88,
55,4,53,,110,39,58,
52,-12,34,,42,-21,71,
47,-24,48,,99,-19,54,
51,-20,27,,74,19,55,
33,-38,37,,40,-30,57,
37,-39,36,,80,11,15,
10,-48,15,,65,-46,80,
28,-40,20,,82,0,8,
20,-37,15,,-3,-18,9,
17,-45,13,,80,-27,63,
19,-33,17,,-13,5,12,
7,-37,,,27,-29,,
15,-41,,,39,9,,
16,-36,8,,14,-5,43,
17,-36,15,,59,19,24,
17,-32,16,,-3,15,-8,
16,-35,15,,36,22,56,
14,-29,16,,18,32,-6,
8,-36,15,,-15,6,49,
12,-26,16,,47,53,53,
3,-24,11,,-24,23,-16,
5,-2,14,,-9,,54,
11,0,8,,41,60,6,
3,-12,4,,-24,40,10,
8,-10,7,,27,64,16,
3,1,-1,,,52,-6,
-11,0,8,,8,66,23,
2,17,0,,-37,57,-16,
19,14,13,,54,43,38,
7,29,-4,,-25,96,-20,
5,36,-1,,45,53,38,
-16,34,-21,,-32,74,-32,
-21,52,-23,,24,93,28,
-31,42,-37,,-28,63,-36,
-45,46,-41,,6,97,15,
-45,56,-44,,-31,56,-39,
-50,47,-44,,-17,42,-4,
-39,49,-36,,-20,92,-27,
-43,39,-40,,-16,31,-4,
-34,29,-31,,-36,48,-7,
-34,35,-39,,16,65,-35,
-27,14,-29,,13,22,27,
-39,20,-34,,-4,67,,
-27,18,-16,,36,20,,
-32,13,-30,,5,49,39,
-37,14,-32,,30,68,-2,
-29,11,-38,,25,-5,-8,
-31,22,-22,,3,65,58,
-27,14,-36,,61,0,1,
-24,23,-31,,18,51,36,
-29,14,-17,,32,7,48,
-10,18,-24,,62,35,36,
-14,9,0,,35,13,66,
-6,9,-10,,71,,28,
2,,4,,48,377,82,
-2,9,17,,36,22,83,
15,7,1,,8,-1,35,
5,17,27,,,41,90,
14,2,18,,40,-22,40,
18,12,40,,72,31,105,
37,5,36,,76,-15,44,
34,11,45,,71,25,105,
45,12,43,,104,0,45,
42,2,44,,66,-16,100,
53,6,50,,93,39,37,
46,-4,36,,43,3,91,
43,-18,45,,82,-27,33,
49,-18,29,,50,27,31,
30,-32,28,,60,-34,74,
35,-42,27,,53,11,23,
17,-42,16,,38,-40,75,
32,-48,23,,59,-6,33,
12,-38,9,,19,-33,32,
12,-41,16,,58,-46,37,
14,-31,19,,2,15,0,
16,-41,8,,57,-35,59,
15,-35,17,,14,20,6,
17,-38,1,,33,-17,,
18,-33,6,,60,34,3,
19,-33,16,,-10,0,50,
15,-32,18,,50,39,16,
8,-33,14,,-5,16,24,
11,-33,16,,31,37,30,
14,-21,9,,41,38,4,
5,-27,10,,-22,4,49,
10,3,8,,18,,-18,
0,-8,5,,,56,-15,
6,-17,9,,14,32,41,
4,-3,1,,-3,74,-28,
13,-2,8,,41,42,39,
0,5,3,,-28,79,-31,
15,16,11,,39,48,46,
7,10,5,,-9,52,-25,
3,36,-4,,-20,92,35,
5,34,-15,,41,58,-21,
-19,35,-24,,-35,89,15,
-17,53,-32,,33,77,-13,
-36,40,-44,,-41,76,-7,
-37,51,-41,,14,101,-16,
-52,53,-48,,-39,45,-25,
-36,44,-34,,1,88,-6,
-42,51,-40,,-38,86,-39,
-27,33,-33,,11,30,9,
-39,37,-36,,-31,82,-23,
-26,34,-37,,19,47,9,
-37,8,-29,,-14,41,30,
-41,23,,,12,54,,
-26,16,-37,,23,3,-17,
-40,15,-27,,9,66,44,
-31,15,-36,,44,58,-11,
-30,12,-26,,9,4,54,
-33,19,-27,,50,63,47,
-21,16,-34,,56,-8,11,
-27,24,-15,,21,61,67,
-13,14,-26,,71,-9,18,
-9,364,-16,,47,,59,
-15,18,-7,,52,52,48,
6,7,-4,,67,-9,58,
0,13,13,,36,34,67,
6,6,2,,84,0,33,
1,12,20,,,21,91,
9,6,20,,77,6,39,
16,2,32,,43,-31,98,
22,15,41,,92,43,56,
38,0,36,,59,-27,94,
34,16,49,,92,39,61,
50,16,39,,70,27,43,
40,3,51,,83,-7,102,
57,3,45,,72,32,36,
40,-8,42,,64,-15,95,
49,-22,40,,76,12,25,
34,-24,28,,35,-15,79,
37,-45,31,,81,-7,54,
27,-39,15,,17,-14,39,
10,-48,23,,67,-46,59,
22,-44,7,,26,1,10,
11,-40,8,,45,-45,51,
11,-36,19,,34,6,17,
8,-33,6,,26,-26,40,
12,-43,11,,69,-30,59,
21,-32,17,,-4,22,,
16,-38,24,,55,-19,0,
19,-28,15,,0,41,50,
18,-35,19,,-6,-7,38,
17,-28,14,,52,47,2,
9,-34,16,,-14,5,49,
7,-26,16,,10,53,2,
8,-24,8,,25,27,31,
6,,10,,-9,,6,
11,-24,7,,,57,-27,
,-12,7,,0,42,50,
2,-11,3,,-12,57,-29,
2,2,4,,-27,61,36,
13,-3,7,,42,60,22,
3,19,1,,-35,65,-20,
7,14,11,,14,44,40,
11,28,-5,,19,96,4,
0,35,-16,,0,58,-29,
0,31,-25,,25,67,-9,
-23,52,-22,,-22,96,27,
-22,50,-33,,26,63,-30,
-41,43,-42,,-41,90,9,
-36,55,-42,,16,65,-31,
-48,46,-45,,-55,42,-11,
-37,48,-36,,11,93,-20,
-37,52,-39,,-50,69,-12,
-30,30,-28,,14,41,-2,
-43,36,-35,,-19,76,-32,
-26,30,-33,,17,26,21,
-32,23,-,,-11,64,,
-32,22,31,,26,26,-12,
-30,11,-30,,8,3,32,
-36,13,-30,,-7,73,5,
-26,19,-36,,51,31,-10,
-32,16,-23,,2,26,59,
-37,18,-34,,29,47,-1,
-21,16,-29,,44,5,30,
-32,13,-18,,34,18,53,
-21,13,-25,,64,18,33,
-11,6,-2,,34,-23,70,
-7,6,-10,,71,-23,29,
5,,2,,83,,80,
-3,19,9,,37,55,49,
-1,5,3,,,-20,37,
69,5,24,,,-16,91,
20,13,21,,59,28,39,
16,3,37,,70,-32,108,
28,4,36,,102,35,47,
35,-2,41,,49,-29,104,
40,8,44,,103,16,45,
49,13,41,,55,8,101,
43,4,48,,99,-20,41,
55,5,35,,52,43,87,
37,-14,47,,80,-28,36,
50,-25,34,,53,-13,30,
32,-21,27,,58,14,80,
37,-43,26,,59,-29,21,
17,-37,14,,35,8,52,
29,-51,26,,61,-47,37,
11,-50,11,,16,-16,29,
14,-37,16,,60,-26,41,
18,-43,,,12,-15,,
9,-32,18,,48,-3,4,
15,-48,7,,17,-18,52,
18,-32,12,,-1,13,46,
15,-36,14,,59,-15,2,
20,-28,16,,-8,37,49,
15,-32,16,,44,5,22,
17,-35,14,,40,32,20,
12,-31,15,,-1,22,30,
10,49,9,,40,,3,
5,-33,9,,-24,32,45,
7,-22,6,,8,45,-16,
7,-28,3,,22,34,-16,
4,-8,8,,-24,61,39,
10,-15,0,,,37,-27,
4,5,10,,0,78,18,
9,-3,10,,24,40,18,
4,3,4,,-20,72,-26,
16,19,-4,,46,55,-5,
4,18,-3,,-21,80,37,
4,34,-16,,42,99,-16,
-17,35,-28,,-39,54,10,
-20,46,-35,,34,106,-16,
-31,47,-52,,-40,54,-11,
-53,42,-42,,-48,72,-13,
-45,56,-48,,-6,87,-30,
-45,52,-35,,-6,44,-2,
-40,45,-42,,-34,86,-29,
-40,48,-27,,-1,47,13,
-38,35,-34,,-35,28,-21,
-26,36,-33,,20,89,6,
-30,32,-29,,8,50,,
-37,11,,,7,35,8,
-29,23,-34,,27,59,12,
-35,17,-24,,-5,1,44,
-31,14,-35,,40,70,-9,
-29,13,-24,,14,62,50,
-34,15,-23,,12,0,51,
-23,19,-34,,56,69,8,
-28,18,-15,,20,-10,68,
-27,23,-22,,46,65,29,
-10,14,-17,,51,-14,56,
-15,19,-4,,50,53,50,
,7,-11,,,,24,
5,14,12,,71,378,92,
0,14,5,,38,35,30,
6,4,20,,82,1,93,
20,12,24,,78,18,41,
17,7,30,,46,13,100,
21,7,43,,90,-1,55,
38,9,35,,63,22,92,
35,2,49,,87,-14,64,
52,17,35,,76,38,78,
40,7,54,,80,-11,67,
55,2,44,,75,31,32,
40,3,38,,56,38,94,
51,-23,41,,80,-32,26,
35,-17,23,,37,29,79,
36,-38,39,,80,-37,25,
28,-48,17,,17,-15,29,
27,-40,23,,80,-7,64,
17,-53,21,,2,-38,23,
10,-35,6,,40,-5,45,
13,-42,21,,36,-36,,
8,-37,4,,24,5,0,
13,-37,17,,61,-21,7,
21,-44,9,,5,1,55,
16,-35,18,,14,0,3,
16,-39,11,,45,-17,12,
19,-30,18,,-4,39,41,
17,-34,16,,51,-5,1,
17,-31,12,,24,46,37,
5,-33,15,,8,7,11,
9,-30,8,,36,52,23,
6,-23,12,,-16,,46,
9,28,8,,36,,-23,
12,-24,7,,44,51,47,
3,-12,6,,-24,48,-26,
,-12,0,,,52,-11,
4,3,6,,19,65,24,
5,-2,3,,-4,51,-18,
6,17,10,,10,73,37,
13,13,-2,,24,44,-21,
-2,26,-6,,-4,92,35,
-20,38,-18,,30,59,-31,
-20,35,-26,,30,60,25,
-30,51,-35,,-21,104,-30,
-40,45,-46,,-41,54,7,
-40,44,-41,,14,86,-31,
-48,56,-44,,-56,67,-12,
-38,43,-37,,5,65,-16,
-40,46,-39,,-41,96,-14,
-34,43,-31,,9,31,2,
-34,32,-38,,-31,36,-35,
-35,35,-31,,9,77,24,
-34,20,-34,,-2,15,-10,
-34,11,-31,,20,61,31,
-25,19,-3,,36,29,,
-35,11,2,,-6,41,5,
-27,16,-35,,47,36,-9,
-27,17,-22,,32,-8,60,
-37,19,-30,,25,70,32,
-21,17,-30,,47,-3,30,
-23,22,-17,,23,51,49,
-21,16,-23,,60,5,33,
-11,16,-10,,40,33,77,
-16,10,-8,,34,,30,
2,,2,,83,380,80,
0,8,16,,35,6,85,
0,11,4,,,30,35,
2,7,25,,0,-10,91,
19,12,21,,62,41,40,
16,3,39,,40,-27,104,
27,17,39,,99,42,46,
36,0,42,,49,-29,103,
40,8,45,,104,10,48,
50,13,41,,59,15,97,
42,5,51,,93,-23,43,
57,7,39,,56,40,41,
39,-14,45,,76,-26,87,
50,-24,31,,58,-20,28,
42,-20,26,,29,21,79,
34,-42,41,,86,-36,44,
31,-35,11,,16,12,46,
13,-50,26,,76,-50,44,
21,-39,9,,15,6,23,
11,-40,6,,56,-20,56,
16,-42,21,,14,-23,10,
18,-31,5,,4,1,46,
16,-38,14,,59,-32,,
19,-37,8,,0,16,0,
15,-36,15,,26,-14,4,
19,-32,9,,33,28,25,
13,-31,20,,8,7,28,
13,-35,13,,39,31,17,
12,-31,13,,6,24,50,
8,-34,14,,23,28,-7,
13,-21,8,,40,47,39,
5,-30,13,,-17,34,36,
,-9,6,,,64,-13,
,61,8,,,,39,
7,-18,2,,8,33,-26,
9,6,7,,20,82,36,
2,-5,6,,-7,39,-27,
9,0,7,,36,68,42,
2,17,9,,-24,59,20,
3,16,-7,,-20,72,28,
18,31,-6,,45,100,24,
5,33,-23,,-20,54,-24,
4,44,-27,,44,104,26,
-16,48,-38,,-36,55,-39,
-20,41,-40,,32,66,-7,
